Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m)
1809540.0;7498.887;13130.9273;7532.965;13150.4371;7520.1903;13142.7771;7517.219;13144.0487;7530.4627;13148.3469;7528.8278;13151.1159;7520.7347;13140.8273;7497.7445;13133.3238;7518.32;13144.0336;7532.5888;13147.6395
1809560.0;7496.6224;13128.1352;7531.037;13147.4554;7518.0378;13139.9134;7515.2578;13141.0843;7528.2926;13145.5009;7526.9611;13148.0692;7518.5949;13137.9223;7495.4683;13130.4578;7516.3087;13141.0702;7530.6383;13144.7279
1809580.0;7494.273;13125.4074;7529.0908;13144.4806;7515.8591;13137.0586;7513.2737;13138.1386;7526.0863;13142.6827;7525.0764;13145.0361;7516.4414;13135.0296;7493.0937;13127.6757;7514.2782;13138.0921;7528.6484;13141.8291
1809600.0;7491.8283;13122.7602;7527.1127;13141.5306;7513.6542;13134.215;7511.2573;13135.2259;7523.8509;13139.8954;7523.1605;13142.0263;7514.2646;13132.1592;7490.6139;13124.9981;7512.223;13135.113;7526.6114;13138.9564
1809620.0;7489.2836;13120.2107;7525.0885;13138.6253;7511.4257;13131.3814;7509.2033;13132.3495;7521.5959;13137.1358;7521.1996;13139.049;7512.0526;13129.3204;7488.02;13122.4432;7510.1422;13132.145;7524.5203;13136.1239
1809640.0;7486.6394;13117.7708;7523.0068;13135.7819;7509.177;13128.5546;7507.1074;13129.5053;7519.3246;13134.3982;7519.1818;13136.1121;7509.7951;13126.5211;7485.3066;13120.0247;7508.0367;13129.1979;7522.3674;13133.344
1809660.0;7483.8987;13115.4451;7520.8589;13133.0132;7506.9093;13125.7346;7504.9633;13126.6919;7517.0318;13131.6806;7517.0982;13133.2215;7507.4875;13123.7665;7482.4756;13117.7536;7505.9053;13126.2817;7520.1454;13130.6251
1809680.0;7481.0656;13113.2357;7518.6383;13130.3278;7504.6207;13122.9283;7502.7608;13123.9188;7514.7084;13128.988;7514.945;13130.3832;7505.1302;13121.059;7479.5365;13115.6377;7503.7409;13123.41;7517.8511;13127.9709
1809700.0;7478.1456;13111.1468;7516.3423;13127.7281;7502.3064;13120.1482;7500.4889;13121.2037;7512.3492;13126.3325;7512.7216;13127.605;7502.7261;13118.4018;7476.5009;13113.6815;7501.5287;13120.6025;7515.4876;13125.38
1809720.0;7475.1451;13109.1825;7513.9725;13125.209;7499.9596;13117.4084;7498.1398;13118.5633;7509.9528;13123.7307;7510.4279;13124.8962;7500.2784;13115.8021;7473.3783;13111.8857;7499.2503;13117.8841;7513.062;13122.8495
1809740.0;7472.0702;13107.3432;7511.5331;13122.7618;7497.5719;13114.7215;7495.7099;13116.0075;7507.5186;13121.1991;7508.0622;13122.2665;7497.7916;13113.2696;7470.1755;13110.2484;7496.8917;13115.2772;7510.5807;13120.3781
1809760.0;7468.9235;13105.6268;7509.0281;13120.3805;7495.1331;13112.0973;7493.1994;13113.5412;7505.0427;13118.7513;7505.6223;13119.7233;7495.2723;13110.8108;7466.8989;13108.7648;7494.4498;13112.7932;7508.0469;13117.9695
1809780.0;7465.7055;13104.0334;7506.4612;13118.0671;7492.6322;13109.5427;7490.6096;13111.1698;7502.5196;13116.3967;7503.107;13117.2728;7492.7236;13108.4264;7463.5567;13107.4248;7491.9318;13110.4276;7505.461;13115.6311
1809800.0;7462.419;13102.5684;7503.8382;13115.8307;7490.0598;13107.0636;7487.9415;13108.9005;7499.9435;13114.144;7500.5179;13114.9209;7490.1416;13106.1122;7460.1606;13106.2117;7489.3471;13108.167;7502.8204;13113.3717
1809820.0;7459.0709;13101.2401;7501.1648;13113.6847;7487.4118;13104.6672;7485.1982;13106.7381;7497.3099;13112.0015;7497.8584;13112.6754;7487.5154;13103.8655;7456.7246;13105.1056;7486.6997;13105.999;7500.1217;13111.1981
1809840.0;7455.67;13100.0558;7498.4445;13111.6408;7484.6926;13102.3626;7482.3866;13104.6828;7494.6161;13109.9736;7495.1322;13110.5457;7484.8315;13101.6899;7453.2631;13104.0894;7483.9889;13103.9176;7497.363;13109.1149
1809860.0;7452.2237;13099.0188;7495.6759;13109.7054;7481.9156;13100.1578;7479.5162;13102.7329;7491.862;13108.0566;7492.3417;13108.5412;7482.0784;13099.5974;7449.786;13103.155;7481.2149;13101.9199;7494.5458;13107.1251
1809880.0;7448.7371;13098.1268;7492.8568;13107.8782;7479.099;13098.0559;7476.5964;13100.8901;7489.0527;13106.241;7489.4885;13106.6686;7479.2507;13097.6026;7446.2962;13102.3036;7478.382;13100.0044;7491.6725;13105.2329
1809900.0;7445.2162;13097.3715;7489.9888;13106.1544;7476.257;13096.0554;7473.6348;13099.1604;7486.1964;13104.5189;7486.5743;13104.9323;7476.3509;13095.7151;7442.7917;13101.543;7475.4984;13098.1703;7488.7446;13103.4452
1809920.0;7441.6676;13096.7401;7487.0788;13104.5284;7473.3947;13094.1527;7470.6373;13097.5498;7483.3013;13102.8906;7483.6027;13103.3332;7473.3888;13093.9357;7439.2717;13100.8802;7472.5724;13096.4215;7485.7618;13101.7727
1809940.0;7438.0973;13096.2187;7484.1352;13102.9954;7470.5083;13092.3452;7467.608;13096.0607;7480.3718;13101.3631;7480.5794;13101.8703;7470.3764;13092.2615;7435.7388;13100.3172;7469.6103;13094.7652;7482.7245;13100.2254
1809960.0;7434.5102;13095.7969;7481.1639;13101.5505;7467.5893;13090.632;7464.5502;13094.6902;7477.4114;13099.9424;7477.5131;13100.5394;7467.3233;13090.691;7432.1983;13099.8511;7466.6155;13093.209;7479.6355;13098.8076
1809980.0;7430.9116;13095.469;7478.1659;13100.1899;7464.6284;13089.0143;7461.4669;13093.4317;7474.4245;13098.6282;7474.4138;13099.3334;7464.2362;13089.2254;7428.6534;13099.4788;7463.5894;13091.7558;7476.5006;13097.5143
1810000.0;7427.3075;13095.2294;7475.1397;13098.9115;7461.6197;13087.4961;7458.3622;13092.2763;7471.4166;13097.4132;7471.2901;13098.2424;7461.1212;13087.8643;7425.1034;13099.1982;7460.5333;13090.4045;7473.3271;13096.3334
1810020.0;7423.7017;13095.0676;7472.0843;13097.7182;7458.5629;13086.0839;7455.2409;13091.2156;7468.3912;13096.2873;7468.1475;13097.2553;7457.9832;13086.6046;7421.545;13099.006;7457.449;13089.1523;7470.1227;13095.2503
1810040.0;7420.096;13094.9665;7469.0013;13096.6158;7455.4646;13084.785;7452.1071;13090.2418;7465.3498;13095.2443;7464.9888;13096.3609;7454.8263;13085.441;7417.9749;13098.8936;7454.3389;13087.9972;7466.8962;13094.2507
1810060.0;7416.4912;13094.9043;7465.8953;13095.6084;7452.3344;13083.6035;7448.961;13089.3491;7462.2941;13094.2826;7461.8155;13095.5481;7451.6535;13084.3673;7414.3913;13098.8479;7451.2062;13086.9384;7463.6577;13093.3215
1810080.0;7412.89;13094.8567;7462.7727;13094.6919;7449.1808;13082.5353;7445.7998;13088.533;7459.2261;13093.4038;7458.6306;13094.8063;7448.4681;13083.3742;7410.7937;13098.8544;7448.0538;13085.9738;7460.4173;13092.4504
1810100.0;7409.295;13094.797;7459.6394;13093.8538;7446.01;13081.5666;7442.6206;13087.7904;7456.1469;13092.6054;7455.438;13094.1272;7445.2732;13082.449;7407.1838;13098.9007;7444.8852;13085.0989;7457.1836;13091.6264
1810120.0;7405.7072;13094.6991;7456.498;13093.0783;7442.8274;13080.6786;7439.4256;13087.1182;7453.0556;13091.8778;7452.2413;13093.5055;7442.0708;13081.5777;7403.5663;13098.977;7441.7056;13084.3069;7453.9611;13090.8403
1810140.0;7402.1257;13094.5419;7453.3478;13092.3532;7439.6382;13079.8548;7436.2241;13086.5115;7449.9509;13091.2042;7449.043;13092.9392;7438.8607;13080.751;7399.9488;13099.0766;7438.5208;13083.588;7450.7494;13090.0849
1810160.0;7398.5512;13094.3142;7450.1871;13091.67;7436.4478;13079.0849;7433.0294;13085.9605;7446.8335;13090.5667;7445.844;13092.4242;7435.6432;13079.9678;7396.3388;13099.194;7435.3356;13082.9294;7447.5452;13089.3575
1810180.0;7394.9871;13094.0154;7447.0155;13091.0206;7433.2606;13078.3631;7429.853;13085.4501;7443.7066;13089.9531;7442.6451;13091.9515;7432.4205;13079.2361;7392.7413;13099.324;7432.1526;13082.3162;7444.345;13088.6591
1810200.0;7391.4378;13093.6532;7443.8368;13090.3953;7430.0791;13077.6839;7426.7016;13084.9631;7440.5744;13089.3587;7439.4467;13091.5071;7429.1979;13078.5669;7389.1585;13099.4608;7428.9714;13081.7333;7441.147;13087.9934
1810220.0;7387.9052;13093.2372;7440.6568;13089.7855;7426.9023;13077.0441;7423.5759;13084.483;7437.4399;13088.7833;7436.2499;13091.0781;7425.9802;13077.969;7385.5906;13099.6016;7425.7906;13081.1697;7437.9523;13087.362
1810240.0;7384.3892;13092.7715;7437.48;13089.1877;7423.7259;13076.4447;7420.4713;13083.9972;7434.3045;13088.227;7433.0566;13090.6559;7422.7695;13077.4433;7382.0379;13099.7475;7422.6086;13080.6215;7434.7637;13086.7634
1810260.0;7380.8913;13092.2499;7434.3066;13088.6022;7420.5451;13075.8911;7417.3788;13083.4975;7431.1685;13087.6886;7429.8694;13090.2349;7419.5646;13076.9822;7378.4994;13099.9007;7419.4246;13080.0925;7431.5823;13086.1948
1810280.0;7377.4166;13091.6572;7431.1324;13088.0287;7417.3582;13075.3882;7414.2878;13082.9824;7428.0316;13087.1637;7426.6897;13089.8096;7416.3633;13076.5734;7374.9726;13100.0591;7416.24;13079.5934;7428.4065;13085.6562
1810300.0;7373.9744;13090.9758;7427.9539;13087.4645;7414.1672;13074.9341;7411.1905;13082.4578;7424.8935;13086.6448;7423.5164;13089.3751;7413.1637;13076.2059;7371.4537;13100.2153;7413.0585;13079.137;7425.2315;13085.1526
1810320.0;7370.5749;13090.1923;7424.7717;13086.9063;7410.9768;13074.5195;7408.0854;13081.9357;7421.753;13086.1231;7420.3467;13088.9303;7409.9652;13075.8745;7367.94;13100.3612;7409.884;13078.7334;7422.0534;13084.6928
1810340.0;7367.2268;13089.2988;7421.5912;13086.3531;7407.7925;13074.1326;7404.9735;13081.4301;7418.6081;13085.5951;7417.1781;13088.4789;7406.7684;13075.5784;7364.4314;13100.4939;7406.7173;13078.3838;7418.8724;13084.2827
1810360.0;7363.9363;13088.292;7418.4185;13085.8075;7404.6187;13073.7653;7401.8526;13080.9525;7415.4563;13085.0652;7414.0101;13088.0274;7403.5751;13075.3173;7360.9315;13100.6186;7403.5554;13078.0796;7415.6931;13083.9211
1810380.0;7360.7065;13087.1725;7415.2573;13085.2763;7401.4574;13073.4169;7398.7155;13080.5095;7412.2981;13084.5451;7410.843;13087.5826;7400.3877;13075.089;7357.447;13100.749;7400.3939;13077.8063;7412.5214;13083.5981
1810400.0;7357.5382;13085.9458;7412.1069;13084.769;7398.3077;13073.0925;7395.5551;13080.1029;7409.1378;13084.0478;7407.6767;13087.1482;7397.2073;13074.8889;7353.9852;13100.9034;7397.2309;13077.5497;7409.3608;13083.3001
1810420.0;7354.4303;13084.6237;7408.9643;13084.2965;7395.1673;13072.7986;7392.3716;13079.7323;7405.9827;13083.5878;7404.5118;13086.7232;7394.0318;13074.7142;7350.5503;13101.1014;7394.0682;13077.3012;7406.2113;13083.0149
1810440.0;7351.3788;13083.2258;7405.826;13083.8686;7392.035;13072.539;7389.1752;13079.3981;7402.8393;13083.1818;7401.3503;13086.3043;7390.8563;13074.5643;7347.1421;13101.3603;7390.908;13077.0589;7403.0709;13082.7351
1810460.0;7348.3755;13081.7829;7402.69;13083.4929;7388.9121;13072.3142;7385.9802;13079.1022;7399.7101;13082.8459;7398.1936;13085.8898;7387.6761;13074.4406;7343.7585;13101.6929;7387.7505;13076.828;7399.9386;13082.4578
1810480.0;7345.4064;13080.3372;7399.5548;13083.1721;7385.8007;13072.1236;7382.7977;13078.8466;7396.5925;13082.5852;7395.0401;13085.4829;7384.4893;13074.3461;7340.3987;13102.1052;7384.5957;13076.62;7396.8158;13082.1835
1810500.0;7342.4535;13078.9407;7396.4196;13082.9024;7382.702;13071.9697;7379.6313;13078.6333;7393.4801;13082.3857;7391.8859;13085.0908;7381.2984;13074.2858;7337.0642;13102.5982;7381.4459;13076.4514;7393.7051;13081.9161
1810520.0;7339.4988;13077.647;7393.2838;13082.6728;7379.6143;13071.8569;7376.4788;13078.4642;7390.3656;13082.2192;7388.7275;13084.7218;7378.1081;13074.2658;7333.7569;13103.171;7378.3063;13076.3375;7390.6086;13081.6627
1810540.0;7336.5305;13076.5057;7390.1468;13082.471;7376.5344;13071.7889;7373.3355;13078.3396;7387.2444;13082.06;7385.5654;13084.3846;7374.9237;13074.2903;7330.4777;13103.8241;7375.1812;13076.2866;7387.5267;13081.4323
1810560.0;7333.5465;13075.5575;7387.0086;13082.288;7373.4591;13071.7673;7370.1973;13078.2553;7384.1162;13081.8973;7382.4038;13084.0868;7371.7499;13074.3603;7327.2253;13104.5577;7372.071;13076.2954;7384.4582;13081.2344
1810580.0;7330.5534;13074.8348;7383.8689;13082.1218;7370.3872;13071.7933;7367.0628;13078.2026;7380.9833;13081.7357;7379.2462;13083.8336;7368.5886;13074.4754;7323.9965;13105.3685;7368.9734;13076.3504;7381.4002;13081.076
1810600.0;7327.5633;13074.3634;7380.7265;13081.9752;7367.3199;13071.8699;7363.9336;13078.1752;7377.848;13081.587;7376.0929;13083.6267;7365.4389;13074.6352;7320.788;13106.2479;7365.8867;13076.4351;7378.3472;13080.961
1810620.0;7324.5927;13074.1636;7377.5804;13081.8527;7364.2605;13072.0002;7360.8144;13078.1769;7374.712;13081.4656;7372.9414;13083.4675;7362.2985;13074.8369;7317.5984;13107.1865;7362.812;13076.538;7375.2913;13080.8907
1810640.0;7321.6607;13074.2478;7374.4317;13081.7594;7361.2127;13072.1827;7357.712;13078.2212;7371.5757;13081.3865;7369.7907;13083.3599;7359.1663;13075.073;7314.4291;13108.1774;7359.7527;13076.6572;7372.2247;13080.864
1810660.0;7318.7877;13074.6176;7371.2857;13081.7024;7358.1791;13072.4114;7354.6338;13078.3235;7368.44;13081.375;7366.6442;13083.3084;7356.0433;13075.3323;7311.2837;13109.2157;7356.7147;13076.7989;7369.1441;13080.8776
1810680.0;7315.99;13075.2602;7368.1509;13081.6909;7355.1606;13072.6796;7351.5853;13078.4919;7365.3061;13081.4692;7363.51;13083.3151;7352.9319;13075.6052;7308.1661;13110.296;7353.7043;13076.9725;7366.0526;13080.9264
1810700.0;7313.2774;13076.1502;7365.0337;13081.7329;7352.1575;13072.9843;7348.568;13078.7259;7362.1773;13081.7071;7360.3951;13083.3798;7349.8334;13075.8882;7305.0799;13111.413;7350.7248;13077.1852;7362.9577;13081.0051
1810720.0;7310.6523;13077.2545;7361.9351;13081.8315;7349.17;13073.325;7345.5784;13079.019;7359.0593;13082.0958;7357.303;13083.5029;7346.7464;13076.1848;7302.0285;13112.5644;7347.7744;13077.4413;7359.8663;13081.1119
1810740.0;7308.114;13078.5417;7358.8516;13081.9849;7346.1983;13073.6992;7342.6099;13079.3645;7355.9588;13082.5922;7354.2337;13083.6881;7343.6687;13076.5043;7299.016;13113.7505;7344.848;13077.7408;7356.7818;13081.2495
1810760.0;7305.6614;13079.9875;7355.7799;13082.189;7343.2417;13074.1017;7339.6559;13079.759;7352.8802;13083.1216;7351.1877;13083.9419;7340.5992;13076.8564;7296.0459;13114.9709;7341.9406;13078.0775;7353.7048;13081.4243
1810780.0;7303.2936;13081.5751;7352.7189;13082.4393;7340.2988;13074.5283;7336.7133;13080.2035;7349.8226;13083.6216;7348.1668;13084.2695;7337.5391;13077.2459;7293.1196;13116.2214;7339.0488;13078.438;7350.6354;13081.6437
1810800.0;7301.0068;13083.2895;7349.6701;13082.7307;7337.3669;13074.9772;7333.7842;13080.7013;7346.7825;13084.0688;7345.1731;13084.6701;7334.4911;13077.6697;7290.2351;13117.4942;7336.1684;13078.8042;7347.5752;13081.9133
1810820.0;7298.7925;13085.1131;7346.6342;13083.057;7334.4416;13075.4457;7330.8728;13081.2535;7343.757;13084.4706;7342.2076;13085.1353;7331.4578;13078.1211;7287.3877;13118.7808;7333.2929;13079.1604;7344.5265;13082.2326
1810840.0;7296.6378;13087.0226;7343.6092;13083.4116;7331.5169;13075.9262;7327.9816;13081.856;7340.7443;13084.8423;7339.2688;13085.652;7328.4407;13078.5974;7284.5712;13120.0742;7330.4161;13079.5008;7341.4906;13082.5939
1810860.0;7294.5305;13088.9932;7340.5919;13083.7891;7328.5874;13076.4087;7325.1081;13082.4986;7337.7422;13085.1942;7336.3534;13086.2071;7325.4422;13079.1036;7281.7785;13121.3707;7327.5343;13079.83;7338.4656;13082.9844
1810880.0;7292.4652;13091.0032;7337.5786;13084.1845;7325.6509;13076.8869;7322.2462;13083.1677;7334.7464;13085.5325;7333.4572;13086.7906;7322.4669;13079.6502;7279.0032;13122.6697;7324.6471;13080.1595;7335.4484;13083.3925
1810900.0;7290.4475;13093.0384;7334.5671;13084.5923;7322.7086;13077.3611;7319.391;13083.8506;7331.7521;13085.867;7330.5764;13087.3928;7319.5211;13080.2453;7276.2413;13123.9744;7321.7561;13080.5038;7332.4359;13083.8127
1810920.0;7288.4895;13095.093;7331.556;13085.006;7319.7634;13077.837;7316.5409;13084.5384;7328.753;13086.2086;7327.7078;13088.0001;7316.6089;13080.8895;7273.4938;13125.2937;7318.8642;13080.8749;7329.4265;13084.2431
1810940.0;7286.5992;13097.1653;7328.5452;13085.4216;7316.8183;13078.3223;7313.6965;13085.2225;7325.7416;13086.5688;7324.8475;13088.5939;7313.7296;13081.5743;7270.7692;13126.6435;7315.9747;13081.2773;7326.4213;13084.6802
1810960.0;7284.7691;13099.2518;7325.5343;13085.838;7313.8768;13078.8238;7310.8562;13085.8909;7322.7108;13086.9585;7321.9913;13089.1543;7310.8764;13082.2867;7268.0828;13128.0464;7313.0871;13081.7048;7323.4221;13085.1177
1810980.0;7282.9753;13101.3419;7322.5234;13086.2552;7310.9428;13079.3462;7308.016;13086.5297;7319.6602;13087.3876;7319.1362;13089.6664;7308.04;13083.0129;7265.4555;13129.5283;7310.1967;13082.1429;7320.4298;13085.5501
1811000.0;7281.1868;13103.4183;7319.5125;13086.6725;7308.0205;13079.8909;7305.1717;13087.129;7316.5974;13087.8617;7316.281;13090.1243;7305.2117;13083.7406;7262.9117;13131.1131;7307.2988;13082.5784;7317.4425;13085.9773
1811020.0;7279.3772;13105.4621;7316.5016;13087.0891;7305.112;13080.4578;7302.3222;13087.6888;7313.5332;13088.3751;7313.425;13090.5303;7302.3851;13084.4598;7260.479;13132.8199;7304.3927;13083.0066;7314.4552;13086.4045
1811040.0;7277.5306;13107.46;7313.4908;13087.5057;7302.2177;13081.0462;7299.4686;13088.2159;7310.473;13088.9099;7310.5654;13090.8916;7299.555;13085.1628;7258.1857;13134.6624;7301.483;13083.4307;7311.463;13086.8367
1811060.0;7275.6402;13109.4089;7310.48;13087.9232;7299.3353;13081.6528;7296.611;13088.7173;7307.4147;13089.4458;7307.6994;13091.2184;7296.7161;13085.8449;7256.0582;13136.6491;7298.5735;13083.8567;7308.4638;13087.2732
1811080.0;7273.7037;13111.3143;7307.4698;13088.3415;7296.4602;13082.2688;7293.7458;13089.1971;7304.3542;13089.9707;7304.8265;13091.5221;7293.8624;13086.5047;7254.1163;13138.7826;7295.6644;13084.2891;7305.4588;13087.7074
1811100.0;7271.7208;13113.1846;7304.4613;13088.7616;7293.5846;13082.88;7290.868;13089.6624;7301.2897;13090.484;7301.9492;13091.8141;7290.9889;13087.142;7252.3719;13141.0568;7292.7525;13084.7313;7302.4509;13088.1313
1811120.0;7269.6923;13115.0249;7301.4569;13089.1877;7290.6988;13083.4689;7287.9757;13090.1285;7298.2219;13090.9917;7299.0725;13092.1053;7288.0937;13087.757;7250.8305;13143.4563;7289.8351;13085.1862;7299.4429;13088.5415
1811140.0;7267.6208;13116.8352;7298.4601;13089.6261;7287.7954;13084.0196;7285.0726;13090.6179;7295.1508;13091.4998;7296.2018;13092.4053;7285.1785;13088.3512;7249.4957;13145.9594;7286.9103;13085.6533;7296.4379;13088.9421
1811160.0;7265.5102;13118.6129;7295.4743;13090.0825;7284.8728;13084.5229;7282.1666;13091.152;7292.0751;13092.0149;7293.3416;13092.7215;7282.2479;13088.9291;7248.372;13148.5441;7283.9765;13086.1278;7293.4387;13089.343
1811180.0;7263.3643;13120.3572;7292.5012;13090.5615;7281.9341;13084.9805;7279.2654;13091.743;7288.9969;13092.5476;7290.4938;13093.059;7279.3088;13089.4985;7247.4663;13151.1915;7281.0321;13086.6014;7290.4465;13089.7542
1811200.0;7261.1856;13122.0715;7289.5397;13091.0681;7278.9836;13085.4047;7276.3742;13092.3927;7285.9248;13093.1101;7287.657;13093.4204;7276.3684;13090.0694;7246.7841;13153.8869;7278.0778;13087.0657;7287.4593;13090.1812
1811220.0;7258.9767;13123.7635;7286.5874;13091.6066;7276.0239;13085.8126;7273.4947;13093.095;7282.8735;13093.7137;7284.828;13093.8093;7273.4339;13090.654;7246.3251;13156.6176;7275.1185;13087.515;7284.4727;13090.6229
1811240.0;7256.7414;13125.4418;7283.6434;13092.1787;7273.0564;13086.218;7270.6257;13093.8389;7279.8579;13094.3637;7282.0036;13094.2325;7270.5107;13091.2652;7246.0784;13159.3714;7272.1601;13087.947;7281.4827;13091.0731
1811260.0;7254.4869;13127.1132;7280.7086;13092.7806;7270.0842;13086.6254;7267.7632;13094.6108;7276.8846;13095.0578;7279.1825;13094.6989;7267.6019;13091.9146;7246.0236;13162.1365;7269.204;13088.3638;7278.4893;13091.5233
1811280.0;7252.2238;13128.7814;7277.7854;13093.4049;7267.1123;13087.0313;7264.9012;13095.3964;7273.9482;13095.7849;7276.3654;13095.2144;7264.708;13092.6071;7246.135;13164.9007;7266.246;13088.7716;7275.4958;13091.9648
1811300.0;7249.9626;13130.4462;7274.8747;13094.0427;7264.1452;13087.429;7262.0344;13096.1812;7271.033;13096.5256;7273.5544;13095.7759;7261.8277;13093.3361;7246.3913;13167.6514;7263.2815;13089.176;7272.5058;13092.3908
1811320.0;7247.7071;13132.1024;7271.9745;13094.6865;7261.1847;13087.8148;7259.1605;13096.9498;7268.1217;13097.2564;7270.7503;13096.371;7258.9586;13094.0858;7246.7804;13170.3746;7260.3103;13089.576;7269.5192;13092.7985
1811340.0;7245.4518;13133.7364;7269.0803;13095.3303;7258.2284;13088.1869;7256.2801;13097.6867;7265.2052;13097.9553;7267.9511;13096.9818;7256.0963;13094.837;7247.3004;13173.0571;7257.3365;13089.9632;7266.5321;13093.1898
1811360.0;7243.1825;13135.3235;7266.186;13095.9681;7255.2716;13088.5418;7253.3944;13098.3787;7262.2858;13098.6038;7265.1512;13097.5935;7253.2348;13095.5727;7247.9533;13175.6906;7254.363;13090.327;7263.5398;13093.57
1811380.0;7240.8805;13136.8274;7263.2857;13096.5924;7252.3085;13088.8719;7250.5026;13099.0186;7259.3759;13099.1795;7262.345;13098.198;7250.3687;13096.2792;7248.7385;13178.2758;7251.3897;13090.6613;7260.5406;13093.9441
1811400.0;7238.5251;13138.2055;7260.3744;13097.1944;7249.3345;13089.1685;7247.6008;13099.6052;7256.4892;13099.6497;7259.5282;13098.7912;7247.4948;13096.9464;7249.647;13180.8225;7248.4133;13090.9657;7257.5355;13094.3153
1811420.0;7236.0958;13139.4148;7257.4492;13097.7662;7246.3464;13089.4282;7244.6839;13100.1398;7253.6289;13099.9774;7256.6993;13099.367;7244.6117;13097.5665;7250.6577;13183.3445;7245.4286;13091.243;7254.5269;13094.6841
