Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m)
1839780.0;5269.1684;8911.5662;5282.6861;8936.6328;5276.8969;8932.6944;5270.4966;8931.6309;5282.1511;8936.3509;5793.5797;8994.6727;5279.8708;8932.9429;6966.5214;13790.7983;5268.7595;8939.7694;5287.5353;8937.1242
1839800.0;5267.1284;8908.563;5281.1207;8933.4263;5275.4265;8929.5776;5268.5516;8928.7334;5280.5093;8933.1684;5796.1826;8993.1052;5278.3072;8929.8579;6964.6195;13788.407;5267.157;8936.6584;5285.778;8933.9786
1839820.0;5265.0685;8905.5789;5279.5319;8930.2381;5273.9171;8926.479;5266.5908;8925.8483;5278.8425;8929.9834;5798.8275;8991.6476;5276.7046;8926.7859;6962.6506;13786.0873;5265.551;8933.5482;5284.0111;8930.8523
1839840.0;5262.9916;8902.607;5277.9157;8927.067;5272.3705;8923.3974;5264.6252;8922.9644;5277.1597;8926.7901;5801.5114;8990.3064;5275.0736;8923.7155;6960.6034;13783.849;5263.9384;8930.4466;5282.2357;8927.734
1839860.0;5260.8987;8899.6429;5276.2701;8923.9106;5270.7896;8920.3378;5262.6625;8920.0734;5275.4663;8923.5882;5804.2332;8989.0903;5273.4244;8920.6383;6958.4667;13781.7057;5262.3165;8927.3631;5280.4534;8924.6146
1839880.0;5258.7904;8896.6868;5274.5971;8920.7678;5269.1775;8917.3041;5260.7057;8917.1726;5273.7637;8920.3821;5806.9897;8988.0063;5271.7654;8917.5513;6956.2348;13779.6722;5260.684;8924.3016;5278.667;8921.4923
1839900.0;5256.6671;8893.7437;5272.9009;8917.6401;5267.5376;8914.2926;5258.7532;8914.2651;5272.0502;8917.1771;5809.7746;8987.0581;5270.1002;8914.4589;6953.9079;13777.7617;5259.0403;8921.2577;5276.8781;8918.3712
1839920.0;5254.5278;8890.8215;5271.1853;8914.53;5265.8741;8911.2924;5256.8007;8911.3584;5270.3236;8913.979;5812.5791;8986.2455;5268.4262;8911.3716;6951.4916;13775.9841;5257.387;8918.2236;5275.0857;8915.2555
1839940.0;5252.3687;8887.9258;5269.4527;8911.4381;5264.1911;8908.2932;5254.8439;8908.4573;5268.5821;8910.7925;5815.3964;8985.5668;5266.7379;8908.301;6948.9938;13774.3487;5255.7281;8915.1925;5273.2884;8912.1456
1839960.0;5250.184;8885.0576;5267.7047;8908.3616;5262.4913;8905.2915;5252.8813;8905.5598;5266.8256;8907.6194;5818.2229;8985.019;5265.0309;8905.2521;6946.4216;13772.8674;5254.0679;8912.1593;5271.4875;8909.0381
1839980.0;5247.9693;8882.2161;5265.9431;8905.2952;5260.7757;8902.2913;5250.9154;8902.6561;5265.0543;8904.4583;5821.0588;8984.5951;5263.3055;8902.2201;6943.7802;13771.5614;5252.4076;8909.1199;5269.6883;8905.9304
1840000.0;5245.7242;8879.4025;5264.1704;8902.2334;5259.0441;8899.2984;5248.9531;8899.7337;5263.2686;8901.3041;5823.9058;8984.2828;5261.5654;8899.1938;6941.0755;13770.4626;5250.7446;8906.0708;5267.8966;8902.8227
1840020.0;5243.4523;8876.6228;5262.3912;8899.1713;5257.2967;8896.3145;5247.0019;8896.7835;5261.4712;8898.1531;5826.7638;8984.068;5259.8163;8896.1629;6938.3217;13769.6146;5249.0774;8903.0087;5266.1161;8899.715
1840040.0;5241.1608;8873.8821;5260.6114;8896.1043;5255.5345;8893.3363;5245.0657;8893.8026;5259.6672;8894.9995;5829.6295;8983.9404;5258.0632;8893.1234;6935.5464;13769.0658;5247.4096;8899.9322;5264.3463;8896.6039
1840060.0;5238.8609;8871.1763;5258.8364;8893.0276;5253.76;8890.3579;5243.144;8890.7956;5257.8625;8891.8322;5832.4966;8983.8943;5256.3098;8890.0778;6932.7909;13768.8628;5245.7508;8896.8432;5262.5845;8893.4848
1840080.0;5236.5664;8868.4906;5257.0684;8889.9389;5251.9772;8887.3746;5241.2351;8887.7719;5256.0607;8888.638;5835.3603;8983.9234;5254.5593;8887.0321;6930.1047;13769.039;5244.1125;8893.7455;5260.827;8890.3555
1840100.0;5234.2912;8865.8056;5255.3063;8886.8401;5250.1908;8884.3872;5239.3414;8884.7427;5254.2631;8885.4149;5838.2191;8984.0161;5252.8148;8883.9931;6927.5419;13769.6085;5242.5043;8890.6413;5259.0712;8887.2181
1840120.0;5232.045;8863.1044;5253.5477;8883.7367;5248.4036;8881.4023;5237.4715;8881.716;5252.4703;8882.1855;5841.0744;8984.1557;5251.0778;8880.9643;6925.1562;13770.5625;5240.9332;8887.5285;5257.3152;8884.0787
1840140.0;5229.8329;8860.3771;5251.7908;8880.6334;5246.6167;8878.4293;5235.6365;8878.6929;5250.6817;8878.9892;5843.9273;8984.325;5249.3474;8877.945;6922.997;13771.8731;5239.406;8884.4037;5255.5584;8880.9444
1840160.0;5227.6579;8857.6192;5250.035;8877.5321;5244.8311;8875.4726;5233.8439;8875.6679;5248.8942;8875.8589;5846.7767;8984.5119;5247.6211;8874.9308;6921.1065;13773.4983;5237.9273;8881.2652;5253.8008;8877.82
1840180.0;5225.5233;8854.831;5248.2812;8874.4337;5243.0496;8872.5278;5232.0953;8872.6314;5247.1039;8872.8026;5849.6213;8984.7091;5245.8976;8871.9181;6919.522;13775.3895;5236.4956;8878.1129;5252.0433;8874.7059
1840200.0;5223.4336;8852.0169;5246.532;8871.3401;5241.2766;8869.5852;5230.3896;8869.5731;5245.3128;8869.8024;5852.4628;8984.9102;5244.1787;8868.9054;6918.2793;13777.4951;5235.1018;8874.9453;5250.2867;8871.5992
1840220.0;5221.3955;8849.1818;5244.7922;8868.2529;5239.5163;8866.6367;5228.7289;8866.4831;5243.5327;8866.8243;5855.3062;8985.1025;5242.4684;8865.8912;6917.4132;13779.765;5233.7354;8871.759;5248.5324;8868.498
1840240.0;5219.4173;8846.3249;5243.0681;8865.1693;5237.7733;8863.6783;5227.1199;8863.3542;5241.7794;8863.8333;5858.1576;8985.2657;5240.7708;8862.8719;6916.9499;13782.1515;5232.3929;8868.5511;5246.7831;8865.4036
1840260.0;5217.5097;8843.4375;5241.3662;8862.0814;5236.054;8860.7077;5225.571;8860.1846;5240.0605;8860.8095;5861.0198;8985.3782;5239.0907;8859.8428;6916.9;13784.6085;5231.0804;8865.3209;5245.0437;8862.3174
1840280.0;5215.6851;8840.5047;5239.6922;8858.9802;5234.3679;8857.7201;5224.0883;8856.9792;5238.3706;8857.7534;5863.8918;8985.4257;5237.4349;8856.8018;6917.2568;13787.0902;5229.8081;8862.0684;5243.3215;8859.2363
1840300.0;5213.959;8837.5139;5238.0514;8855.8595;5232.7253;8854.7083;5222.6746;8853.7442;5236.699;8854.6805;5866.7704;8985.4052;5235.8137;8853.7496;6918.0034;13789.5537;5228.5835;8858.7935;5241.6252;8856.1518
1840320.0;5212.3523;8834.4602;5236.4506;8852.7177;5231.136;8851.6654;5221.3317;8850.4799;5235.0404;8851.6058;5869.6529;8985.323;5234.2396;8850.6866;6919.1196;13791.9606;5227.408;8855.4961;5239.9646;8853.0538
1840340.0;5210.892;8831.3464;5234.8997;8849.5548;5229.6083;8848.5879;5220.0645;8847.1786;5233.3991;8848.535;5872.5388;8985.1891;5232.7248;8847.6108;6920.5837;13794.2782;5226.2783;8852.1782;5238.3507;8849.9355
1840360.0;5209.6084;8828.1773;5233.411;8846.3702;5228.1492;8845.4775;5218.8819;8843.8314;5231.7879;8845.4651;5875.4296;8985.0116;5231.2791;8844.5184;6922.3662;13796.4782;5225.1893;8848.8427;5236.7941;8846.7936
1840380.0;5208.5308;8824.9558;5231.9961;8843.1629;5226.7645;8842.3384;5217.7973;8840.4373;5230.2247;8842.3871;5878.3284;8984.7929;5229.9087;8841.4069;6924.427;13798.5372;5224.1369;8845.4896;5235.3044;8843.6268
1840400.0;5207.6845;8821.6817;5230.6624;8839.9321;5225.4586;8839.1735;5216.827;8837.006;5228.7375;8839.2867;5881.238;8984.5302;5228.616;8838.2773;6926.7148;13800.4417;5223.1198;8842.1145;5233.8889;8840.432
1840420.0;5207.087;8818.3572;5229.4134;8836.6773;5224.2356;8835.9814;5215.9894;8833.5512;5227.3686;8836.1442;5884.1586;8984.218;5227.4029;8835.1325;6929.1736;13802.1952;5222.14;8838.713;5232.5548;8837.2056
1840440.0;5206.7449;8814.9923;5228.2509;8833.3991;5223.1019;8832.7579;5215.3017;8830.084;5226.17;8832.9368;5887.0863;8983.848;5226.2723;8831.9745;6931.7471;13803.8224;5221.2036;8835.2863;5231.3122;8833.9457
1840460.0;5206.6549;8811.6069;5227.179;8830.0982;5222.0662;8829.4992;5214.7762;8826.6112;5225.181;8829.6471;5890.0138;8983.4069;5225.2283;8828.8011;6934.383;13805.3654;5220.3197;8831.8438;5230.1752;8830.6554
1840480.0;5206.8068;8808.2293;5226.2045;8826.7764;5221.1388;8826.2045;5214.4156;8823.1369;5224.4005;8826.274;5892.9338;8982.8764;5224.2747;8825.6068;6937.0347;13806.8741;5219.5004;8828.3978;5229.1598;8827.342
1840500.0;5207.1893;8804.8894;5225.3354;8823.4355;5220.3276;8822.8742;5214.2129;8819.6626;5223.7831;8822.8383;5895.8409;8982.2393;5223.4155;8822.3861;6939.6641;13808.3962;5218.7587;8824.9571;5228.2805;8824.0133
1840520.0;5207.7927;8801.6128;5224.5753;8820.0773;5219.6369;8819.5085;5214.1542;8816.1876;5223.267;8819.3759;5898.7324;8981.4866;5222.6543;8819.1379;6942.2409;13809.9718;5218.1083;8821.5251;5227.5465;8820.6734
1840540.0;5208.6145;8798.4213;5223.9236;8816.7055;5219.0666;8816.1081;5214.2251;8812.7098;5222.8074;8815.9227;5901.6051;8980.6148;5221.9966;8815.8673;6944.7399;13811.6313;5217.5618;8818.1033;5226.9603;8817.3211
1840560.0;5209.6588;8795.3378;5223.3776;8813.3248;5218.6142;8812.6776;5214.4144;8809.2274;5222.3887;8812.5003;5904.4528;8979.619;5221.4486;8812.5825;6947.1362;13813.3973;5217.1287;8814.6931;5226.5164;8813.9529
1840580.0;5210.93;8792.388;5222.9374;8809.9387;5218.2753;8809.2262;5214.7139;8805.738;5222.0175;8809.1102;5907.2655;8978.4855;5221.0166;8809.2882;6949.4021;13815.2849;5216.8141;8811.2951;5226.2025;8810.5677
1840600.0;5212.4224;8789.5938;5222.6064;8806.5469;5218.0457;8805.7632;5215.115;8802.2402;5221.71;8805.7375;5910.0301;8977.1949;5220.7047;8805.9823;6951.5066;13817.3029;5216.6164;8807.9053;5226.0024;8807.1708
1840620.0;5214.1148;8786.963;5222.3869;8803.1486;5217.9205;8802.2945;5215.607;8798.7374;5221.4817;8802.3632;5912.7317;8975.7305;5220.5148;8802.6584;6953.4171;13819.454;5216.5262;8804.5155;5225.9007;8803.7721
1840640.0;5215.9763;8784.484;5222.2755;8799.7466;5217.8931;8798.8227;5216.1768;8795.2398;5221.3407;8798.9782;5915.3556;8974.086;5220.445;8799.3128;6955.1028;13821.7347;5216.5262;8801.1177;5225.8855;8800.3823
1840660.0;5217.9724;8782.1293;5222.2621;8796.3486;5217.9539;8795.3497;5216.8106;8791.7583;5221.2828;8795.5892;5917.8873;8972.2653;5220.4908;8795.9477;6956.538;13824.1347;5216.5945;8797.7086;5225.9472;8797.0077
1840680.0;5220.0682;8779.8609;5222.3336;8792.9632;5218.0909;8791.8768;5217.495;8788.2972;5221.2958;8792.2078;5920.3144;8970.2784;5220.6446;8792.5698;6957.705;13826.636;5216.7115;8794.2898;5226.0746;8793.6491
1840700.0;5222.2281;8777.6391;5222.4769;8789.5945;5218.2901;8788.4046;5218.2163;8784.8526;5221.3725;8788.8377;5922.6273;8968.1343;5220.8962;8789.1844;6958.5914;13829.2131;5216.8661;8790.8653;5226.2522;8790.3029
1840720.0;5224.4173;8775.4295;5222.6793;8786.2401;5218.5358;8784.9345;5218.9593;8781.4173;5221.5212;8785.4668;5924.8194;8965.8382;5221.2316;8785.7917;6959.187;13831.8358;5217.0567;8787.438;5226.4611;8786.964
1840740.0;5226.6069;8773.2088;5222.9277;8782.8927;5218.8099;8781.4695;5219.7037;8777.9856;5221.7613;8782.068;5926.8864;8963.3926;5221.631;8782.3895;6959.4783;13834.4715;5217.2862;8784.0092;5226.6827;8783.6268
1840760.0;5228.7763;8770.9629;5223.2073;8779.5432;5219.0937;8778.0133;5220.4244;8774.5543;5222.1003;8778.6083;5928.8251;8960.8023;5222.0694;8778.9771;6959.448;13837.0885;5217.557;8780.5794;5226.902;8780.2857
1840780.0;5230.9123;8768.6814;5223.504;8776.1833;5219.3698;8774.5674;5221.0938;8771.123;5222.5095;8775.0657;5930.6325;8958.0787;5222.519;8775.5565;6959.0768;13839.6541;5217.8663;8777.1486;5227.109;8776.9351
1840800.0;5233.0005;8766.351;5223.8048;8772.8074;5219.625;8771.1314;5221.6882;8767.6924;5222.9263;8771.4477;5932.3075;8955.2402;5222.9553;8772.1303;6958.3501;13842.1323;5218.2069;8773.7168;5227.2973;8773.5719
1840820.0;5235.0195;8763.9539;5224.0981;8769.4138;5219.8498;8767.7053;5222.1929;8764.2651;5223.2842;8767.7935;5933.8523;8952.3059;5223.3607;8768.6998;6957.2643;13844.4816;5218.5704;8770.2842;5227.4613;8770.1973
1840840.0;5236.9397;8761.4697;5224.3727;8766.0047;5220.0377;8764.2908;5222.6039;8760.8449;5223.5447;8764.1519;5935.2729;8949.291;5223.7253;8765.2634;6955.8317;13846.6593;5218.9498;8766.8496;5227.5945;8766.8151
1840860.0;5238.7261;8758.8803;5224.6181;8762.5853;5220.1848;8760.8884;5222.927;8757.4366;5223.7057;8760.5548;5936.5765;8946.205;5224.0438;8761.8179;6954.0791;13848.6288;5219.3403;8763.4094;5227.6916;8763.4279
1840880.0;5240.3434;8756.1736;5224.8257;8759.1604;5220.2901;8757.4947;5223.1737;8754.0445;5223.7906;8757.0118;5937.7709;8943.0555;5224.3118;8758.3612;6952.0431;13850.3649;5219.7356;8759.9567;5227.7503;8760.0347
1840900.0;5241.7592;8753.3464;5224.9911;8755.7332;5220.3575;8754.1019;5223.3591;8750.6686;5223.8303;8753.5231;5938.8648;8939.8491;5224.525;8754.8948;6949.7633;13851.8522;5220.1266;8756.4835;5227.7719;8756.6322
1840920.0;5242.9463;8750.4045;5225.1141;8752.3053;5220.3939;8750.7032;5223.4994;8747.3031;5223.8484;8750.0915;5939.8686;8936.5921;5224.6801;8751.4224;6947.2799;13853.0805;5220.502;8752.9842;5227.7591;8753.2188
1840940.0;5243.886;8747.3615;5225.1965;8748.8772;5220.407;8747.2961;5223.6098;8743.939;5223.8576;8746.7204;5940.7944;8933.2905;5224.7759;8747.9466;6944.6328;13854.0397;5220.8505;8749.4593;5227.7152;8749.7951
1840960.0;5244.5684;8744.2338;5225.2388;8745.4492;5220.4031;8743.8833;5223.7023;8740.5706;5223.8629;8743.4057;5941.654;8929.9532;5224.8136;8744.4659;6941.8645;13854.7196;5221.1616;8745.9164;5227.6434;8746.3614
1840980.0;5244.9926;8741.0369;5225.2388;8742.0214;5220.3864;8740.4705;5223.7834;8737.1991;5223.8691;8740.134;5942.4584;8926.5927;5224.7965;8740.9785;6939.0182;13855.1072;5221.4263;8742.367;5227.5476;8742.9168
1841000.0;5245.1681;8737.7828;5225.1924;8738.5942;5220.3611;8737.0634;5223.8527;8733.8312;5223.8826;8736.884;5943.2187;8923.2236;5224.7289;8737.4857;6936.1376;13855.1879;5221.6366;8738.8207;5227.4316;8739.4603
1841020.0;5245.1139;8734.4817;5225.096;8735.1678;5220.3312;8733.6646;5223.9039;8730.472;5223.9062;8733.6318;5943.9459;8919.8566;5224.6145;8733.993;6933.266;13854.945;5221.7859;8735.2819;5227.2967;8735.9939
1841040.0;5244.8542;8731.1433;5224.9495;8731.7425;5220.2983;8730.2719;5223.9266;8727.1221;5223.9431;8730.3464;5944.6492;8916.4949;5224.4566;8730.5057;6930.4474;13854.364;5221.8698;8731.7501;5227.1415;8732.5214
1841060.0;5244.4126;8727.7777;5224.7578;8728.3176;5220.2601;8726.8781;5223.9086;8723.7775;5223.9965;8726.9949;5945.3351;8913.1345;5224.2589;8727.0251;6927.7243;13853.4374;5221.8882;8728.2229;5226.9624;8729.0453
1841080.0;5243.8101;8724.395;5224.5277;8724.892;5220.2118;8723.4759;5223.8396;8720.4317;5224.0636;8723.5644;5946.0077;8909.7698;5224.0259;8723.5489;6925.1332;13852.1702;5221.8449;8724.6986;5226.7555;8725.5639
1841100.0;5243.0684;8721.0028;5224.2651;8721.4631;5220.1473;8720.0623;5223.714;8717.0768;5224.1211;8720.0853;5946.6699;8906.4001;5223.7603;8720.0747;6922.6974;13850.5824;5221.7459;8721.1758;5226.5172;8722.075
1841120.0;5242.2118;8717.6036;5223.9741;8718.0271;5220.0596;8716.6392;5223.5313;8713.7062;5224.1246;8716.6274;5947.3229;8903.0302;5223.4634;8716.6018;6920.4244;13848.709;5221.5941;8717.6526;5226.244;8718.5802
1841140.0;5241.2638;8714.1948;5223.6584;8714.579;5219.9411;8713.211;5223.295;8710.3166;5224.0346;8713.2524;5947.9637;8899.666;5223.1361;8713.1297;6918.3083;13846.5927;5221.3872;8714.1257;5225.9322;8715.0852
1841160.0;5240.2438;8710.7717;5223.322;8711.1143;5219.7845;8709.7809;5223.0113;8706.91;5223.8402;8709.975;5948.5854;8896.3099;5222.781;8709.657;6916.3362;13844.2777;5221.1205;8710.5907;5225.5785;8711.5954
1841180.0;5239.1656;8707.3303;5222.9654;8707.6323;5219.5845;8706.3503;5222.6845;8703.4915;5223.5564;8706.7637;5949.1802;8892.9592;5222.401;8706.183;6914.4947;13841.8019;5220.7927;8707.0453;5225.1822;8708.1111
1841200.0;5238.0397;8703.8681;5222.5844;8704.1381;5219.3361;8702.918;5222.3142;8700.066;5223.2043;8703.5739;5949.7448;8889.6086;5221.9971;8702.7086;6912.7731;13839.196;5220.4087;8703.4917;5224.7466;8704.6272
1841220.0;5236.8745;8700.3858;5222.1716;8700.6409;5219.0332;8699.4811;5221.8968;8696.6358;5222.8021;8700.3646;5950.2815;8886.2523;5221.568;8699.2348;6911.1668;13836.4826;5219.978;8699.9384;5224.2763;8701.139
1841240.0;5235.6779;8696.8868;5221.7205;8697.1487;5218.6677;8696.0357;5221.4288;8693.2003;5222.3708;8697.0989;5950.7956;8882.8872;5221.111;8695.7617;6909.6759;13833.681;5219.5107;8696.396;5223.7741;8697.6468
1841260.0;5234.4585;8693.3771;5221.2277;8693.6646;5218.2323;8692.58;5220.911;8689.758;5221.9335;8693.7527;5951.2912;8879.5142;5220.6241;8692.2903;6908.3047;13830.8089;5219.015;8692.8721;5223.2377;8694.1553
1841280.0;5233.2273;8689.8615;5220.693;8690.1867;5217.7224;8689.1171;5220.3477;8686.31;5221.5035;8690.3263;5951.7705;8876.1369;5220.1065;8688.8241;6907.0582;13827.8837;5218.4959;8689.3678;5222.6619;8690.6689
1841300.0;5231.998;8686.3414;5220.1192;8686.7134;5217.1366;8685.6542;5219.7458;8682.8622;5221.0708;8686.8476;5952.2356;8872.7565;5219.5576;8685.3674;6905.9415;13824.9192;5217.9564;8685.8768;5222.0431;8687.1867
1841320.0;5230.7858;8682.8141;5219.5103;8683.2467;5216.4766;8682.1985;5219.1125;8679.4221;5220.6114;8683.348;5952.6895;8869.3702;5218.9774;8681.9219;6904.9567;13821.9247;5217.3986;8682.3892;5221.3826;8683.7027
1841340.0;5229.6068;8679.274;5218.8695;8679.79;5215.7473;8678.7532;5218.4555;8675.9915;5220.0997;8679.8464;5953.1372;8865.9734;5218.366;8678.4851;6904.1025;13818.9063;5216.8231;8678.8959;5220.6841;8680.2103
1841360.0;5228.4776;8675.7159;5218.1982;8676.3442;5214.959;8675.3166;5217.7822;8672.5614;5219.5193;8676.3479;5953.5837;8862.5644;5217.7237;8675.0526;6903.3754;13815.87;5216.2279;8675.3941;5219.9515;8676.707
1841380.0;5227.4134;8672.1385;5217.4983;8672.9055;5214.1269;8671.8852;5217.0995;8669.117;5218.8669;8672.848;5954.0328;8859.1453;5217.0518;8671.6202;6902.7747;13812.822;5215.6095;8671.8865;5219.1893;8673.1948
1841400.0;5226.4245;8668.5442;5216.7744;8669.4664;5213.2683;8668.4558;5216.4123;8665.6494;5218.1514;8669.336;5954.4842;8855.72;5216.3526;8668.1834;6902.3073;13809.768;5214.9646;8668.3796;5218.4037;8669.6775
1841420.0;5225.5125;8664.9376;5216.0341;8666.0183;5212.3973;8665.0265;5215.7233;8662.1632;5217.3917;8665.793;5954.9327;8852.2913;5215.6298;8664.738;6901.9912;13806.7122;5214.292;8664.8792;5217.6022;8666.1594
1841440.0;5224.6692;8661.3209;5215.285;8662.5537;5211.5231;8661.5951;5215.0327;8658.6746;5216.6108;8662.2029;5955.3695;8848.8607;5214.8879;8661.2824;6901.8521;13803.658;5213.5926;8661.3878;5216.7913;8662.6446
1841460.0;5223.8795;8657.6946;5214.5324;8659.0695;5210.6516;8658.1585;5214.3374;8655.1987;5215.831;8658.5656;5955.7871;8845.4289;5214.1307;8657.8193;6901.9182;13800.6125;5212.8696;8657.9029;5215.9743;8659.1376
1841480.0;5223.1257;8654.0614;5213.779;8655.5687;5209.7874;8654.7132;5213.63;8651.7404;5215.0706;8654.905;5956.1821;8841.9963;5213.3618;8654.3553;6902.212;13797.5907;5212.1263;8654.4179;5215.1515;8655.6409
1841500.0;5222.391;8650.4291;5213.0256;8652.059;5208.9343;8651.2575;5212.9004;8648.2955;5214.3421;8651.2587;5956.5539;8838.5621;5212.5862;8650.8964;6902.7468;13794.6217;5211.3644;8650.9263;5214.3206;8652.1525
1841520.0;5221.6625;8646.8081;5212.272;8648.5489;5208.0936;8647.7944;5212.1397;8644.8606;5213.6466;8647.6552;5956.902;8835.1238;5211.8101;8647.4425;6903.5267;13791.7503;5210.5834;8647.4248;5213.4784;8648.6658
1841540.0;5220.9334;8643.203;5211.5168;8645.0462;5207.2634;8644.3305;5211.3431;8641.4378;5212.9732;8644.1003;5957.2233;8831.6774;5211.0387;8643.9885;6904.5517;13789.0342;5209.7822;8643.9144;5212.6226;8645.1753
1841560.0;5220.2002;8639.6088;5210.7576;8641.5547;5206.4392;8640.8715;5210.5097;8638.0303;5212.3037;8640.5824;5957.5132;8828.2205;5210.2743;8640.5285;6905.8223;13786.5343;5208.963;8640.3987;5211.7525;8641.681
1841580.0;5219.4579;8636.0155;5209.9907;8638.0736;5205.6149;8637.4177;5209.6418;8634.6354;5211.6188;8637.0878;5957.7673;8824.7543;5209.5157;8637.0613;6907.3397;13784.3038;5208.1326;8636.8818;5210.869;8638.1894
1841600.0;5218.6976;8632.4167;5209.2122;8634.599;5204.7847;8633.9638;5208.747;8631.244;5210.8996;8633.6098;5957.9831;8821.2827;5208.76;8633.5896;6909.0998;13782.3779;5207.3018;8633.3692;5209.9746;8634.709
1841620.0;5217.9094;8628.8131;5208.4195;8631.1286;5203.9441;8630.5049;5207.8376;8627.8483;5210.1276;8630.1471;5958.161;8817.8082;5208.0042;8630.1167;6911.0879;13780.7721;5206.48;8629.8678;5209.0737;8631.2448
1841640.0;5217.0868;8625.2108;5207.6116;8627.6639;5203.0912;8627.0409;5206.9271;8624.4474;5209.2846;8626.6981;5958.3034;8814.3296;5207.2449;8626.6439;6913.2752;13779.4863;5205.6717;8626.3844;5208.1727;8627.7962
1841660.0;5216.2268;8621.6164;5206.7883;8624.2098;5202.2277;8623.5778;5206.0245;8621.0469;5208.3562;8623.2618;5958.412;8810.8442;5206.478;8623.1726;6915.6232;13778.5139;5204.8739;8622.9234;5207.2782;8624.3586
1841680.0;5215.3279;8618.0327;5205.9488;8620.771;5201.357;8620.1222;5205.132;8617.6515;5207.3373;8619.8418;5958.4857;8807.3529;5205.6995;8619.7073;6918.0889;13777.8467;5204.0791;8619.4858;5206.3941;8620.927
1841700.0;5214.387;8614.4578;5205.0916;8617.3499;5200.4823;8616.6769;5204.2471;8614.2594;5206.2389;8616.4477;5958.5231;8803.8606;5204.9066;8616.2536;6920.6317;13777.4763;5203.2792;8616.0703;5205.5215;8617.4979
1841720.0;5213.399;8610.8874;5204.2147;8613.9458;5199.6046;8613.2407;5203.3664;8610.8613;5205.0914;8613.0884;5958.5257;8800.3725;5204.0981;8612.8157;6923.2151;13777.3897;5202.4689;8612.6753;5204.6584;8614.0697
1841740.0;5212.3589;8607.3198;5203.3145;8610.5548;5198.7219;8609.8101;5202.4875;8607.4462;5203.9345;8609.7656;5958.4987;8796.8886;5203.2724;8609.3949;6925.8067;13777.5704;5201.6451;8609.2972;5203.7983;8610.6421
1841760.0;5211.2638;8603.7585;5202.3864;8607.1723;5197.8303;8606.3827;5201.6092;8604.0095;5202.7982;8606.4739;5958.4491;8793.4043;5202.4264;8605.9894;6928.3757;13778.0022;5200.8068;8605.9288;5202.9307;8607.2159
1841780.0;5210.1122;8600.2101;5201.4265;8603.7971;5196.9264;8602.9572;5200.7309;8600.5562;5201.6924;8603.205;5958.3824;8789.9147;5201.5551;8602.5954;6930.891;13778.6769;5199.954;8602.56;5202.0428;8603.793
1841800.0;5208.9025;8596.6797;5200.4318;8600.4338;5196.0088;8599.5325;5199.852;8597.0978;5200.6143;8599.9501;5958.303;8786.4207;5200.6524;8599.2089;6933.3232;13779.5942;5199.088;8599.1816;5201.1247;8600.3771
1841820.0;5207.6309;8593.1704;5199.3988;8597.0893;5195.0798;8596.1079;5198.971;8593.6461;5199.5599;8596.6974;5958.2151;8782.9292;5199.7124;8595.8282;6935.6502;13780.7557;5198.2088;8595.7906;5200.1723;8596.9727
1841840.0;5206.2937;8589.683;5198.3239;8593.7665;5194.1434;8592.6824;5198.0845;8590.2082;5198.5278;8593.4341;5958.1232;8779.4489;5198.7306;8592.4564;6937.8626;13782.1525;5197.3123;8592.3917;5199.1861;8593.5833
1841860.0;5204.892;8586.2165;5197.2064;8590.4613;5193.2031;8589.255;5197.1858;8586.786;5197.5137;8590.1539;5958.0303;8775.9847;5197.7053;8589.098;6939.9664;13783.7559;5196.3878;8588.995;5198.1676;8590.2087
1841880.0;5203.4338;8582.7664;5196.0506;8587.1661;5192.2597;8585.8246;5196.2651;8583.3774;5196.5054;8586.8612;5957.9379;8772.5361;5196.6387;8585.756;6941.9823;13785.5155;5195.4208;8585.6108;5197.1166;8586.8441
1841900.0;5201.9314;8579.3255;5194.8641;8583.8742;5191.3116;8582.3894;5195.3117;8579.9777;5195.4841;8583.5669;5957.8482;8769.0984;5195.5364;8582.4306;6943.944;13787.3668;5194.399;8582.2459;5196.0318;8583.4831
1841920.0;5200.3977;8575.8854;5193.6543;8580.5828;5190.3541;8578.9475;5194.3172;8576.5817;5194.4294;8580.2804;5957.7661;8765.6668;5194.4062;8579.1191;6945.8935;13789.243;5193.3168;8578.9022;5194.911;8580.1237
1841940.0;5198.8457;8572.4388;5192.4268;8577.2896;5189.3809;8575.5003;5193.2775;8573.1861;5193.3227;8577.0081;5957.6984;8762.2377;5193.2566;8575.8168;6947.8737;13791.0855;5192.1759;8575.5793;5193.7502;8576.7719
1841960.0;5197.2886;8568.9821;5191.1861;8573.991;5188.3857;8572.055;5192.1929;8569.7912;5192.1481;8573.7558;5957.6503;8758.8094;5192.0937;8572.5165;6949.9196;13792.8479;5190.982;8572.2771;5192.5434;8573.4388
1841980.0;5195.7366;8565.516;5189.9356;8570.6838;5187.3632;8568.6216;5191.0641;8566.4012;5190.8959;8570.5289;5957.6243;8755.3813;5190.9183;8569.2124;6952.0535;13794.4948;5189.7418;8568.995;5191.2861;8570.1328
