Time(sentisec);X_A(m);Y_A(m);X_F(m);Y_F(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_K(m);Y_K(m);X_L(m);Y_L(m)
6117020.0;2997.994;1855.8267;2999.5548;1856.8248;2993.0499;1854.4158;3016.5795;1827.3789;2997.9038;1857.5714;2997.5851;1857.2971;2991.1301;1855.1583;2983.2951;1860.4918
6117040.0;2997.9898;1855.8017;2999.5772;1856.8248;2993.0407;1854.4158;3016.5853;1827.354;2997.8958;1857.58;2997.6146;1857.3356;2991.1418;1855.157;2983.3814;1860.4028
6117060.0;2997.9967;1855.7773;2999.6033;1856.8248;2993.043;1854.4158;3016.5875;1827.3234;2997.8878;1857.5833;2997.645;1857.3659;2991.1605;1855.1559;2983.4759;1860.3187
6117080.0;2998.0093;1855.7563;2999.6288;1856.8248;2993.0575;1854.4158;3016.5882;1827.2875;2997.8754;1857.5843;2997.676;1857.3848;2991.1842;1855.1529;2983.5741;1860.2379
6117100.0;2998.0257;1855.7404;2999.6521;1856.8252;2993.0786;1854.4158;3016.5883;1827.2515;2997.8566;1857.5845;2997.7077;1857.3942;2991.2084;1855.1453;2983.6712;1860.1541
6117120.0;2998.0501;1855.7263;2999.6755;1856.8268;2993.0974;1854.4158;3016.5883;1827.2206;2997.8331;1857.5843;2997.74;1857.3978;2991.2295;1855.1296;2983.7658;1860.0591
6117140.0;2998.0918;1855.7055;2999.701;1856.8318;2993.1075;1854.4158;3016.5883;1827.1949;2997.8095;1857.5833;2997.7733;1857.399;2991.2476;1855.1038;2983.8592;1859.9509
6117160.0;2998.1591;1855.6668;2999.7271;1856.8438;2993.1086;1854.4158;3016.5883;1827.1689;2997.7908;1857.58;2997.8095;1857.3992;2991.2673;1855.0691;2983.9505;1859.8387
6117180.0;2998.254;1855.6028;2999.7498;1856.8662;2993.1054;1854.4154;3016.5883;1827.1369;2997.7792;1857.5714;2997.8506;1857.3992;2991.2939;1855.0292;2984.0367;1859.7385
6117200.0;2998.369;1855.5134;2999.7661;1856.8989;2993.1046;1854.4138;3016.5883;1827.0974;2997.7734;1857.5542;2997.8958;1857.3992;2991.3298;1854.9872;2984.1155;1859.6618
6117220.0;2998.4895;1855.4065;2999.7776;1856.9359;2993.1112;1854.4088;3016.5883;1827.053;2997.7712;1857.5267;2997.941;1857.3992;2991.3722;1854.9442;2984.1873;1859.6107
6117240.0;2998.5997;1855.2943;2999.7891;1856.9686;2993.1263;1854.3972;3016.5885;1827.0065;2997.7705;1857.4918;2997.9821;1857.3992;2991.4144;1854.9017;2984.254;1859.5813
6117260.0;2998.6879;1855.1879;2999.8054;1856.991;2993.1485;1854.3764;3016.5892;1826.959;2997.7703;1857.457;2998.0183;1857.399;2991.4497;1854.8639;2984.3163;1859.5694
6117280.0;2998.7491;1855.0952;2999.8278;1857.0032;2993.1754;1854.3487;3016.5914;1826.9122;2997.7702;1857.4295;2998.0516;1857.3978;2991.4741;1854.8354;2984.3737;1859.57
6117300.0;2998.7858;1855.0186;2999.8528;1857.0092;2993.2027;1854.3237;3016.5972;1826.8706;2997.7695;1857.4122;2998.0838;1857.3942;2991.488;1854.818;2984.4261;1859.5744
6117320.0;2998.8087;1854.9548;2999.8749;1857.0142;2993.2256;1854.3135;3016.6088;1826.839;2997.7673;1857.4037;2998.1156;1857.3848;2991.4943;1854.8095;2984.4757;1859.5714
6117340.0;2998.8333;1854.8982;2999.8901;1857.0231;2993.2411;1854.3241;3016.6275;1826.8189;2997.7615;1857.4004;2998.1467;1857.3661;2991.496;1854.8062;2984.5276;1859.551
6117360.0;2998.873;1854.8441;2999.8983;1857.0403;2993.2492;1854.3507;3016.6509;1826.8062;2997.7498;1857.3994;2998.1778;1857.3369;2991.4945;1854.8052;2984.587;1859.5093
6117380.0;2998.9312;1854.79;2999.9017;1857.0679;2993.2526;1854.3834;3016.6738;1826.794;2997.7312;1857.3992;2998.2096;1857.302;2991.4888;1854.805;2984.658;1859.4483
6117400.0;2998.9993;1854.736;2999.9029;1857.1027;2993.2537;1854.4171;3016.6902;1826.7757;2997.7075;1857.3992;2998.2418;1857.272;2991.4772;1854.8047;2984.7432;1859.3747
6117420.0;2999.0645;1854.6848;2999.9039;1857.1375;2993.254;1854.4545;3016.6961;1826.7479;2997.6832;1857.3992;2998.2751;1857.2572;2991.4585;1854.8036;2984.8449;1859.2965
6117440.0;2999.1191;1854.6389;2999.9061;1857.1655;2993.254;1854.5027;3016.6902;1826.7129;2997.6623;1857.3992;2998.3113;1857.2603;2991.4349;1854.8;2984.9671;1859.222
6117460.0;2999.1658;1854.5962;2999.9119;1857.1845;2993.2537;1854.5666;3016.6738;1826.6771;2997.6449;1857.3992;2998.3523;1857.274;2991.4114;1854.7906;2985.1149;1859.1576
6117480.0;2999.2129;1854.5483;2999.9235;1857.1986;2993.2526;1854.6464;3016.6509;1826.6466;2997.6275;1857.3992;2998.3968;1857.2877;2991.3927;1854.7716;2985.2943;1859.1062
6117500.0;2999.2689;1854.4877;2999.9425;1857.2151;2993.2492;1854.7357;3016.6275;1826.6217;2997.6066;1857.3992;2998.4398;1857.2975;2991.3811;1854.7413;2985.5101;1859.0636
6117520.0;2999.336;1854.4163;2999.9671;1857.2412;2993.2414;1854.8204;3016.6088;1826.5977;2997.5823;1857.3992;2998.4759;1857.3082;2991.3753;1854.703;2985.7635;1859.0222
6117540.0;2999.4109;1854.3466;2999.9941;1857.279;2993.227;1854.882;3016.5972;1826.5696;2997.5586;1857.3992;2998.5026;1857.3256;2991.373;1854.6647;2986.0478;1858.9782
6117560.0;2999.485;1854.2931;3000.0209;1857.3247;2993.2075;1854.9083;3016.5914;1826.5372;2997.5399;1857.3992;2998.5222;1857.3486;2991.3724;1854.6344;2986.3486;1858.9371
6117580.0;2999.5507;1854.2637;3000.048;1857.373;2993.1883;1854.9013;3016.5892;1826.5057;2997.5283;1857.3992;2998.5405;1857.3707;2991.3722;1854.6155;2986.6483;1858.9081
6117600.0;2999.6059;1854.2591;3000.077;1857.4216;2993.1766;1854.8752;3016.5885;1826.4809;2997.5225;1857.3994;2998.5622;1857.3862;2991.3722;1854.6061;2986.9304;1858.8943
6117620.0;2999.6563;1854.2761;3000.1077;1857.4719;2993.1768;1854.8472;3016.5883;1826.4654;2997.5203;1857.4004;2998.5887;1857.3944;2991.3722;1854.6025;2987.1834;1858.8921
6117640.0;2999.7106;1854.3105;3000.1386;1857.5253;2993.1879;1854.829;3016.5883;1826.4575;2997.5196;1857.4037;2998.6182;1857.3978;2991.3722;1854.6013;2987.3994;1858.899
6117660.0;2999.7738;1854.3557;3000.1694;1857.5799;2993.2073;1854.824;3016.5883;1826.4535;2997.5194;1857.4122;2998.6486;1857.399;2991.3722;1854.6011;2987.5751;1858.9174
6117680.0;2999.8421;1854.4034;3000.2008;1857.6322;2993.2336;1854.8294;3016.5883;1826.4493;2997.5194;1857.4295;2998.6797;1857.3992;2991.3721;1854.6011;2987.7139;1858.9481
6117700.0;2999.9064;1854.4464;3000.2326;1857.6775;2993.2669;1854.838;3016.5883;1826.4406;2997.5194;1857.457;2998.7112;1857.3992;2991.3714;1854.6011;2987.8277;1858.9845
6117720.0;2999.9581;1854.4798;3000.2642;1857.7119;2993.3079;1854.842;3016.5883;1826.4234;2997.5194;1857.4918;2998.7428;1857.3992;2991.3691;1854.6011;2987.9339;1859.0136
6117740.0;2999.9934;1854.4995;3000.296;1857.7341;2993.3554;1854.8376;3016.5883;1826.3958;2997.5194;1857.5267;2998.7738;1857.3992;2991.3634;1854.6011;2988.0481;1859.023
6117760.0;3000.0137;1854.5005;3000.3296;1857.747;2993.4066;1854.8274;3016.5883;1826.361;2997.5193;1857.5542;2998.8043;1857.3992;2991.3517;1854.6011;2988.1773;1859.0065
6117780.0;3000.0232;1854.4788;3000.3662;1857.7565;2993.4595;1854.817;3016.5883;1826.3262;2997.5186;1857.5714;2998.8338;1857.3992;2991.3331;1854.6011;2988.3179;1858.9637
6117800.0;3000.0255;1854.4365;3000.4047;1857.7699;2993.5147;1854.81;3016.5883;1826.2986;2997.5164;1857.5801;2998.8603;1857.3992;2991.3095;1854.6009;2988.4607;1858.9009
6117820.0;3000.0221;1854.3848;3000.443;1857.7928;2993.5754;1854.8066;3016.5883;1826.2814;2997.5106;1857.5844;2998.8819;1857.3992;2991.2859;1854.5999;2988.5972;1858.8282
6117840.0;3000.0111;1854.3416;3000.4784;1857.8254;2993.6444;1854.8054;3016.5882;1826.2727;2997.4989;1857.5884;2998.8994;1857.3992;2991.2671;1854.5966;2988.7226;1858.7553
6117860.0;2999.9889;1854.3222;3000.5097;1857.8629;2993.7222;1854.805;3016.5875;1826.2682;2997.4803;1857.5962;2998.9168;1857.3992;2991.2548;1854.5881;2988.8359;1858.6876
6117880.0;2999.955;1854.3328;3000.5376;1857.8973;2993.8071;1854.805;3016.5853;1826.2636;2997.4567;1857.6117;2998.9377;1857.3992;2991.2468;1854.5708;2988.9394;1858.6249
6117900.0;2999.9159;1854.3678;3000.5647;1857.9253;2993.8965;1854.805;3016.5795;1826.254;2997.4331;1857.6365;2998.962;1857.3992;2991.2388;1854.5433;2989.0382;1858.5641
6117920.0;2999.884;1854.4158;3000.5917;1857.9505;2993.9857;1854.805;3016.5678;1826.235;2997.4145;1857.6679;2998.9857;1857.3992;2991.2264;1854.5083;2989.1376;1858.5018
6117940.0;2999.8688;1854.4643;3000.6166;1857.9802;2994.0688;1854.805;3016.5492;1826.2047;2997.4028;1857.6992;2999.0044;1857.3992;2991.2076;1854.4724;2989.2388;1858.4354
6117960.0;2999.8705;1854.5009;3000.6366;1858.0177;2994.1411;1854.805;3016.5255;1826.1664;2997.3969;1857.724;2999.016;1857.3992;2991.1839;1854.4416;2989.3383;1858.3647
6117980.0;2999.8808;1854.5165;3000.6517;1858.0592;2994.2013;1854.805;3016.5012;1826.1281;2997.394;1857.7395;2999.0218;1857.399;2991.1596;1854.4158;2989.4314;1858.2953
6118000.0;2999.8907;1854.5095;3000.6656;1858.0968;2994.2512;1854.805;3016.4803;1826.0976;2997.391;1857.7472;2999.024;1857.3978;2991.1387;1854.3901;2989.5154;1858.236
6118020.0;2999.8952;1854.49;3000.683;1858.1265;2994.2933;1854.805;3016.4629;1826.0776;2997.3851;1857.7502;2999.0247;1857.3942;2991.1213;1854.3592;2989.5905;1858.196
6118040.0;2999.8937;1854.4743;3000.7058;1858.1517;2994.3278;1854.805;3016.4453;1826.065;2997.3735;1857.7511;2999.0249;1857.3848;2991.1037;1854.3232;2989.6584;1858.1805
6118060.0;2999.8884;1854.476;3000.731;1858.1797;2994.3536;1854.805;3016.4237;1826.0528;2997.3548;1857.7513;2999.0249;1857.3659;2991.0822;1854.2872;2989.7208;1858.1894
6118080.0;2999.8839;1854.4972;3000.7531;1858.2145;2994.3699;1854.805;3016.3972;1826.0345;2997.3313;1857.7513;2999.0249;1857.3356;2991.0556;1854.2567;2989.7803;1858.2166
6118100.0;2999.886;1854.5304;3000.7683;1858.2536;2994.3783;1854.805;3016.3677;1826.0067;2997.3077;1857.7513;2999.0249;1857.2973;2991.0262;1854.2318;2989.8395;1858.2516
6118120.0;2999.8984;1854.565;3000.7764;1858.2912;2994.3817;1854.805;3016.3373;1825.9717;2997.289;1857.7513;2999.0249;1857.259;2990.9957;1854.2078;2989.8998;1858.2826
6118140.0;2999.9182;1854.5964;3000.7798;1858.3257;2994.3834;1854.8045;3016.3063;1825.9359;2997.2774;1857.7513;2999.0249;1857.2287;2990.9647;1854.1797;2989.9614;1858.3016
6118160.0;2999.9373;1854.6274;3000.7812;1858.3602;2994.3859;1854.8027;3016.2746;1825.9054;2997.2716;1857.7513;2999.0249;1857.2097;2990.9331;1854.1473;2990.0237;1858.3066
6118180.0;2999.9476;1854.6627;3000.7826;1858.3978;2994.3926;1854.7972;3016.2423;1825.8805;2997.2694;1857.7513;2999.0249;1857.2003;2990.9015;1854.1158;2990.0861;1858.3016
6118200.0;2999.9472;1854.7028;3000.786;1858.4364;2994.4089;1854.7836;3016.209;1825.8565;2997.2687;1857.7513;2999.0249;1857.1967;2990.8705;1854.091;2990.1479;1858.2947
6118220.0;2999.9419;1854.7426;3000.7941;1858.4695;2994.4393;1854.7573;3016.1728;1825.8284;2997.2685;1857.7513;2999.0249;1857.1956;2990.8401;1854.0755;2990.2081;1858.2961
6118240.0;2999.941;1854.7762;3000.8093;1858.4919;2994.4835;1854.7163;3016.1317;1825.7958;2997.2685;1857.7513;2999.0249;1857.1954;2990.8108;1854.0678;2990.265;1858.3143
6118260.0;2999.9502;1854.8036;3000.8314;1858.5043;2994.5333;1854.6632;3016.0865;1825.7633;2997.2685;1857.7513;2999.0249;1857.1954;2990.7849;1854.0648;2990.317;1858.3531
6118280.0;2999.9687;1854.8302;3000.8565;1858.5108;2994.5764;1854.6032;3016.0414;1825.7352;2997.2687;1857.7513;2999.0249;1857.1954;2990.7656;1854.0639;2990.3635;1858.412
6118300.0;2999.9902;1854.8614;3000.8786;1858.5169;2994.6034;1854.5409;3016.0002;1825.7111;2997.2694;1857.7513;2999.025;1857.1954;2990.7538;1854.0637;2990.4048;1858.4883
6118320.0;3000.0081;1854.8974;3000.8938;1858.5282;2994.6116;1854.4787;3015.964;1825.6863;2997.2716;1857.7513;2999.0257;1857.1954;2990.748;1854.0637;2990.4402;1858.5761
6118340.0;3000.0197;1854.9324;3000.9019;1858.5484;2994.6032;1854.4181;3015.9308;1825.6557;2997.2774;1857.7513;2999.0279;1857.1954;2990.7458;1854.0637;2990.4693;1858.6657
6118360.0;3000.0254;1854.96;3000.9053;1858.5779;2994.583;1854.3608;3015.8985;1825.62;2997.289;1857.7513;2999.0337;1857.1954;2990.7451;1854.0637;2990.494;1858.7441
6118380.0;3000.0277;1854.9774;3000.9064;1858.6123;2994.5574;1854.3099;3015.8668;1825.585;2997.3077;1857.7513;2999.0454;1857.1954;2990.745;1854.0637;2990.5187;1858.7996
6118400.0;3000.0284;1854.9868;3000.9067;1858.645;2994.5322;1854.2677;3015.8356;1825.5574;2997.3313;1857.7513;2999.064;1857.1954;2990.745;1854.0637;2990.5479;1858.8259
6118420.0;3000.0282;1854.9931;3000.9067;1858.6737;2994.5099;1854.2328;3015.8045;1825.5402;2997.3548;1857.7513;2999.0876;1857.1954;2990.745;1854.0637;2990.5833;1858.8193
6118440.0;3000.0268;1855.0022;3000.9069;1858.7017;2994.4897;1854.2002;3015.7729;1825.5317;2997.3735;1857.7513;2999.1112;1857.1954;2990.745;1854.0637;2990.6243;1858.7737
6118460.0;3000.0223;1855.0195;3000.908;1858.7338;2994.471;1854.1658;3015.7413;1825.5284;2997.3851;1857.7513;2999.1298;1857.1954;2990.745;1854.0637;2990.67;1858.6825
6118480.0;3000.0108;1855.0493;3000.9114;1858.7701;2994.4557;1854.1309;3015.7102;1825.5273;2997.391;1857.7513;2999.1415;1857.1954;2990.745;1854.0637;2990.7195;1858.5465
6118500.0;2999.9879;1855.0927;3000.9197;1858.8055;2994.4446;1854.1011;3015.679;1825.5271;2997.394;1857.7513;2999.1472;1857.1956;2990.745;1854.0637;2990.7707;1858.3805
6118520.0;2999.9527;1855.1465;3000.9356;1858.8341;2994.4333;1854.0809;3015.6474;1825.5271;2997.3969;1857.7515;2999.1495;1857.1967;2990.745;1854.0637;2990.8213;1858.208
6118540.0;2999.9123;1855.2037;3000.9599;1858.855;2994.4158;1854.0701;3015.6159;1825.5271;2997.4028;1857.7525;2999.1502;1857.2003;2990.745;1854.0637;2990.8704;1858.048
6118560.0;2999.8824;1855.2552;3000.991;1858.8729;2994.3918;1854.0656;3015.5847;1825.5271;2997.4146;1857.7558;2999.1503;1857.2097;2990.745;1854.0639;2990.9192;1857.9063
6118580.0;2999.8801;1855.2926;3001.0259;1858.8956;2994.3695;1854.0641;3015.5536;1825.5271;2997.434;1857.7643;2999.1503;1857.2287;2990.745;1854.0648;2990.9687;1857.7789
6118600.0;2999.9127;1855.3112;3001.0631;1858.9285;2994.3566;1854.0637;3015.522;1825.5271;2997.4598;1857.7815;2999.1503;1857.259;2990.745;1854.0678;2991.0166;1857.662
6118620.0;2999.9719;1855.3119;3001.103;1858.972;2994.3529;1854.0637;3015.4904;1825.5271;2997.4891;1857.8091;2999.1503;1857.2973;2990.745;1854.0755;2991.0579;1857.5591
6118640.0;3000.0382;1855.3015;3001.1451;1859.0224;2994.3522;1854.0637;3015.4593;1825.5271;2997.5194;1857.8439;2999.1503;1857.3356;2990.745;1854.091;2991.0887;1857.4753
6118660.0;3000.0927;1855.2908;3001.187;1859.0755;2994.349;1854.0637;3015.4281;1825.5271;2997.5497;1857.8787;2999.1502;1857.3659;2990.745;1854.1158;2991.1084;1857.407
6118680.0;3000.1274;1855.289;3001.224;1859.1285;2994.3422;1854.0637;3015.3964;1825.5271;2997.5792;1857.9063;2999.1495;1857.3848;2990.7451;1854.1473;2991.121;1857.3398
6118700.0;3000.1447;1855.2985;3001.2521;1859.1794;2994.3312;1854.0637;3015.3641;1825.5271;2997.6057;1857.9235;2999.1472;1857.3942;2990.7458;1854.1797;2991.1331;1857.2561
6118720.0;3000.1515;1855.3139;3001.2707;1859.2265;2994.3145;1854.0639;3015.3309;1825.5271;2997.6273;1857.932;2999.1415;1857.3978;2990.748;1854.2078;2991.1505;1857.1494
6118740.0;3000.1535;1855.3278;3001.2826;1859.2703;2994.2909;1854.0648;3015.2947;1825.5271;2997.6449;1857.9353;2999.1298;1857.399;2990.7538;1854.2318;2991.1763;1857.0292
6118760.0;3000.1538;1855.3367;3001.2932;1859.3119;2994.2619;1854.0678;3015.2535;1825.5273;2997.6623;1857.9364;2999.1112;1857.3992;2990.7656;1854.2567;2991.2095;1856.9148
6118780.0;3000.1531;1855.3418;3001.3061;1859.3502;2994.2303;1854.0755;3015.2084;1825.5284;2997.6832;1857.9366;2999.0876;1857.3992;2990.7849;1854.2872;2991.2468;1856.822
6118800.0;3000.1509;1855.3469;3001.3203;1859.3812;2994.1994;1854.091;3015.163;1825.5317;2997.7075;1857.9368;2999.064;1857.3992;2990.8108;1854.3232;2991.2843;1856.7545
6118820.0;3000.1451;1855.3567;3001.3302;1859.4022;2994.1727;1854.1158;3015.1212;1825.5402;2997.7312;1857.9379;2999.0452;1857.3992;2990.8401;1854.3592;2991.3186;1856.7048
6118840.0;3000.1335;1855.3756;3001.3299;1859.4147;2994.153;1854.1471;3015.0829;1825.5574;2997.75;1857.9416;2999.0329;1857.3992;2990.8704;1854.3901;2991.3475;1856.6597
6118860.0;3000.1148;1855.4061;3001.319;1859.4242;2994.141;1854.1785;3015.0446;1825.585;2997.7623;1857.9509;2999.0249;1857.3994;2990.9007;1854.4158;2991.3719;1856.6065
6118880.0;3000.0912;1855.4455;3001.3016;1859.4377;2994.1354;1854.2033;3015.0029;1825.6198;2997.7703;1857.9699;2999.0169;1857.4004;2990.9302;1854.4418;2991.3955;1856.5356
6118900.0;3000.0678;1855.4871;3001.2817;1859.4605;2994.1338;1854.2188;3014.9583;1825.6546;2997.7783;1858.0002;2999.0045;1857.4037;2990.9567;1854.4738;2991.421;1856.4454
6118920.0;3000.0498;1855.5259;3001.2594;1859.4931;2994.1353;1854.2264;3014.9152;1825.6822;2997.7907;1858.0385;2998.9857;1857.4122;2990.9783;1854.5133;2991.4472;1856.3424
6118940.0;3000.0407;1855.5619;3001.2342;1859.5301;2994.1402;1854.2294;3014.8791;1825.6994;2997.8095;1858.0768;2998.962;1857.4295;2990.9959;1854.5576;2991.4699;1856.2348
6118960.0;3000.0421;1855.5978;3001.2081;1859.5628;2994.1496;1854.2303;3014.8525;1825.7079;2997.8332;1858.1073;2998.9377;1857.457;2991.0133;1854.6041;2991.4861;1856.1268
6118980.0;3000.0563;1855.6333;3001.1857;1859.5852;2994.1625;1854.2305;3014.8328;1825.7112;2997.8575;1858.1273;2998.9168;1857.492;2991.0342;1854.6517;2991.4974;1856.0173
6119000.0;3000.087;1855.6624;3001.1705;1859.5972;2994.1746;1854.2305;3014.8146;1825.7122;2997.8784;1858.1399;2998.8994;1857.5278;2991.0584;1854.6985;2991.5081;1855.9043
6119020.0;3000.1378;1855.678;3001.1623;1859.6023;2994.1802;1854.2305;3014.7928;1825.7124;2997.8958;1858.1521;2998.882;1857.5583;2991.0822;1854.7401;2991.5221;1855.7876
6119040.0;3000.2091;1855.6796;3001.159;1859.6039;2994.1774;1854.2305;3014.7663;1825.7124;2997.9134;1858.1705;2998.8611;1857.5832;2991.1008;1854.7714;2991.5397;1855.6703
6119060.0;3000.2958;1855.6758;3001.1579;1859.6043;2994.1705;1854.2305;3014.7369;1825.7124;2997.9349;1858.1982;2998.8368;1857.6074;2991.1125;1854.7906;2991.5577;1855.5575
6119080.0;3000.3881;1855.6773;3001.1576;1859.6043;2994.167;1854.2305;3014.7064;1825.7126;2997.9615;1858.2331;2998.8131;1857.6365;2991.1182;1854.8;2991.5729;1855.4552
6119100.0;3000.4738;1855.6894;3001.1576;1859.6043;2994.1704;1854.2307;3014.6754;1825.7135;2997.9909;1858.2679;2998.7945;1857.6722;2991.1205;1854.8036;2991.5852;1855.3684
6119120.0;3000.5417;1855.7101;3001.1576;1859.6043;2994.1765;1854.2317;3014.6438;1825.7165;2998.0214;1858.2952;2998.7828;1857.7123;2991.1213;1854.8047;2991.5965;1855.2982
6119140.0;3000.5844;1855.7362;3001.1576;1859.6043;2994.1771;1854.2351;3014.6122;1825.7242;2998.0524;1858.3114;2998.777;1857.7545;2991.1221;1854.805;2991.6079;1855.246
6119160.0;3000.5999;1855.7682;3001.1573;1859.6043;2994.1654;1854.2436;3014.5812;1825.7397;2998.084;1858.3168;2998.7748;1857.7987;2991.1244;1854.8052;2991.6195;1855.2132
6119180.0;3000.592;1855.8079;3001.1562;1859.6043;2994.1406;1854.2612;3014.5508;1825.7645;2998.1156;1858.3127;2998.774;1857.8448;2991.1301;1854.8062;2991.6329;1855.199
6119200.0;3000.5683;1855.854;3001.1528;1859.6043;2994.1054;1854.2904;3014.5213;1825.7958;2998.1467;1858.2998;2998.7731;1857.892;2991.1418;1854.8095;2991.6515;1855.1967
6119220.0;3000.5368;1855.9027;3001.1447;1859.6041;2994.0629;1854.3302;3014.4948;1825.8272;2998.1778;1858.2809;2998.7709;1857.9396;2991.1605;1854.818;2991.6781;1855.1961
6119240.0;3000.5023;1855.951;3001.1295;1859.6031;2994.0146;1854.377;3014.4731;1825.8522;2998.2096;1858.2633;2998.7651;1857.9883;2991.184;1854.8352;2991.7127;1855.1905
6119260.0;3000.4662;1855.9976;3001.1074;1859.5997;2993.9602;1854.427;3014.4548;1825.8687;2998.2418;1858.256;2998.7535;1858.0385;2991.2076;1854.8628;2991.7533;1855.1815
6119280.0;3000.4277;1856.0425;3001.0823;1859.5912;2993.8995;1854.4774;3014.435;1825.8797;2998.2752;1858.2633;2998.7348;1858.0886;2991.2264;1854.8976;2991.7991;1855.1757
6119300.0;3000.3846;1856.0862;3001.0601;1859.574;2993.8344;1854.5247;3014.4076;1825.8912;2998.3121;1858.2809;2998.7112;1858.1374;2991.2388;1854.9324;2991.8488;1855.1791
6119320.0;3000.3354;1856.1296;3001.0442;1859.5465;2993.7709;1854.5661;3014.3695;1825.9093;2998.3554;1858.3;2998.6877;1858.1851;2991.2468;1854.96;2991.9012;1855.1931
6119340.0;3000.2823;1856.1723;3001.0338;1859.5116;2993.7186;1854.6028;3014.3213;1825.937;2998.4056;1858.3139;2998.6689;1858.2326;2991.2548;1854.9772;2991.9552;1855.2122
6119360.0;3000.2322;1856.2113;3001.0247;1859.4768;2993.6873;1854.6397;3014.2673;1825.9721;2998.4602;1858.3212;2998.6565;1858.2796;2991.2673;1854.9857;2992.0127;1855.2248
6119380.0;3000.192;1856.2434;3001.0119;1859.4493;2993.6826;1854.6806;3014.2127;1826.008;2998.5142;1858.3233;2998.6485;1858.3257;2991.2867;1854.989;2992.0781;1855.2203
6119400.0;3000.1628;1856.2701;3000.993;1859.432;2993.7047;1854.7234;3014.1624;1826.0392;2998.5624;1858.321;2998.6405;1858.3716;2991.3126;1854.99;2992.1544;1855.1946
6119420.0;3000.1399;1856.2976;3000.9691;1859.4232;2993.7499;1854.7613;3014.1184;1826.0658;2998.6005;1858.3127;2998.6282;1858.4181;2991.3419;1854.9903;2992.24;1855.1521
6119440.0;3000.1181;1856.3312;3000.9444;1859.4184;2993.8125;1854.791;3014.0794;1826.0933;2998.6279;1858.2954;2998.6094;1858.4649;2991.3722;1854.99;2992.3304;1855.1003
6119460.0;3000.0975;1856.3706;3000.9224;1859.4129;2993.8861;1854.8163;3014.041;1826.1269;2998.6477;1858.2679;2998.5858;1858.5123;2991.4025;1854.989;2992.4229;1855.0441
6119480.0;3000.0845;1856.4091;3000.9023;1859.4014;2993.9644;1854.8442;3013.9993;1826.1662;2998.6658;1858.2331;2998.5622;1858.563;2991.4319;1854.9857;2992.5165;1854.9855
6119500.0;3000.0869;1856.4394;3000.8803;1859.3796;2994.0413;1854.8787;3013.9546;1826.2047;2998.6868;1858.1982;2998.5436;1858.6204;2991.4577;1854.9772;2992.6102;1854.9218
6119520.0;3000.1068;1856.4583;3000.8525;1859.3452;2994.1095;1854.9165;3013.9116;1826.2353;2998.7112;1858.1707;2998.5319;1858.6837;2991.4772;1854.9598;2992.702;1854.8471
6119540.0;3000.1365;1856.4677;3000.8187;1859.2999;2994.1603;1854.9506;3013.8755;1826.2552;2998.7356;1858.1534;2998.5261;1858.748;2991.4897;1854.9311;2992.7909;1854.7473
6119560.0;3000.1628;1856.4713;3000.7812;1859.2481;2994.1869;1854.9775;3013.8489;1826.2679;2998.7565;1858.1449;2998.5239;1858.8079;2991.4975;1854.8926;2992.8778;1854.6017
6119580.0;3000.1758;1856.4724;3000.7439;1859.1952;2994.1895;1855.0004;3013.8292;1826.2801;2998.774;1858.1416;2998.5231;1858.8622;2991.5048;1854.8484;2992.965;1854.3951
6119600.0;3000.1754;1856.4727;3000.7107;1859.1472;2994.176;1855.0256;3013.8111;1826.2984;2998.7914;1858.1406;2998.5222;1858.9138;2991.515;1854.8017;2993.055;1854.1355
6119620.0;3000.1683;1856.4727;3000.6852;1859.1089;2994.1572;1855.0566;3013.79;1826.3262;2998.8123;1858.1404;2998.52;1858.965;2991.528;1854.7532;2993.1491;1853.8597
6119640.0;3000.1611;1856.4727;3000.6688;1859.0813;2994.14;1855.0903;3013.7658;1826.3612;2998.8367;1858.1404;2998.5142;1859.0162;2991.5399;1854.703;2993.2459;1853.6158
6119660.0;3000.1567;1856.4724;3000.6597;1859.0596;2994.1241;1855.1197;3013.7421;1826.3969;2998.8611;1858.1404;2998.5026;1859.0678;2991.5448;1854.6529;2993.342;1853.4358
6119680.0;3000.1548;1856.4713;3000.6541;1859.0356;2994.1055;1855.1399;3013.7234;1826.4277;2998.882;1858.1404;2998.4839;1859.1221;2991.5399;1854.6044;2993.4345;1853.3224
6119700.0;3000.154;1856.4677;3000.6472;1859.0037;2994.0823;1855.1507;3013.7117;1826.4536;2998.8994;1858.1404;2998.4603;1859.182;2991.528;1854.5576;2993.5225;1853.2568
6119720.0;3000.1531;1856.4583;3000.6353;1858.9646;2994.0569;1855.1556;3013.706;1826.4809;2998.9168;1858.1404;2998.4368;1859.2463;2991.5151;1854.5133;2993.607;1853.211
6119740.0;3000.1506;1856.4394;3000.6163;1858.9246;2994.0348;1855.1587;3013.7037;1826.5175;2998.9377;1858.1404;2998.4181;1859.3096;2991.5057;1854.4738;2993.6889;1853.1578
6119760.0;3000.1435;1856.4091;3000.5917;1858.8893;2994.0196;1855.1641;3013.7031;1826.5673;2998.9621;1858.1404;2998.4064;1859.3669;2991.5006;1854.4418;2993.7691;1853.0794
