Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
4009240.0;3003.6666;1854.3232;3000.5129;1853.1675;3004.9437;1850.5385;2997.394;1855.1572;3004.1792;1852.4481;3000.4137;1854.9324;3000.7901;1854.8062;3002.5384;1854.818;3020.7203;1834.3914
4009260.0;3003.6666;1854.358;3000.492;1853.1951;3004.965;1850.5299;2997.394;1855.157;3004.1612;1852.4794;3000.4078;1854.8976;3000.7843;1854.8052;3002.5377;1854.8093;3020.7079;1834.3759
4009280.0;3003.6666;1854.3857;3000.4677;1853.2299;3004.9929;1850.5127;2997.394;1855.1568;3004.1387;1852.5107;3000.4049;1854.8628;3000.782;1854.805;3002.5376;1854.8048;3020.6892;1834.3511
4009300.0;3003.6666;1854.404;3000.444;1853.2647;3005.0241;1850.4852;2997.394;1855.1559;3004.112;1852.5355;3000.4019;1854.835;3000.7814;1854.805;3002.5376;1854.8002;3020.6656;1834.3197
4009320.0;3003.6666;1854.4158;3000.4252;1853.2923;3005.0551;1850.4503;2997.394;1855.1529;3004.0852;1852.551;3000.396;1854.8167;3000.7812;1854.805;3002.5376;1854.7906;3020.642;1834.2884
4009340.0;3003.6666;1854.4276;3000.4129;1853.3095;3005.0847;1850.4155;2997.394;1855.1453;3004.0625;1852.5589;3000.3842;1854.8045;3000.7812;1854.805;3002.5376;1854.7716;3020.6233;1834.2636
4009360.0;3003.6666;1854.4459;3000.4049;1853.318;3005.1124;1850.388;2997.394;1855.1298;3004.0439;1852.5629;3000.3649;1854.7918;3000.7812;1854.805;3002.5376;1854.7413;3020.6117;1834.2481
4009380.0;3003.6666;1854.4736;3000.3969;1853.3213;3005.1368;1850.3707;2997.394;1855.105;3004.0259;1852.5671;3000.3391;1854.7719;3000.7812;1854.805;3002.5376;1854.703;3020.6059;1834.2404
4009400.0;3003.6666;1854.5085;3000.3844;1853.3223;3005.1566;1850.362;2997.394;1855.0736;3004.0048;1852.5758;3000.3097;1854.7413;3000.7812;1854.805;3002.5376;1854.6647;3020.6037;1834.2375
4009420.0;3003.6666;1854.5433;3000.3649;1853.3225;3005.173;1850.3576;2997.394;1855.0423;3003.9804;1852.5933;3000.2793;1854.703;3000.7812;1854.805;3002.5376;1854.6344;3020.6031;1834.2365
4009440.0;3003.6666;1854.5711;3000.3391;1853.3225;3005.1898;1850.3529;2997.394;1855.0175;3003.9567;1852.622;3000.2483;1854.6647;3000.7812;1854.805;3002.5376;1854.6155;3020.6037;1834.2364
4009460.0;3003.6666;1854.5894;3000.3097;1853.3225;3005.2105;1850.3433;2997.394;1855.002;3003.938;1852.6604;3000.2167;1854.6344;3000.7812;1854.805;3002.5376;1854.6061;3020.6059;1834.2364
4009480.0;3003.6666;1854.6016;3000.2794;1853.3225;3005.2347;1850.3244;2997.394;1854.9943;3003.9264;1852.7046;3000.1851;1854.6155;3000.7812;1854.805;3002.5376;1854.6025;3020.6117;1834.2364
4009500.0;3003.6666;1854.6143;3000.2491;1853.3225;3005.2584;1850.2941;2997.394;1854.9914;3003.9205;1852.7511;3000.154;1854.6061;3000.7812;1854.805;3002.5376;1854.6013;3020.6233;1834.2364
4009520.0;3003.6666;1854.6342;3000.2196;1853.3225;3005.277;1850.2558;2997.394;1854.9904;3003.9176;1852.7986;3000.1228;1854.6025;3000.7812;1854.805;3002.5376;1854.6011;3020.642;1834.2364
4009540.0;3003.6666;1854.6647;3000.1931;1853.3225;3005.2887;1850.2175;2997.394;1854.9903;3003.9146;1852.8457;3000.0912;1854.6013;3000.7812;1854.805;3002.5376;1854.6011;3020.6656;1834.2362
4009560.0;3003.6666;1854.703;3000.1715;1853.3225;3005.2946;1850.1872;2997.394;1854.9903;3003.9087;1852.8883;3000.0596;1854.6011;3000.7812;1854.805;3002.5376;1854.6011;3020.6892;1834.2351
4009580.0;3003.6666;1854.7413;3000.154;1853.3225;3005.2975;1850.1682;2997.394;1854.9903;3003.8971;1852.923;3000.0285;1854.6011;3000.7812;1854.805;3002.5374;1854.6009;3020.7079;1834.2318
4009600.0;3003.6666;1854.7716;3000.1365;1853.3225;3005.3005;1850.1589;2997.394;1854.9903;3003.8784;1852.9506;2999.9974;1854.6011;3000.7812;1854.805;3002.5368;1854.5999;3020.7203;1834.2233
4009620.0;3003.6666;1854.7906;3000.1156;1853.3225;3005.3064;1850.1552;2997.394;1854.9903;3003.8548;1852.9772;2999.9658;1854.6009;3000.7812;1854.805;3002.5348;1854.5966;3020.7283;1834.2061
4009640.0;3003.6668;1854.8;3000.0912;1853.3227;3005.318;1850.1541;2997.394;1854.9903;3003.8312;1853.0084;2999.9342;1854.5999;3000.7812;1854.805;3002.5296;1854.5881;3020.7363;1834.1785
4009660.0;3003.6675;1854.8036;3000.0668;1853.3236;3005.3367;1850.1539;2997.394;1854.9903;3003.8126;1853.0446;2999.903;1854.5966;3000.7812;1854.805;3002.5191;1854.5708;3020.7487;1834.1437
4009680.0;3003.6697;1854.8047;3000.0459;1853.3266;3005.3603;1850.1539;2997.3941;1854.9903;3003.8009;1853.0806;2999.8719;1854.5881;3000.7812;1854.805;3002.5023;1854.5433;3020.7674;1834.1089
4009700.0;3003.6755;1854.805;3000.0285;1853.3343;3005.3838;1850.1539;2997.3948;1854.9903;3003.7952;1853.1115;2999.8403;1854.5708;3000.7812;1854.805;3002.4811;1854.5085;3020.791;1834.0813
4009720.0;3003.6871;1854.805;3000.0109;1853.3498;3005.4025;1850.1539;2997.3971;1854.9903;3003.7929;1853.1372;2999.8087;1854.5433;3000.7812;1854.805;3002.4599;1854.4736;3020.8146;1834.0641
4009740.0;3003.7058;1854.805;2999.9893;1853.3746;3005.4142;1850.1539;2997.4028;1854.9903;3003.7922;1853.163;2999.7777;1854.5085;3000.7812;1854.805;3002.4431;1854.4461;3020.8333;1834.0556
4009760.0;3003.7294;1854.805;2999.9628;1853.4059;3005.4199;1850.1539;2997.4146;1854.9903;3003.7921;1853.1938;2999.7473;1854.4736;3000.7812;1854.805;3002.4326;1854.4289;3020.8449;1834.0523
4009780.0;3003.7529;1854.805;2999.9334;1853.4373;3005.4222;1850.1539;2997.434;1854.9903;3003.792;1853.2297;2999.7179;1854.4461;3000.7812;1854.805;3002.4274;1854.4204;3020.8507;1834.0515
4009800.0;3003.7716;1854.805;2999.903;1853.4621;3005.4227;1850.1539;2997.4598;1854.9903;3003.7913;1853.2647;2999.6921;1854.4289;3000.7812;1854.805;3002.4254;1854.417;3020.8529;1834.0523
4009820.0;3003.7833;1854.805;2999.8727;1853.4776;3005.4222;1850.1539;2997.4891;1854.9903;3003.789;1853.2923;2999.6728;1854.4206;3000.7812;1854.805;3002.4246;1854.416;3020.8536;1834.0556
4009840.0;3003.789;1854.805;2999.8434;1853.4852;3005.4201;1850.1539;2997.5194;1854.9903;3003.7833;1853.3095;2999.661;1854.4183;3000.7812;1854.805;3002.4237;1854.4158;3020.8538;1834.0641
4009860.0;3003.7913;1854.805;2999.8176;1853.4882;3005.415;1850.1539;2997.5497;1854.9903;3003.7716;1853.3182;2999.6552;1854.4206;3000.7812;1854.805;3002.4213;1854.4158;3020.8538;1834.0813
4009880.0;3003.792;1854.805;2999.7982;1853.4893;3005.4056;1850.1539;2997.5792;1854.9903;3003.7529;1853.3224;2999.653;1854.4289;3000.7812;1854.805;3002.4149;1854.4158;3020.8538;1834.1089
4009900.0;3003.7921;1854.805;2999.7864;1853.4905;3005.3927;1850.1539;2997.6057;1854.9903;3003.7294;1853.3264;2999.6523;1854.4459;3000.7812;1854.805;3002.4021;1854.4158;3020.8538;1834.1437
4009920.0;3003.7921;1854.805;2999.7807;1853.4938;3005.3808;1850.1539;2997.6273;1854.9903;3003.7058;1853.3343;2999.6521;1854.4724;3000.7812;1854.805;3002.3816;1854.4158;3020.8538;1834.1785
4009940.0;3003.7921;1854.805;2999.7784;1853.5024;3005.3758;1850.1539;2997.6449;1854.9903;3003.6871;1853.3498;2999.6521;1854.5039;3000.7812;1854.8052;3002.3555;1854.4158;3020.8536;1834.2061
4009960.0;3003.7921;1854.805;2999.7776;1853.5196;3005.3808;1850.1539;2997.6623;1854.9903;3003.6755;1853.3746;2999.6521;1854.5302;3000.7812;1854.8062;3002.3289;1854.4158;3020.8529;1834.2233
4009980.0;3003.7921;1854.805;2999.7768;1853.5471;3005.3927;1850.1539;2997.6832;1854.9903;3003.6697;1853.4059;2999.6521;1854.5406;3000.7812;1854.8095;3002.3061;1854.416;3020.8507;1834.2318
4010000.0;3003.7921;1854.8047;2999.7745;1853.582;3005.4057;1850.1539;2997.7076;1854.9903;3003.6675;1853.4373;2999.6521;1854.5302;3000.7812;1854.818;3002.2875;1854.417;3020.8449;1834.2351
4010020.0;3003.7921;1854.8036;2999.7688;1853.6168;3005.4158;1850.1539;2997.732;1854.9903;3003.6668;1853.4619;2999.6521;1854.5039;3000.7812;1854.8352;3002.2694;1854.4204;3020.8333;1834.2362
4010040.0;3003.7921;1854.8;2999.7571;1853.6443;3005.4231;1850.1539;2997.7529;1854.9903;3003.6666;1853.4765;2999.6521;1854.4724;3000.7812;1854.8628;3002.2476;1854.4289;3020.8146;1834.2364
4010060.0;3003.7921;1854.7906;2999.7384;1853.6616;3005.431;1850.1539;2997.7703;1854.9903;3003.6666;1853.4811;2999.652;1854.4459;3000.7812;1854.8976;3002.221;1854.4461;3020.791;1834.2364
4010080.0;3003.7921;1854.7716;2999.7149;1853.6701;3005.4435;1850.1539;2997.7879;1854.9903;3003.6666;1853.4765;2999.6513;1854.4289;3000.7812;1854.9324;3002.1915;1854.4736;3020.7674;1834.2364
4010100.0;3003.7921;1854.7413;2999.6913;1853.6734;3005.463;1850.1539;2997.8095;1854.9903;3003.6668;1853.4619;2999.6491;1854.4202;3000.7812;1854.96;3002.1612;1854.5085;3020.7488;1834.2365
4010120.0;3003.7921;1854.703;2999.6725;1853.6746;3005.4888;1850.1539;2997.836;1854.9903;3003.6675;1853.4373;2999.6433;1854.4158;3000.7812;1854.9772;3002.1309;1854.5433;3020.7371;1834.2375
4010140.0;3003.7921;1854.6647;2999.6601;1853.676;3005.5181;1850.1539;2997.8655;1854.9903;3003.6697;1853.4059;2999.6315;1854.4115;3000.7812;1854.9857;3002.1016;1854.5708;3020.7314;1834.2404
4010160.0;3003.7921;1854.6344;2999.6521;1853.6796;3005.5486;1850.1539;2997.8958;1854.9903;3003.6755;1853.3746;2999.6122;1854.4028;3000.7812;1854.989;3002.0757;1854.5881;3020.7291;1834.2481
4010180.0;3003.7921;1854.6155;2999.6441;1853.689;3005.5796;1850.1539;2997.9261;1854.9903;3003.6871;1853.3496;2999.5863;1854.3855;3000.7812;1854.99;3002.0562;1854.5966;3020.7284;1834.2636
4010200.0;3003.7921;1854.6059;2999.6318;1853.7079;3005.6112;1850.1539;2997.9556;1854.9903;3003.7058;1853.3331;2999.557;1854.358;3000.7812;1854.9903;3002.0438;1854.5999;3020.7283;1834.2884
4010220.0;3003.7921;1854.6012;2999.613;1853.7382;3005.6428;1850.1539;2997.9821;1854.9903;3003.7294;1853.3221;2999.5267;1854.323;3000.7812;1854.9903;3002.0358;1854.6009;3020.7283;1834.3197
4010240.0;3003.7921;1854.5968;2999.5893;1853.7765;3005.6739;1850.1539;2998.0037;1854.9903;3003.7529;1853.3106;2999.4964;1854.2872;3000.7812;1854.9903;3002.0277;1854.6011;3020.7283;1834.3511
4010260.0;3003.7921;1854.5881;2999.565;1853.8148;3005.7051;1850.1539;2998.0212;1854.9903;3003.7717;1853.2924;2999.4669;1854.2567;3000.7812;1854.9903;3002.0154;1854.6011;3020.7283;1834.3761
4010280.0;3003.7921;1854.5708;2999.5441;1853.8451;3005.7369;1850.1539;2998.0387;1854.9903;3003.7841;1853.2647;2999.4404;1854.2318;3000.7812;1854.9903;3001.9966;1854.6011;3020.7283;1834.3926
4010300.0;3003.7921;1854.5433;2999.5267;1853.8641;3005.7691;1850.1539;2998.0596;1854.9903;3003.7921;1853.2297;2999.4188;1854.2078;3000.7812;1854.9904;3001.973;1854.6011;3020.7283;1834.4036
4010320.0;3003.7921;1854.5083;2999.5093;1853.8734;3005.8013;1850.1539;2998.084;1854.9903;3003.8001;1853.1938;2999.4012;1854.1797;3000.7812;1854.9914;3001.9494;1854.6011;3020.7283;1834.4151
4010340.0;3003.7921;1854.4724;2999.4884;1853.8771;3005.8336;1850.1539;2998.1084;1854.9903;3003.8125;1853.163;2999.3838;1854.1473;3000.7812;1854.9943;3001.9308;1854.6013;3020.7283;1834.4332
4010360.0;3003.7921;1854.4416;2999.4641;1853.8782;3005.8654;1850.1539;2998.1293;1854.99;3003.8312;1853.1372;2999.3629;1854.1158;3000.7812;1855.002;3001.9191;1854.6025;3020.7283;1834.461
4010380.0;3003.7921;1854.4158;2999.4404;1853.8784;3005.8942;1850.1539;2998.1467;1854.989;3003.8548;1853.1115;2999.3386;1854.091;3000.7812;1855.0175;3001.9134;1854.6061;3020.7282;1834.4958
4010400.0;3003.7921;1854.3899;2999.4216;1853.8786;3005.9174;1850.1537;2998.1641;1854.9857;3003.8784;1853.0806;2999.3149;1854.0755;3000.7812;1855.0423;3001.9111;1854.6155;3020.7275;1834.5306
4010420.0;3003.7921;1854.3581;2999.4092;1853.8797;3005.9356;1850.1526;2998.185;1854.9772;3003.8972;1853.0448;2999.2963;1854.0678;3000.7812;1855.0736;3001.9103;1854.6344;3020.7252;1834.5584
4010440.0;3003.7921;1854.3193;2999.4012;1853.883;3005.9524;1850.1495;2998.2094;1854.96;3003.9095;1853.0098;2999.2846;1854.0648;3000.7812;1855.105;3001.9095;1854.6647;3020.7195;1834.5767
4010460.0;3003.7921;1854.2766;2999.3932;1853.8915;3005.9717;1850.142;2998.2338;1854.9324;3003.9176;1852.9822;2999.2789;1854.0639;3000.7812;1855.1298;3001.9072;1854.7032;3020.7078;1834.5889
4010480.0;3003.7921;1854.2335;2999.3809;1853.9087;3005.9937;1850.1279;2998.2547;1854.8976;3003.9256;1852.965;2999.2766;1854.0637;3000.7812;1855.1453;3001.9015;1854.7426;3020.6892;1834.6016
4010500.0;3003.7921;1854.1915;2999.3621;1853.9363;3006.015;1850.1079;2998.2722;1854.8628;3003.9379;1852.9562;2999.2759;1854.0637;3000.7811;1855.1529;3001.8898;1854.7762;3020.6656;1834.6215
4010520.0;3003.792;1854.1515;2999.3385;1853.9711;3006.0318;1850.0869;2998.2896;1854.8352;3003.9567;1852.9518;2999.2758;1854.0637;3000.7804;1855.1559;3001.8711;1854.8036;3020.642;1834.652
4010540.0;3003.7913;1854.1158;2999.3149;1854.0059;3006.0423;1850.0712;2998.3105;1854.818;3003.9803;1852.9471;2999.2758;1854.0637;3000.7781;1855.1568;3001.8476;1854.8302;3020.6232;1834.6906
4010560.0;3003.789;1854.0867;2999.2963;1854.0335;3006.0476;1850.0612;2998.3347;1854.8095;3004.0039;1852.9376;2999.2758;1854.0637;3000.7724;1855.157;3001.824;1854.8614;3020.6109;1834.7299
4010580.0;3003.7833;1854.0624;2999.2846;1854.0507;3006.0503;1850.0513;2998.3585;1854.8062;3004.0225;1852.9186;2999.2758;1854.0637;3000.7607;1855.157;3001.8053;1854.8976;3020.6028;1834.7635
4010600.0;3003.7716;1854.0376;2999.2789;1854.0592;3006.0532;1850.0355;2998.3771;1854.8052;3004.0342;1852.8883;2999.2758;1854.0637;3000.7421;1855.157;3001.7937;1854.9335;3020.5948;1834.791
4010620.0;3003.7529;1854.007;2999.2766;1854.0625;3006.0591;1850.0146;2998.3888;1854.805;3004.0399;1852.8498;2999.2759;1854.0639;3000.7185;1855.157;3001.7879;1854.9641;3020.5823;1834.8176
4010640.0;3003.7294;1853.971;2999.2759;1854.0637;3006.0706;1849.9945;2998.3945;1854.805;3004.0422;1852.8105;2999.2766;1854.0648;3000.6949;1855.157;3001.7857;1854.9889;3020.5629;1834.8487
4010660.0;3003.7058;1853.9349;2999.2758;1854.0648;3006.0886;1849.9804;2998.3968;1854.805;3004.0429;1852.7769;2999.2789;1854.0678;3000.6761;1855.157;3001.785;1855.013;3020.537;1834.8847
4010680.0;3003.687;1853.9037;2999.2758;1854.0678;3006.11;1849.9729;2998.3975;1854.805;3004.043;1852.7494;2999.2846;1854.0755;3000.6638;1855.157;3001.7848;1855.0411;3020.5077;1834.9197
4010700.0;3003.6747;1853.8771;2999.2758;1854.0755;3006.1286;1849.9698;2998.3976;1854.805;3004.0432;1852.7228;2999.2964;1854.0912;3000.6558;1855.157;3001.7847;1855.0734;3020.4774;1834.9475
4010720.0;3003.6666;1853.8497;2999.2756;1854.091;3006.1378;1849.9688;2998.3976;1854.805;3004.0439;1852.6916;2999.3158;1854.117;3000.6478;1855.157;3001.784;1855.105;3020.4471;1834.9657
4010740.0;3003.6586;1853.8161;2999.2749;1854.1158;3006.1366;1849.9686;2998.3976;1854.805;3004.0464;1852.6557;2999.3416;1854.1517;3000.6354;1855.157;3001.7818;1855.13;3020.4177;1834.9776
4010760.0;3003.6461;1853.7767;2999.2727;1854.1471;3006.1303;1849.9684;2998.3976;1854.805;3004.0527;1852.6206;2999.3709;1854.1915;3000.6168;1855.157;3001.776;1855.1465;3020.3919;1834.9894
4010780.0;3003.6267;1853.7382;2999.2669;1854.1785;3006.1269;1849.9675;2998.3976;1854.805;3004.0656;1852.5931;2999.4014;1854.2337;3000.5939;1855.157;3001.7643;1855.1575;3020.3724;1835.0076
4010800.0;3003.6008;1853.7079;2999.2553;1854.2033;3006.1303;1849.9645;2998.3976;1854.805;3004.0861;1852.5758;2999.4324;1854.2778;3000.5725;1855.157;3001.7457;1855.169;3020.3599;1835.0354
4010820.0;3003.5715;1853.689;2999.2366;1854.2188;3006.1366;1849.9568;2998.3976;1854.805;3004.1121;1852.5673;2999.464;1854.3236;3000.5596;1855.157;3001.7221;1855.1871;3020.3519;1835.0704
4010840.0;3003.5412;1853.6796;2999.2131;1854.2264;3006.1378;1849.9413;2998.3976;1854.805;3004.1387;1852.564;2999.4955;1854.3699;3000.5596;1855.157;3001.6985;1855.2149;3020.3439;1835.1062
4010860.0;3003.5109;1853.676;2999.1895;1854.2294;3006.1286;1849.9165;2998.3976;1854.805;3004.1612;1852.563;2999.5265;1854.4156;3000.5725;1855.157;3001.6799;1855.2499;3020.3316;1835.1367
4010880.0;3003.4815;1853.6746;2999.1708;1854.2303;3006.11;1849.8852;2998.3976;1854.805;3004.1792;1852.5628;2999.557;1854.4606;3000.5939;1855.157;3001.6682;1855.2859;3020.3128;1835.1616
4010900.0;3003.4557;1853.6734;2999.1592;1854.2305;3006.0886;1849.8538;2998.3976;1854.805;3004.1961;1852.5628;2999.5865;1854.5039;3000.6168;1855.157;3001.6625;1855.317;3020.2892;1835.1856
4010920.0;3003.4364;1853.6701;2999.1534;1854.2307;3006.0706;1849.829;2998.3976;1854.805;3004.2153;1852.5628;2999.613;1854.5421;3000.6353;1855.157;3001.6602;1855.3436;3020.2656;1835.2137
4010940.0;3003.4246;1853.6616;2999.1512;1854.2317;3006.0591;1849.8135;2998.3976;1854.805;3004.2373;1852.5626;2999.6346;1854.5706;3000.6469;1855.157;3001.6594;1855.3711;3020.247;1835.2463
4010960.0;3003.4187;1853.6443;2999.1503;1854.2351;3006.0533;1849.8061;2998.3976;1854.805;3004.2587;1852.5617;2999.6521;1854.5881;3000.6527;1855.157;3001.6586;1855.4047;3020.2353;1835.2788
4010980.0;3003.4158;1853.6168;2999.1495;1854.2436;3006.0511;1849.804;2998.3976;1854.805;3004.2756;1852.5587;2999.6696;1854.5968;3000.6549;1855.157;3001.6566;1855.4442;3020.2296;1835.3069
4011000.0;3003.4131;1853.582;2999.1472;1854.2608;3006.0504;1849.8061;2998.3976;1854.805;3004.2868;1852.551;2999.6905;1854.6012;3000.6556;1855.157;3001.6514;1855.4838;3020.2273;1835.331
4011020.0;3003.4078;1853.5471;2999.1415;1854.2883;3006.0503;1849.8135;2998.3976;1854.805;3004.2942;1852.5355;2999.7147;1854.6059;3000.6558;1855.157;3001.6409;1855.5174;3020.2266;1835.3558
4011040.0;3003.3973;1853.5196;2999.1298;1854.3232;3006.0503;1849.829;2998.3975;1854.8052;3004.302;1852.5107;2999.7384;1854.6155;3000.6558;1855.157;3001.6242;1855.5449;3020.2265;1835.3864
4011060.0;3003.3805;1853.5024;2999.1112;1854.358;3006.0503;1849.8538;2998.3968;1854.8062;3004.3143;1852.4794;2999.7571;1854.6344;3000.6558;1855.157;3001.6029;1855.5714;3020.2265;1835.4221
4011080.0;3003.3593;1853.4938;2999.0876;1854.3855;3006.0503;1849.8852;2998.3945;1854.8095;3004.3331;1852.4481;2999.7688;1854.6647;3000.6558;1855.157;3001.5817;1855.6026;3020.2265;1835.4571
4011100.0;3003.3381;1853.4905;2999.064;1854.4028;3006.0503;1849.9165;2998.3888;1854.818;3004.3566;1852.4233;2999.7745;1854.703;3000.6558;1855.157;3001.5649;1855.6386;3020.2265;1835.4849
4011120.0;3003.3213;1853.4895;2999.0452;1854.4113;3006.0503;1849.9413;2998.3771;1854.8352;3004.3802;1852.4078;2999.7768;1854.7413;3000.6558;1855.157;3001.5544;1855.6736;3020.2265;1835.5032
4011140.0;3003.3108;1853.4893;2999.0329;1854.4146;3006.0503;1849.9568;2998.3585;1854.8628;3004.3989;1852.4001;2999.7775;1854.7716;3000.6558;1855.157;3001.5492;1855.7014;3020.2265;1835.5154
4011160.0;3003.3056;1853.4893;2999.0249;1854.4156;3006.0501;1849.9645;2998.3349;1854.8976;3004.4105;1852.3971;2999.7776;1854.7906;3000.6556;1855.157;3001.5472;1855.7196;3020.2265;1835.5281
4011180.0;3003.3036;1853.4893;2999.0169;1854.4158;3006.0495;1849.9675;2998.3113;1854.9324;3004.4163;1852.396;2999.7776;1854.8002;3000.6549;1855.157;3001.5466;1855.7315;3020.2265;1835.5481
4011200.0;3003.303;1853.4893;2999.0045;1854.4158;3006.0475;1849.9684;2998.2926;1854.96;3004.4185;1852.3948;2999.7776;1854.8048;3000.6527;1855.157;3001.5465;1855.7433;3020.2265;1835.5786
4011220.0;3003.3028;1853.4893;2998.9857;1854.4158;3006.0423;1849.9686;2998.281;1854.9772;3004.4192;1852.3915;2999.7776;1854.8093;3000.6469;1855.157;3001.5465;1855.7615;3020.2265;1835.6169
4011240.0;3003.3028;1853.4893;2998.9621;1854.416;3006.0318;1849.9686;2998.2754;1854.9857;3004.4194;1852.383;2999.7776;1854.818;3000.6353;1855.157;3001.5465;1855.7893;3020.2265;1835.6552
4011260.0;3003.3028;1853.4893;2998.9386;1854.417;3006.015;1849.9686;2998.2738;1854.989;3004.4194;1852.3657;2999.7776;1854.8352;3000.6166;1855.157;3001.5463;1855.8243;3020.2265;1835.6855
4011280.0;3003.3028;1853.4893;2998.9199;1854.4204;3005.9937;1849.9686;2998.2752;1854.99;3004.4194;1852.3382;2999.7776;1854.8628;3000.593;1855.157;3001.5456;1855.86;3020.2265;1835.7044
4011300.0;3003.3028;1853.4893;2998.9083;1854.4289;3005.9717;1849.9686;2998.2802;1854.9903;3004.4194;1852.3034;2999.7776;1854.8976;3000.5695;1855.157;3001.5431;1855.8908;3020.2265;1835.7138
4011320.0;3003.3028;1853.4893;2998.9024;1854.4461;3005.9524;1849.9686;2998.2896;1854.9903;3004.4194;1852.2685;2999.7776;1854.9324;3000.5507;1855.157;3001.5368;1855.9167;3020.2265;1835.7174
4011340.0;3003.3028;1853.4893;2998.8994;1854.4736;3005.9356;1849.9686;2998.3025;1854.9903;3004.4194;1852.241;2999.7776;1854.96;3000.5383;1855.157;3001.5239;1855.944;3020.2265;1835.7188
4011360.0;3003.3027;1853.4893;2998.8965;1854.5085;3005.9174;1849.9688;2998.3144;1854.9903;3004.4194;1852.2238;2999.7776;1854.9772;3000.5303;1855.157;3001.5034;1855.9806;3020.2265;1835.72
4011380.0;3003.3019;1853.4893;2998.8906;1854.5433;3005.8942;1849.9698;2998.3193;1854.9903;3004.4194;1852.2153;2999.7776;1854.9857;3000.5223;1855.157;3001.4775;1856.0302;3020.2265;1835.7233
4011400.0;3003.2994;1853.4893;2998.8789;1854.5708;3005.8654;1849.9731;2998.3144;1854.9903;3004.4194;1852.2119;2999.7776;1854.989;3000.51;1855.157;3001.4515;1856.0893;3020.2265;1835.7318
4011420.0;3003.2931;1853.4893;2998.8603;1854.5881;3005.8336;1849.9816;2998.3025;1854.9903;3004.4195;1852.2109;2999.7776;1854.99;3000.4912;1855.157;3001.4309;1856.1492;3020.2265;1835.7491
4011440.0;3003.2803;1853.4893;2998.8367;1854.5966;3005.8013;1849.9988;2998.2896;1854.9903;3004.4202;1852.2107;2999.7776;1854.9903;3000.4676;1855.1572;3001.4174;1856.2006;3020.2265;1835.7766
4011460.0;3003.2598;1853.4893;2998.8131;1854.5999;3005.7691;1850.0264;2998.2802;1854.9903;3004.4224;1852.2107;2999.7777;1854.9903;3000.444;1855.1583;3001.4088;1856.2395;3020.2265;1835.8114
4011480.0;3003.2338;1853.4893;2998.7945;1854.6009;3005.7368;1850.0612;2998.2751;1854.99;3004.4282;1852.2107;2999.7784;1854.9903;3000.4254;1855.1616;3001.4006;1856.269;3020.2265;1835.8463
4011500.0;3003.2079;1853.4893;2998.7828;1854.6011;3005.7043;1850.096;2998.273;1854.989;3004.4399;1852.2107;2999.7807;1854.9903;3000.4137;1855.1701;3001.3881;1856.2974;3020.2265;1835.8738
4011520.0;3003.1874;1853.4893;2998.777;1854.6011;3005.6708;1850.1236;2998.2723;1854.9857;3004.4585;1852.2107;2999.7864;1854.9903;3000.4078;1855.1873;3001.3693;1856.3312;3020.2265;1835.891
4011540.0;3003.1745;1853.4893;2998.7748;1854.6011;3005.6339;1850.1408;2998.2722;1854.9772;3004.4821;1852.2107;2999.7981;1854.9903;3000.4049;1855.2149;3001.3458;1856.3706;3020.2265;1835.8995
4011560.0;3003.1682;1853.4891;2998.7741;1854.6011;3005.5905;1850.1493;2998.2722;1854.96;3004.5057;1852.2107;2999.8167;1854.9903;3000.4019;1855.2497;3001.3222;1856.4091;3020.2265;1835.9029
4011580.0;3003.1657;1853.4882;2998.774;1854.6011;3005.5396;1850.1526;2998.2722;1854.9324;3004.5245;1852.2107;2999.8405;1854.9903;3000.396;1855.2845;3001.3034;1856.4396;3020.2263;1835.9041
4011600.0;3003.1648;1853.4852;2998.774;1854.6011;3005.4828;1850.1537;2998.2722;1854.8976;3004.5368;1852.2107;2999.8647;1854.9903;3000.3844;1855.3121;3001.291;1856.4595;3020.2257;1835.9053
4011620.0;3003.164;1853.4776;2998.774;1854.6011;3005.423;1850.1539;2998.2722;1854.8628;3004.5448;1852.2107;2999.8856;1854.9903;3000.3657;1855.3293;3001.283;1856.4722;3020.2234;1835.9086
4011640.0;3003.1618;1853.4621;2998.774;1854.6011;3005.3632;1850.1539;2998.2722;1854.8352;3004.5528;1852.2107;2999.903;1854.9903;3000.3421;1855.3378;3001.275;1856.4844;3020.2177;1835.9171
4011660.0;3003.156;1853.4373;2998.774;1854.6011;3005.3065;1850.1539;2998.2722;1854.818;3004.5652;1852.2107;2999.9205;1854.9903;3000.3186;1855.3411;3001.2627;1856.5029;3020.206;1835.9344
4011680.0;3003.1443;1853.4059;2998.774;1854.6011;3005.2558;1850.1539;2998.2722;1854.8095;3004.584;1852.2107;2999.9414;1854.9903;3000.2999;1855.3421;3001.2439;1856.5316;3020.1873;1835.9619
4011700.0;3003.1257;1853.3746;2998.774;1854.6011;3005.2129;1850.1539;2998.2722;1854.8062;3004.6077;1852.2107;2999.9658;1854.9903;3000.2882;1855.3423;3001.2203;1856.5694;3020.1638;1835.9967
