Time(sentisec);X_A(m);Y_A(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_L(m);Y_L(m)
2081240.0;2997.6779;1849.9564;2994.0883;1854.9945;2992.9196;1855.2875;3005.1376;1848.0184;2995.9102;1850.2376;2995.8111;1850.5067;2998.117;1854.9899
2081260.0;2997.6421;1849.9257;2994.0487;1854.9918;2992.8768;1855.3624;3005.0963;1847.9854;2995.93;1849.8381;2995.8573;1850.2161;2998.0001;1855.0701
2081280.0;2997.6252;1849.8809;2994.0243;1854.9912;2992.8324;1855.4488;3005.0513;1847.9369;2995.9609;1849.5085;2995.9267;1849.9347;2997.8941;1855.1503
2081300.0;2997.6354;1849.8193;2994.0113;1854.9925;2992.7914;1855.5404;3005.0057;1847.8818;2996.0074;1849.2758;2996.015;1849.6643;2997.8087;1855.23
2081320.0;2997.6721;1849.7445;2994.0036;1854.9967;2992.7554;1855.6314;3004.9634;1847.8318;2996.0734;1849.137;2996.1167;1849.4139;2997.7523;1855.3125
2081340.0;2997.7252;1849.6644;2993.9952;1855.0059;2992.7235;1855.717;3004.9259;1847.7931;2996.1572;1849.0643;2996.2297;1849.2015;2997.7316;1855.3992
2081360.0;2997.7809;1849.5909;2993.9827;1855.0221;2992.6959;1855.7929;3004.8917;1847.7634;2996.2506;1849.0243;2996.3545;1849.0488;2997.7476;1855.4863
2081380.0;2997.8285;1849.5381;2993.9651;1855.0456;2992.6764;1855.8575;3004.8589;1847.7351;2996.3425;1848.9933;2996.4908;1848.9702;2997.7944;1855.5651
2081400.0;2997.8629;1849.5188;2993.944;1855.0736;2992.6711;1855.9135;3004.8269;1847.7024;2996.4244;1848.9639;2996.6331;1848.9627;2997.8615;1855.6246
2081420.0;2997.8863;1849.5385;2993.9229;1855.1015;2992.6844;1855.9676;3004.7959;1847.6667;2996.4922;1848.9412;2996.7735;1849.0052;2997.9381;1855.6526
2081440.0;2997.9047;1849.5934;2993.9053;1855.124;2992.7164;1856.0257;3004.7654;1847.6376;2996.5478;1848.9316;2996.9064;1849.0695;2998.0168;1855.6384
2081460.0;2997.9259;1849.6741;2993.8931;1855.1373;2992.7635;1856.0881;3004.7359;1847.6264;2996.5964;1848.9375;2997.0336;1849.1314;2998.092;1855.5759
2081480.0;2997.9538;1849.7733;2993.8861;1855.1389;2992.8214;1856.1487;3004.7094;1847.6388;2996.6446;1848.9549;2997.1616;1849.1783;2998.1604;1855.4663
2081500.0;2997.9862;1849.8892;2993.8828;1855.1276;2992.8873;1856.1993;3004.6877;1847.6713;2996.696;1848.977;2997.2947;1849.2081;2998.2217;1855.3172
2081520.0;2998.015;1850.0218;2993.8809;1855.1044;2992.9609;1856.2343;3004.6694;1847.7155;2996.7502;1848.9967;2997.4307;1849.227;2998.2789;1855.1383
2081540.0;2998.032;1850.1672;2993.8784;1855.0733;2993.0414;1856.2535;3004.6496;1847.7652;2996.8046;1849.0076;2997.5607;1849.244;2998.3359;1854.9373
2081560.0;2998.0338;1850.3175;2993.8733;1855.0411;2993.1254;1856.2596;3004.6223;1847.82;2996.8555;1849.0076;2997.6741;1849.2664;2998.3926;1854.7212
2081580.0;2998.0222;1850.4653;2993.8639;1855.013;2993.2052;1856.2546;3004.5841;1847.8816;2996.8978;1849.002;2997.765;1849.2945;2998.4434;1854.4992
2081600.0;2998.0013;1850.6104;2993.851;1854.9889;2993.2724;1856.2382;3004.536;1847.9485;2996.9287;1848.9989;2997.8347;1849.319;2998.4815;1854.2816
2081620.0;2997.9758;1850.7562;2993.8391;1854.9641;2993.321;1856.2099;3004.4821;1848.015;2996.9512;1848.9999;2997.8896;1849.3272;2998.504;1854.0761
2081640.0;2997.9521;1850.904;2993.8341;1854.9335;2993.3496;1856.1721;3004.4282;1848.0749;2996.9715;1848.9992;2997.9373;1849.3106;2998.5119;1853.886
2081660.0;2997.9387;1851.0483;2993.8391;1854.8978;2993.3601;1856.1296;3004.3803;1848.1263;2996.9942;1848.9922;2997.9839;1849.2686;2998.5071;1853.7151
2081680.0;2997.9429;1851.1799;2993.851;1854.8628;2993.3559;1856.0866;3004.3436;1848.1707;2997.0204;1848.9822;2998.0344;1849.2061;2998.4899;1853.5707
2081700.0;2997.9687;1851.292;2993.8639;1854.8352;2993.3412;1856.0445;3004.3206;1848.2086;2997.0488;1848.9783;2998.0925;1849.1279;2998.46;1853.461
2081720.0;2998.0151;1851.3847;2993.8733;1854.818;2993.3228;1856.0049;3004.3116;1848.2358;2997.0777;1848.9857;2998.1593;1849.0399;2998.4197;1853.3891
2081740.0;2998.0782;1851.4643;2993.8785;1854.8095;2993.3108;1855.9711;3004.3147;1848.2461;2997.1048;1849.0017;2998.2318;1848.9533;2998.3755;1853.3494
2081760.0;2998.1528;1851.5411;2993.8813;1854.8062;2993.3155;1855.9483;3004.3259;1848.237;2997.1286;1849.0187;2998.303;1848.8862;2998.3353;1853.3314
2081780.0;2998.2351;1851.6253;2993.8842;1854.8049;2993.3411;1855.9403;3004.3394;1848.2134;2997.1519;1849.0303;2998.3623;1848.8587;2998.3047;1853.3251
2081800.0;2998.3224;1851.7223;2993.8901;1854.8036;2993.3827;1855.9483;3004.3499;1848.185;2997.1807;1849.0341;2998.3979;1848.8872;2998.2848;1853.3247
2081820.0;2998.4122;1851.8324;2993.9018;1854.8;2993.4283;1855.9711;3004.3568;1848.1609;2997.2189;1849.0292;2998.4038;1848.9781;2998.2708;1853.3293
2081840.0;2998.5003;1851.9518;2993.9204;1854.7906;2993.4669;1856.0049;3004.3642;1848.1446;2997.2624;1849.0146;2998.3858;1849.1243;2998.2545;1853.3417
2081860.0;2998.5787;1852.0759;2993.9439;1854.7716;2993.4944;1856.0445;3004.3769;1848.1336;2997.2988;1848.99;2998.362;1849.3071;2998.2267;1853.3669
2081880.0;2998.6384;1852.201;2993.9668;1854.7413;2993.513;1856.0866;3004.3954;1848.1221;2997.3148;1848.959;2998.3525;1849.5036;2998.1807;1853.4083
2081900.0;2998.6713;1852.3235;2993.9832;1854.703;2993.5239;1856.1296;3004.4162;1848.104;2997.3052;1848.9296;2998.3678;1849.6979;2998.1169;1853.4645
2081920.0;2998.6733;1852.4393;2993.9891;1854.6647;2993.5233;1856.1719;3004.4328;1848.0762;2997.2766;1848.9114;2998.4035;1849.886;2998.0429;1853.5283
2081940.0;2998.6449;1852.5434;2993.983;1854.6344;2993.5041;1856.2087;3004.4386;1848.0414;2997.2404;1848.913;2998.4448;1850.0698;2997.9677;1853.5915
2081960.0;2998.5891;1852.6295;2993.9659;1854.6155;2993.4638;1856.2337;3004.429;1848.0066;2997.2023;1848.942;2998.4756;1850.2465;2997.8941;1853.6498
2081980.0;2998.509;1852.6947;2993.9408;1854.6061;2993.409;1856.2416;3004.4082;1847.9792;2997.1591;1849.003;2998.4847;1850.4054;2997.8175;1853.7064
2082000.0;2998.4062;1852.7432;2993.9116;1854.6025;2993.3516;1856.2297;3004.3915;1847.963;2997.1051;1849.0954;2998.465;1850.5377;2997.7307;1853.7678
2082020.0;2998.2828;1852.7849;2993.8813;1854.6013;2993.3012;1856.1968;3004.3996;1847.9578;2997.0408;1849.2145;2998.4123;1850.6453;2997.632;1853.8367
2082040.0;2998.1412;1852.8268;2993.851;1854.6011;2993.2602;1856.1442;3004.4468;1847.963;2996.9723;1849.3533;2998.3271;1850.7413;2997.5265;1853.9084
2082060.0;2997.9817;1852.8677;2993.8216;1854.6011;2993.2262;1856.0763;3004.5326;1847.9792;2996.9073;1849.5039;2998.2186;1850.8426;2997.4218;1853.975
2082080.0;2997.8018;1852.8981;2993.7958;1854.6011;2993.1979;1856.0004;3004.6432;1848.0066;2996.8498;1849.6533;2998.1046;1850.9597;2997.3232;1854.0321
2082100.0;2997.6002;1852.908;2993.7763;1854.6011;2993.1782;1855.9253;3004.7598;1848.0416;2996.799;1849.7847;2998.0066;1851.0899;2997.2312;1854.0818
2082120.0;2997.3814;1852.8915;2993.7638;1854.6011;2993.1728;1855.8604;3004.8674;1848.0773;2996.7512;1849.8846;2997.9413;1851.2177;2997.1433;1854.1304
2082140.0;2997.1563;1852.8487;2993.7558;1854.6011;2993.1854;1855.8153;3004.9583;1848.1075;2996.7045;1849.9495;2997.9178;1851.3247;2997.0563;1854.1828
2082160.0;2996.9393;1852.7859;2993.7478;1854.6011;2993.2149;1855.7965;3005.0304;1848.1304;2996.6638;1849.9833;2997.9381;1851.4;2996.9674;1854.2417
2082180.0;2996.7437;1852.7133;2993.7355;1854.6011;2993.2548;1855.8045;3005.0838;1848.1483;2996.6426;1849.9897;2997.9987;1851.447;2996.8756;1854.3088
2082200.0;2996.5775;1852.6403;2993.7167;1854.6011;2993.2964;1855.8329;3005.1175;1848.1613;2996.6557;1849.9713;2998.0911;1851.479;2996.7816;1854.3846
2082220.0;2996.4428;1852.5727;2993.6931;1854.6011;2993.3315;1855.8719;3005.1315;1848.1644;2996.7095;1849.9319;2998.2026;1851.5118;2996.6864;1854.4676
2082240.0;2996.3361;1852.5099;2993.6695;1854.6011;2993.3558;1855.9138;3005.128;1848.1531;2996.7987;1849.8781;2998.32;1851.5574;2996.5883;1854.5536
2082260.0;2996.2509;1852.4494;2993.6509;1854.6011;2993.369;1855.9547;3005.1127;1848.1321;2996.909;1849.8173;2998.4328;1851.6207;2996.4824;1854.6362
2082280.0;2996.1812;1852.3884;2993.6392;1854.6007;2993.3729;1855.9915;3005.0937;1848.1177;2997.0226;1849.7563;2998.534;1851.7015;2996.3634;1854.7093
2082300.0;2996.1238;1852.3262;2993.6332;1854.5991;2993.3681;1856.0185;3005.0773;1848.1266;2997.1226;1849.7014;2998.6183;1851.7982;2996.2289;1854.7709
2082320.0;2996.079;1852.2665;2993.6298;1854.5941;2993.3525;1856.0288;3005.0662;1848.165;2997.1997;1849.6562;2998.6807;1851.908;2996.0814;1854.8235
2082340.0;2996.0485;1852.2185;2993.6257;1854.5821;2993.3218;1856.0198;3005.0586;1848.2261;2997.257;1849.6182;2998.7165;1852.0252;2995.9297;1854.8709
2082360.0;2996.033;1852.1915;2993.6178;1854.5596;2993.2728;1855.9959;3005.0502;1848.2972;2997.3095;1849.5759;2998.7243;1852.1414;2995.7884;1854.9139
2082380.0;2996.0319;1852.1889;2993.6034;1854.527;2993.2069;1855.9665;3005.0368;1848.3673;2997.3763;1849.5146;2998.7068;1852.2523;2995.6726;1854.9483
2082400.0;2996.0432;1852.2071;2993.5836;1854.4904;2993.1316;1855.9393;3005.0161;1848.4309;2997.4703;1849.4236;2998.6685;1852.3657;2995.5911;1854.9712
2082420.0;2996.0631;1852.2394;2993.5633;1854.4589;2993.0599;1855.9155;3004.99;1848.4894;2997.594;1849.3042;2998.6117;1852.5003;2995.5407;1854.9828
2082440.0;2996.0842;1852.2797;2993.5485;1854.4399;2993.0051;1855.8906;3004.9634;1848.5486;2997.7417;1849.1689;2998.5339;1852.673;2995.5094;1854.9862
2082460.0;2996.0968;1852.3223;2993.541;1854.4353;2992.9753;1855.86;3004.9407;1848.6136;2997.9066;1849.0357;2998.43;1852.8871;2995.4823;1854.9828
2082480.0;2996.0923;1852.3629;2993.5384;1854.4423;2992.9702;1855.8245;3004.9221;1848.683;2998.0874;1848.9212;2998.3002;1853.1293;2995.4496;1854.9712
2082500.0;2996.0665;1852.4034;2993.5378;1854.4559;2992.9833;1855.7905;3004.9041;1848.7491;2998.2882;1848.8342;2998.1558;1853.3755;2995.4088;1854.9488
2082520.0;2996.0204;1852.4535;2993.5395;1854.4719;2993.0063;1855.7661;3004.8829;1848.8031;2998.5122;1848.7752;2998.0184;1853.6024;2995.3643;1854.9161
2082540.0;2995.9585;1852.5256;2993.545;1854.4902;2993.0334;1855.7563;3004.8589;1848.84;2998.7513;1848.7398;2997.9095;1853.7958;2995.323;1854.8795
2082560.0;2995.8869;1852.6249;2993.5526;1854.5138;2993.0598;1855.7617;3004.8366;1848.8609;2998.9803;1848.7305;2997.8401;1853.9541;2995.2894;1854.8485
2082580.0;2995.8116;1852.7461;2993.558;1854.544;2993.0798;1855.7775;3004.8227;1848.8705;2999.1649;1848.7619;2997.8087;1854.0874;2995.2624;1854.8314
2082600.0;2995.7357;1852.8795;2993.5573;1854.579;2993.0873;1855.7938;3004.8231;1848.874;2999.2809;1848.8506;2997.8065;1854.2138;2995.2368;1854.8329
2082620.0;2995.657;1853.0184;2993.5508;1854.617;2993.0798;1855.7999;3004.8418;1848.8755;2999.3286;1849.0007;2997.8225;1854.3552;2995.2077;1854.8548
2082640.0;2995.5695;1853.1616;2993.5431;1854.6581;2993.0597;1855.7893;3004.8788;1848.8776;2999.3279;1849.1991;2997.8459;1854.5297;2995.1731;1854.8971
2082660.0;2995.4664;1853.3113;2993.5409;1854.7005;2993.0326;1855.7632;3004.9277;1848.8833;2999.3024;1849.4255;2997.8677;1854.7433;2995.1342;1854.9555
2082680.0;2995.3443;1853.4698;2993.5473;1854.7387;2993.003;1855.7269;3004.9777;1848.8965;2999.268;1849.6626;2997.8829;1854.9844;2995.0924;1855.023
2082700.0;2995.206;1853.6385;2993.5589;1854.7639;2992.9728;1855.6855;3005.0189;1848.9192;2999.2351;1849.8995;2997.891;1855.2279;2995.0474;1855.0929
2082720.0;2995.0586;1853.8165;2993.5687;1854.7696;2992.9433;1855.6429;3005.0486;1848.9447;2999.2154;1850.1291;2997.8944;1855.4448;2994.9972;1855.1639
2082740.0;2994.9102;1854.0017;2993.5729;1854.7543;2992.9168;1855.6039;3005.0712;1848.9542;2999.2219;1850.345;2997.8952;1855.6108;2994.9391;1855.2404
2082760.0;2994.7645;1854.1922;2993.5752;1854.722;2992.8952;1855.5717;3005.0927;1848.9236;2999.2633;1850.54;2997.8944;1855.7109;2994.8717;1855.3282
2082780.0;2994.6191;1854.3859;2993.5834;1854.6825;2992.8777;1855.5449;3005.1151;1848.8425;2999.3398;1850.7036;2997.891;1855.7404;2994.7965;1855.4295
2082800.0;2994.4717;1854.577;2993.6019;1854.6468;2992.8602;1855.5174;3005.1352;1848.7271;2999.4407;1850.8254;2997.8826;1855.7043;2994.7163;1855.5406
2082820.0;2994.3259;1854.7539;2993.6305;1854.6217;2992.8393;1855.4838;3005.1475;1848.6146;2999.5469;1850.9005;2997.8666;1855.6131;2994.6337;1855.6549
2082840.0;2994.1932;1854.9025;2993.6671;1854.6068;2992.8151;1855.4445;3005.1465;1848.5441;2999.6369;1850.9337;2997.8419;1855.4771;2994.5506;1855.7676
2082860.0;2994.0867;1855.0106;2993.7105;1854.5963;2992.7914;1855.4059;3005.1282;1848.5379;2999.6937;1850.9392;2997.8107;1855.3026;2994.4681;1855.8796
2082880.0;2994.0132;1855.0725;2993.7592;1854.5825;2992.7726;1855.3756;3005.0922;1848.5949;2999.7108;1850.9358;2997.7771;1855.0921;2994.3879;1855.9952
2082900.0;2993.9708;1855.0908;2993.811;1854.5596;2992.7602;1855.3567;3005.0434;1848.6971;2999.6912;1850.9399;2997.7435;1854.8497;2994.3129;1856.1155
2082920.0;2993.9508;1855.074;2993.8628;1854.5266;2992.7522;1855.3476;3004.9906;1848.8228;2999.643;1850.9587;2997.7091;1854.5881;2994.2467;1856.2335
2082940.0;2993.9408;1855.0339;2993.913;1854.4879;2992.7442;1855.345;3004.9417;1848.9567;2999.5761;1850.9895;2997.6713;1854.331;2994.1922;1856.3375
2082960.0;2993.9284;1854.9802;2993.961;1854.4503;2992.7318;1855.3476;3004.8997;1849.0926;2999.5004;1851.023;2997.6297;1854.1055;2994.1512;1856.4199
2082980.0;2993.9068;1854.92;2994.0075;1854.4158;2992.7131;1855.3567;3004.8642;1849.2284;2999.4265;1851.0497;2997.5882;1853.9309;2994.1246;1856.4823
2083000.0;2993.8754;1854.8603;2994.053;1854.3814;2992.6895;1855.3758;3004.834;1849.3604;2999.3637;1851.0653;2997.5523;1853.8107;2994.1119;1856.5296
2083020.0;2993.8378;1854.8101;2994.0963;1854.3437;2992.6659;1855.4072;3004.8073;1849.4839;2999.3171;1851.0688;2997.5234;1853.7365;2994.1101;1856.5625
2083040.0;2993.7979;1854.7764;2994.1324;1854.3051;2992.6472;1855.4488;3004.7781;1849.5952;2999.2831;1851.0601;2997.4989;1853.6936;2994.1125;1856.5762
2083060.0;2993.7586;1854.7574;2994.1551;1854.272;2992.6356;1855.4956;3004.7373;1849.694;2999.2496;1851.0387;2997.4773;1853.6673;2994.1112;1856.5698
2083080.0;2993.7233;1854.7448;2994.1623;1854.2496;2992.6298;1855.5431;3004.6791;1849.7804;2999.2008;1851.0062;2997.4632;1853.6489;2994.101;1856.5518
2083100.0;2993.6969;1854.734;2994.1584;1854.2376;2992.6276;1855.5896;3004.6078;1849.854;2999.1247;1850.9692;2997.4662;1853.6431;2994.0823;1856.5341
2083120.0;2993.6829;1854.7321;2994.1524;1854.2322;2992.6269;1855.634;3004.5376;1849.9152;2999.0187;1850.9366;2997.4917;1853.6692;2994.0617;1856.5217
2083140.0;2993.6795;1854.7544;2994.1525;1854.2291;2992.6268;1855.6735;3004.4841;1849.9672;2998.8896;1850.9141;2997.5332;1853.7485;2994.0491;1856.509
2083160.0;2993.6775;1854.8118;2994.1631;1854.2242;2992.6268;1855.7055;3004.4555;1850.016;2998.7478;1850.9021;2997.5721;1853.8827;2994.0525;1856.4864
2083180.0;2993.666;1854.9058;2994.1832;1854.2134;2992.6268;1855.7315;3004.4522;1850.0667;2998.6001;1850.8971;2997.5868;1854.043;2994.0746;1856.4495
2083200.0;2993.6396;1855.029;2994.2076;1854.1932;2992.6268;1855.7572;3004.4698;1850.1236;2998.4461;1850.8955;2997.5657;1854.1821;2994.1115;1856.4011
2083220.0;2993.6018;1855.1707;2994.2298;1854.1638;2992.6268;1855.7881;3004.503;1850.1915;2998.2822;1850.8953;2997.5125;1854.2579;2994.1546;1856.3484
2083240.0;2993.5602;1855.3194;2994.2461;1854.1303;2992.6268;1855.8237;3004.5448;1850.2753;2998.1091;1850.8963;2997.4395;1854.2497;2994.1945;1856.2971
2083260.0;2993.5182;1855.4678;2994.2576;1854.0999;2992.6268;1855.8577;3004.5872;1850.3743;2997.9365;1850.8996;2997.3554;1854.1622;2994.2248;1856.2487
2083280.0;2993.4715;1855.6156;2994.2692;1854.0766;2992.6268;1855.8819;3004.6231;1850.4793;2997.7789;1850.9081;2997.2606;1854.0232;2994.2434;1856.2021
2083300.0;2993.4107;1855.7678;2994.2855;1854.0583;2992.6268;1855.8907;3004.6498;1850.5761;2997.6469;1850.9253;2997.1502;1853.8761;2994.2526;1856.1581
2083320.0;2993.3273;1855.9294;2994.3078;1854.0398;2992.6268;1855.8819;3004.6694;1850.656;2997.5404;1850.9529;2997.0207;1853.761;2994.2563;1856.1192
2083340.0;2993.2173;1856.1017;2994.3329;1854.0193;2992.6268;1855.8577;3004.6876;1850.7205;2997.4513;1850.9885;2996.8731;1853.6954;2994.2574;1856.085
2083360.0;2993.0809;1856.2827;2994.355;1854.0014;2992.6269;1855.8241;3004.7086;1850.7791;2997.3717;1851.0274;2996.7112;1853.6708;2994.2582;1856.0512
2083380.0;2992.9218;1856.4711;2994.3702;1853.9941;2992.6276;1855.7905;3004.7329;1850.8424;2997.2975;1851.0683;2996.5399;1853.6672;2994.2604;1856.0114
2083400.0;2992.7469;1856.6679;2994.3785;1854.0012;2992.63;1855.7665;3004.7566;1850.9163;2997.2243;1851.1195;2996.3649;1853.6676;2994.2669;1855.9628
2083420.0;2992.565;1856.875;2994.3825;1854.0177;2992.6364;1855.7587;3004.7752;1851.0024;2997.1408;1851.1973;2996.1916;1853.6617;2994.2818;1855.9056
2083440.0;2992.3826;1857.0912;2994.3859;1854.0335;2992.6505;1855.7706;3004.7869;1851.1004;2997.0316;1851.3125;2996.0252;1853.6393;2994.3074;1855.8407
2083460.0;2992.2005;1857.3083;2994.3919;1854.0389;2992.6756;1855.8035;3004.7927;1851.21;2996.8893;1851.4578;2995.8719;1853.5876;2994.3387;1855.7705
2083480.0;2992.0162;1857.5137;2994.4039;1854.0291;2992.7132;1855.8563;3004.7949;1851.3294;2996.7224;1851.6093;2995.7403;1853.4944;2994.361;1855.7006
2083500.0;2991.83;1857.6979;2994.4236;1854.0047;2992.7619;1855.9254;3004.7956;1851.4527;2996.5485;1851.742;2995.6393;1853.3577;2994.3561;1855.6397
2083520.0;2991.6475;1857.8606;2994.4506;1853.9709;2992.8181;1856.0051;3004.7957;1851.5699;2996.383;1851.8435;2995.5728;1853.1909;2994.3144;1855.5947
2083540.0;2991.4772;1858.0087;2994.4824;1853.9363;2992.8785;1856.0906;3004.7957;1851.6707;2996.2317;1851.9142;2995.536;1853.017;2994.2403;1855.5673
2083560.0;2991.3217;1858.148;2994.517;1853.9087;2992.9405;1856.1777;3004.7957;1851.7507;2996.0913;1851.958;2995.5186;1852.8558;2994.1463;1855.554
2083580.0;2991.1735;1858.2771;2994.5529;1853.8915;2993.0031;1856.2617;3004.7956;1851.813;2995.9539;1851.9776;2995.5093;1852.7171;2994.0418;1855.5502
2083600.0;2991.0211;1858.3891;2994.5887;1853.883;2993.0657;1856.3362;3004.7949;1851.8654;2995.8152;1851.9717;2995.4998;1852.6047;2993.9282;1855.5536
2083620.0;2990.8592;1858.4796;2994.6225;1853.8797;2993.1277;1856.3949;3004.7927;1851.9145;2995.6824;1851.9367;2995.4855;1852.5232;2993.803;1855.5656
2083640.0;2990.6933;1858.5494;2994.6513;1853.8786;2993.1882;1856.4344;3004.7869;1851.9634;2995.5729;1851.8689;2995.4667;1852.4797;2993.6677;1855.5897
2083660.0;2990.5337;1858.6019;2994.6715;1853.8784;2993.2452;1856.4557;3004.7751;1852.0142;2995.5032;1851.7698;2995.4495;1852.4793;2993.5285;1855.6269
2083680.0;2990.386;1858.64;2994.6798;1853.8784;2993.2961;1856.4625;3004.7557;1852.0705;2995.4771;1851.6497;2995.4415;1852.5208;2993.3924;1855.6743
2083700.0;2990.2493;1858.6677;2994.676;1853.8784;2993.3395;1856.457;3004.7299;1852.1345;2995.485;1851.5234;2995.4448;1852.5954;2993.2633;1855.7244
2083720.0;2990.1196;1858.6927;2994.6643;1853.8784;2993.3761;1856.4389;3004.7006;1852.2037;2995.514;1851.4025;2995.4525;1852.6897;2993.1428;1855.7675
2083740.0;2989.9942;1858.7252;2994.6514;1853.8784;2993.4081;1856.4078;3004.6703;1852.2699;2995.5567;1851.2916;2995.4526;1852.7905;2993.0318;1855.7941
2083760.0;2989.8732;1858.7725;2994.642;1853.8784;2993.436;1856.3662;3004.64;1852.3238;2995.6113;1851.1911;2995.4359;1852.8885;2992.9292;1855.7987
2083780.0;2989.7609;1858.8346;2994.6369;1853.8786;2993.4569;1856.3194;3004.6106;1852.3607;2995.6762;1851.1014;2995.4013;1852.979;2992.8325;1855.7841
2083800.0;2989.6647;1858.9031;2994.6348;1853.8797;2993.467;1856.2721;3004.5848;1852.3816;2995.7454;1851.0257;2995.3537;1853.061;2992.7384;1855.7584
2083820.0;2989.5931;1858.9663;2994.6341;1853.883;2993.4666;1856.2266;3004.5653;1852.3914;2995.8102;1850.9674;2995.298;1853.1379;2992.6467;1855.7272
2083840.0;2989.5521;1859.0142;2994.634;1853.8915;2993.4628;1856.1857;3004.5528;1852.3959;2995.8654;1850.926;2995.2363;1853.2165;2992.5596;1855.6889
2083860.0;2989.5423;1859.0439;2994.634;1853.9087;2993.4666;1856.1558;3004.5448;1852.3999;2995.9117;1850.8953;2995.169;1853.3058;2992.4778;1855.638
2083880.0;2989.5586;1859.0588;2994.634;1853.9363;2993.4863;1856.1445;3004.5368;1852.4078;2995.9543;1850.8635;2995.0984;1853.4125;2992.3977;1855.573
2083900.0;2989.5904;1859.0647;2994.634;1853.9711;2993.5234;1856.1558;3004.5243;1852.4235;2996.0005;1850.8181;2995.0289;1853.5387;2992.3125;1855.4987
2083920.0;2989.624;1859.0665;2994.634;1854.0059;2993.5739;1856.1857;3004.5048;1852.4493;2996.0578;1850.7511;2994.9657;1853.6829;2992.2159;1855.4221
2083940.0;2989.6451;1859.0669;2994.634;1854.0335;2993.632;1856.2266;3004.479;1852.4839;2996.1314;1850.6633;2994.9169;1853.8416;2992.1045;1855.3472
2083960.0;2989.644;1859.0673;2994.634;1854.0507;2993.6935;1856.2721;3004.4497;1852.5238;2996.2196;1850.5652;2994.8944;1854.0107;2991.9768;1855.2736
2083980.0;2989.6186;1859.0689;2994.634;1854.0592;2993.7567;1856.3194;3004.4195;1852.5658;2996.3112;1850.4707;2994.9074;1854.1832;2991.8319;1855.2
2084000.0;2989.5742;1859.0743;2994.634;1854.0625;2993.8214;1856.3664;3004.3899;1852.6089;2996.3913;1850.3893;2994.9531;1854.3478;2991.6717;1855.1265
2084020.0;2989.5179;1859.0882;2994.634;1854.0635;2993.8885;1856.4091;3004.3628;1852.6514;2996.4493;1850.3226;2995.0146;1854.4923;2991.5041;1855.0552
2084040.0;2989.4549;1859.1172;2994.634;1854.0637;2993.9584;1856.4437;3004.3427;1852.6892;2996.4823;1850.2702;2995.0718;1854.6078;2991.3444;1854.9854
2084060.0;2989.3868;1859.1673;2994.634;1854.0637;2994.0282;1856.4714;3004.335;1852.7179;2996.4915;1850.2355;2995.1137;1854.6912;2991.2097;1854.9143
2084080.0;2989.3134;1859.2415;2994.634;1854.0637;2994.0912;1856.4981;3004.3419;1852.7364;2996.476;1850.2258;2995.1398;1854.7417;2991.1112;1854.8398
2084100.0;2989.2346;1859.3385;2994.634;1854.0637;2994.1402;1856.5303;3004.3597;1852.7485;2996.4292;1850.2472;2995.1535;1854.7602;2991.0494;1854.7647
2084120.0;2989.1503;1859.4511;2994.634;1854.0637;2994.1743;1856.5692;3004.381;1852.7612;2996.3412;1850.2993;2995.1553;1854.7487;2991.0171;1854.6951
2084140.0;2989.0596;1859.5681;2994.634;1854.0637;2994.2008;1856.6119;3004.399;1852.7814;2996.2073;1850.3757;2995.1434;1854.7121;2991.0039;1854.6348
2084160.0;2988.9606;1859.6781;2994.634;1854.0637;2994.2296;1856.655;3004.4105;1852.8129;2996.0357;1850.466;2995.1168;1854.6558;2991.0023;1854.5826
2084180.0;2988.8522;1859.7772;2994.634;1854.0637;2994.2648;1856.697;3004.4163;1852.8548;2995.8502;1850.5547;2995.0761;1854.5844;2991.009;1854.5347
2084200.0;2988.7357;1859.8711;2994.6339;1854.0639;2994.3027;1856.7368;3004.4185;1852.9026;2995.6803;1850.6217;2995.023;1854.4997;2991.0242;1854.4902
2084220.0;2988.6147;1859.9703;2994.6332;1854.0648;2994.3359;1856.7715;3004.4192;1852.9534;2995.5483;1850.6479;2994.9613;1854.4039;2991.0474;1854.4507
2084240.0;2988.4945;1860.084;2994.6309;1854.0678;2994.3598;1856.7973;3004.4194;1853.0084;2995.4607;1850.6262;2994.8981;1854.3018;2991.0759;1854.4158
2084260.0;2988.3815;1860.2144;2994.6252;1854.0755;2994.3743;1856.813;3004.4194;1853.07;2995.4085;1850.5677;2994.8428;1854.198;2991.1061;1854.3814
2084280.0;2988.2836;1860.3568;2994.6134;1854.091;2994.383;1856.8207;3004.4194;1853.137;2995.3759;1850.494;2994.8032;1854.0937;2991.1368;1854.3437
2084300.0;2988.2082;1860.501;2994.594;1854.1158;2994.3911;1856.8236;3004.4194;1853.2037;2995.3484;1850.4236;2994.7822;1853.9883;2991.1681;1854.3055
2084320.0;2988.1582;1860.6369;2994.5682;1854.1471;2994.4033;1856.8246;3004.4194;1853.2646;2995.3183;1850.3631;2994.7788;1853.8836;2991.1997;1854.274
2084340.0;2988.1314;1860.7593;2994.5389;1854.1785;2994.4214;1856.8248;3004.4194;1853.3197;2995.2827;1850.3108;2994.7906;1853.7854;2991.2299;1854.2566
