Time(sentisec);X_A(m);Y_A(m);X_L(m);Y_L(m);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_E(m);Y_E(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m)
2385220.0;2996.9444;1858.3931;2997.4025;1853.466;3012.4959;1836.65;2996.0183;1853.1413;2996.5459;1853.474;2881.4751;1835.8463;2992.7818;1845.5492;3003.5663;1845.7835;2997.3311;1859.252;2999.3621;1856.6002
2385240.0;2996.9308;1858.5441;2997.4321;1853.4611;3012.5232;1836.6232;2996.1203;1853.0617;2996.4877;1853.4693;2881.4751;1835.874;2992.86;1845.6772;3003.5879;1845.7547;2997.3077;1859.2522;2999.3837;1856.6279
2385240.0;2996.9308;1858.5441;2997.4321;1853.4611;3012.5232;1836.6232;2996.1203;1853.0617;2996.4877;1853.4693;2881.4751;1835.874;2992.86;1845.6772;3003.5879;1845.7547;2997.3077;1859.2522;2999.3837;1856.6279
2385260.0;2996.9158;1858.6695;2997.4563;1853.4514;3012.554;1836.6164;2996.2252;1852.9919;2996.4449;1853.4676;2881.4751;1835.8923;2992.9459;1845.8415;3003.5735;1845.7168;2997.289;1859.2522;2999.4012;1856.646
2385260.0;2996.9158;1858.6695;2997.4563;1853.4514;3012.554;1836.6164;2996.2252;1852.9919;2996.4449;1853.4676;2881.4751;1835.8923;2992.9459;1845.8415;3003.5735;1845.7168;2997.289;1859.2522;2999.4012;1856.646
2385280.0;2996.9037;1858.7728;2997.4565;1853.4491;3012.5824;1836.6222;2996.3182;1852.9328;2996.419;1853.4573;2881.4751;1835.9041;2993.0383;1846.0371;3003.5015;1845.681;2997.2774;1859.2522;2999.4188;1856.6575
2385280.0;2996.9037;1858.7728;2997.4565;1853.4491;3012.5824;1836.6222;2996.3182;1852.9328;2996.419;1853.4573;2881.4751;1835.9041;2993.0383;1846.0371;3003.5015;1845.681;2997.2774;1859.2522;2999.4188;1856.6575
2385300.0;2996.8967;1858.8605;2997.4271;1853.4593;3012.6106;1836.6303;2996.3795;1852.8817;2996.4094;1853.4346;2881.4751;1835.9159;2993.1263;1846.2581;3003.3729;1845.6548;2997.2717;1859.2522;2999.4404;1856.6685
2385300.0;2996.8967;1858.8605;2997.4271;1853.4593;3012.6106;1836.6303;2996.3795;1852.8817;2996.4094;1853.4346;2881.4751;1835.9159;2993.1263;1846.2581;3003.3729;1845.6548;2997.2717;1859.2522;2999.4404;1856.6685
2385320.0;2996.8938;1858.9411;2997.3791;1853.4767;3012.6467;1836.632;2996.3945;1852.8403;2996.4141;1853.4012;2881.4751;1835.9342;2993.1895;1846.5022;3003.2138;1845.6392;2997.2702;1859.2522;2999.467;1856.6852
2385320.0;2996.8938;1858.9411;2997.3791;1853.4767;3012.6467;1836.632;2996.3945;1852.8403;2996.4141;1853.4012;2881.4751;1835.9342;2993.1895;1846.5022;3003.2138;1845.6392;2997.2702;1859.2522;2999.467;1856.6852
2385340.0;2996.8938;1859.0209;2997.3315;1853.4909;3012.6985;1836.6221;2996.3618;1852.8172;2996.4295;1853.3627;2881.4751;1835.9619;2993.2094;1846.7687;3003.0609;1845.6307;2997.2717;1859.2522;2999.4972;1856.7112
2385340.0;2996.8938;1859.0209;2997.3315;1853.4909;3012.6985;1836.6221;2996.3618;1852.8172;2996.4295;1853.3627;2881.4751;1835.9619;2993.2094;1846.7687;3003.0609;1845.6307;2997.2717;1859.2522;2999.4972;1856.7112
2385360.0;2996.8967;1859.0997;2997.2974;1853.4964;3012.7696;1836.5968;2996.2941;1852.8222;2996.4501;1853.3242;2881.4751;1835.9967;2993.1847;1847.0533;3002.9392;1845.6255;2997.2774;1859.2522;2999.5298;1856.7459
2385360.0;2996.8967;1859.0997;2997.2974;1853.4964;3012.7696;1836.5968;2996.2941;1852.8222;2996.4501;1853.3242;2881.4751;1835.9967;2993.1847;1847.0533;3002.9392;1845.6255;2997.2774;1859.2522;2999.5298;1856.7459
2385380.0;2996.904;1859.1738;2997.2792;1853.4953;3012.8593;1836.5549;2996.2113;1852.8589;2996.4678;1853.2906;2881.4751;1836.0316;2993.1364;1847.3467;3002.852;1845.6222;2997.289;1859.2522;2999.5658;1856.7858
2385380.0;2996.904;1859.1738;2997.2792;1853.4953;3012.8593;1836.5549;2996.2113;1852.8589;2996.4678;1853.2906;2881.4751;1836.0316;2993.1364;1847.3467;3002.852;1845.6222;2997.289;1859.2522;2999.5658;1856.7858
2385400.0;2996.9169;1859.2403;2997.2716;1853.4925;3012.9634;1836.4976;2996.13;1852.923;2996.4748;1853.2679;2881.4749;1836.0593;2993.1083;1847.6287;3002.7903;1845.6195;2997.3077;1859.2522;2999.607;1856.828
2385400.0;2996.9169;1859.2403;2997.2716;1853.4925;3012.9634;1836.4976;2996.13;1852.923;2996.4748;1853.2679;2881.4749;1836.0593;2993.1083;1847.6287;3002.7903;1845.6195;2997.3077;1859.2522;2999.607;1856.828
2385420.0;2996.9342;1859.2977;2997.2691;1853.4906;3013.0756;1836.4285;2996.0585;1853.0063;2996.4678;1853.2634;2881.4743;1836.0774;2993.1585;1847.8566;3002.749;1845.6127;2997.3313;1859.2522;2999.6521;1856.8721
2385420.0;2996.9342;1859.2977;2997.2691;1853.4906;3013.0756;1836.4285;2996.0585;1853.0063;2996.4678;1853.2634;2881.4743;1836.0774;2993.1585;1847.8566;3002.749;1845.6127;2997.3313;1859.2522;2999.6521;1856.8721
2385440.0;2996.9525;1859.3448;2997.2682;1853.4897;3013.1882;1836.3505;2995.9997;1853.1008;2996.45;1853.2788;2881.472;1836.0889;2993.3369;1847.9696;3002.7326;1845.5974;2997.3548;1859.2522;2999.6973;1856.9179
2385440.0;2996.9525;1859.3448;2997.2682;1853.4897;3013.1882;1836.3505;2995.9997;1853.1008;2996.45;1853.2788;2881.472;1836.0889;2993.3369;1847.9696;3002.7326;1845.5974;2997.3548;1859.2522;2999.6973;1856.9179
2385460.0;2996.9688;1859.3796;2997.2669;1853.4893;3013.2937;1836.2693;2995.9552;1853.1995;2996.4287;1853.3038;2881.4663;1836.0999;2993.6491;1847.9281;3002.7492;1845.5721;2997.3735;1859.2522;2999.7384;1856.9642
2385460.0;2996.9688;1859.3796;2997.2669;1853.4893;3013.2937;1836.2693;2995.9552;1853.1995;2996.4287;1853.3038;2881.4663;1836.0999;2993.6491;1847.9281;3002.7492;1845.5721;2997.3735;1859.2522;2999.7384;1856.9642
2385480.0;2996.9844;1859.4018;2997.2624;1853.4893;3013.3875;1836.1928;2995.9281;1853.2938;2996.4108;1853.3181;2881.4545;1836.1164;2994.0348;1847.7617;3002.8039;1845.5366;2997.3851;1859.2522;2999.7745;1857.0101
2385480.0;2996.9844;1859.4018;2997.2624;1853.4893;3013.3875;1836.1928;2995.9281;1853.2938;2996.4108;1853.3181;2881.4545;1836.1164;2994.0348;1847.7617;3002.8039;1845.5366;2997.3851;1859.2522;2999.7745;1857.0101
2385500.0;2997.0036;1859.4147;2997.2506;1853.4889;3013.4691;1836.1272;2995.9221;1853.3736;2996.4;1853.3025;2881.4351;1836.1414;2994.3947;1847.5701;3002.8968;1845.4877;2997.3909;1859.2522;2999.8071;1857.0562
2385500.0;2997.0036;1859.4147;2997.2506;1853.4889;3013.4691;1836.1272;2995.9221;1853.3736;2996.4;1853.3025;2881.4351;1836.1414;2994.3947;1847.5701;3002.8968;1845.4877;2997.3909;1859.2522;2999.8071;1857.0562
2385520.0;2997.0291;1859.4242;2997.2261;1853.4875;3013.5408;1836.0725;2995.941;1853.4305;2996.3964;1853.2514;2881.4093;1836.1728;2994.6522;1847.4583;3003.0232;1845.4199;2997.3931;1859.2522;2999.8372;1857.1032
2385520.0;2997.0291;1859.4242;2997.2261;1853.4875;3013.5408;1836.0725;2995.941;1853.4305;2996.3964;1853.2514;2881.4093;1836.1728;2994.6522;1847.4583;3003.0232;1845.4199;2997.3931;1859.2522;2999.8372;1857.1032
2385540.0;2997.0594;1859.4377;2997.1852;1853.4833;3013.606;1836.0257;2995.9875;1853.4629;2996.3992;1853.1763;2881.3799;1836.2041;2994.7929;1847.4724;3003.1741;1845.3323;2997.3938;1859.2522;2999.8639;1857.1507
2385540.0;2997.0594;1859.4377;2997.1852;1853.4833;3013.606;1836.0257;2995.9875;1853.4629;2996.3992;1853.1763;2881.3799;1836.2041;2994.7929;1847.4724;3003.1741;1845.3323;2997.3938;1859.2522;2999.8639;1857.1507
2385560.0;2997.0895;1859.4605;2997.1285;1853.474;3013.6665;1835.9875;2996.0614;1853.4746;2996.4079;1853.0976;2881.3495;1836.2291;2994.852;1847.5935;3003.3361;1845.2301;2997.394;1859.2522;2999.8855;1857.1982
2385560.0;2997.0895;1859.4605;2997.1285;1853.474;3013.6665;1835.9875;2996.0614;1853.4746;2996.4079;1853.0976;2881.3495;1836.2291;2994.852;1847.5935;3003.3361;1845.2301;2997.394;1859.2522;2999.8855;1857.1982
2385580.0;2997.1139;1859.4935;2997.0614;1853.4579;3013.7213;1835.965;2996.1574;1853.4703;2996.4207;1853.0321;2881.3185;1836.2456;2994.878;1847.7807;3003.4923;1845.1208;2997.394;1859.2522;2999.903;1857.2459
2385580.0;2997.1139;1859.4935;2997.0614;1853.4579;3013.7213;1835.965;2996.1574;1853.4703;2996.4207;1853.0321;2881.3185;1836.2456;2994.878;1847.7807;3003.4923;1845.1208;2997.394;1859.2522;2999.903;1857.2459
2385600.0;2997.1299;1859.5322;2996.9888;1853.4383;3013.7689;1835.9646;2996.2666;1853.4534;2996.4326;1852.9854;2881.2869;1836.2566;2994.9089;1848.0078;3003.6272;1845.0074;2997.394;1859.2522;2999.9205;1857.2927
2385600.0;2997.1299;1859.5322;2996.9888;1853.4383;3013.7689;1835.9646;2996.2666;1853.4534;2996.4326;1852.9854;2881.2869;1836.2566;2994.9089;1848.0078;3003.6272;1845.0074;2997.394;1859.2522;2999.9205;1857.2927
2385620.0;2997.1386;1859.5703;2996.9112;1853.4221;3013.8089;1835.9853;2996.3788;1853.4289;2996.4375;1852.9517;2881.2553;1836.2681;2994.9655;1848.2707;3003.7321;1844.89;2997.394;1859.2522;2999.9414;1857.3344
2385620.0;2997.1386;1859.5703;2996.9112;1853.4221;3013.8089;1835.9853;2996.3788;1853.4289;2996.4375;1852.9517;2881.2553;1836.2681;2994.9655;1848.2707;3003.7321;1844.89;2997.394;1859.2522;2999.9414;1857.3344
2385640.0;2997.1431;1859.6065;2996.824;1853.4162;3013.8442;1836.0173;2996.4863;1853.4064;2996.4327;1852.919;2881.2242;1836.2863;2995.0558;1848.5712;3003.8076;1844.7714;2997.394;1859.2522;2999.9658;1857.3657
2385640.0;2997.1431;1859.6065;2996.824;1853.4162;3013.8442;1836.0173;2996.4863;1853.4064;2996.4327;1852.919;2881.2242;1836.2863;2995.0558;1848.5712;3003.8076;1844.7714;2997.394;1859.2522;2999.9658;1857.3657
2385660.0;2997.1476;1859.6465;2996.7209;1853.422;3013.8763;1836.0483;2996.5844;1853.3972;2996.4215;1852.8765;2881.193;1836.314;2995.1768;1848.9098;3003.86;1844.6626;2997.394;1859.2522;2999.9902;1857.3848
2385660.0;2997.1476;1859.6465;2996.7209;1853.422;3013.8763;1836.0483;2996.5844;1853.3972;2996.4215;1852.8765;2881.193;1836.314;2995.1768;1848.9098;3003.86;1844.6626;2997.394;1859.2522;2999.9902;1857.3848
2385680.0;2997.156;1859.6974;2996.5983;1853.4386;3013.9015;1836.0703;2996.6708;1853.4064;2996.4108;1852.8198;2881.1615;1836.349;2995.3212;1849.2835;3003.8955;1844.5794;2997.394;1859.2522;3000.0111;1857.3942
2385680.0;2997.156;1859.6974;2996.5983;1853.4386;3013.9015;1836.0703;2996.6708;1853.4064;2996.4108;1852.8198;2881.1615;1836.349;2995.3212;1849.2835;3003.8955;1844.5794;2997.394;1859.2522;3000.0111;1857.3942
2385700.0;2997.1712;1859.7611;2996.4578;1853.4707;3013.9083;1836.0823;2996.7426;1853.4285;2996.4072;1852.7528;2881.1299;1836.385;2995.481;1849.6877;3003.9181;1844.5332;2997.394;1859.2522;3000.0285;1857.3978
2385700.0;2997.1712;1859.7611;2996.4578;1853.4707;3013.9083;1836.0823;2996.7426;1853.4285;2996.4072;1852.7528;2881.1299;1836.385;2995.481;1849.6877;3003.9181;1844.5332;2997.394;1859.2522;3000.0285;1857.3978
2385720.0;2997.1933;1859.8317;2996.3042;1853.5306;3013.8838;1836.0874;2996.7945;1853.452;2996.4136;1852.6845;2881.0989;1836.4162;2995.6504;1850.1082;3003.9336;1844.5203;2997.394;1859.2522;3000.0461;1857.399
2385720.0;2997.1933;1859.8317;2996.3042;1853.5306;3013.8838;1836.0874;2996.7945;1853.452;2996.4136;1852.6845;2881.0989;1836.4162;2995.6504;1850.1082;3003.9336;1844.5203;2997.394;1859.2522;3000.0461;1857.399
2385740.0;2997.2183;1859.8998;2996.1412;1853.6327;3013.822;1836.0888;2996.8211;1853.4662;2996.4295;1852.622;2881.0684;1836.4428;2995.8201;1850.5198;3003.9493;1844.5216;2997.3941;1859.2522;3000.0676;1857.3992
2385740.0;2997.2183;1859.8998;2996.1412;1853.6327;3013.822;1836.0888;2996.8211;1853.4662;2996.4295;1852.622;2881.0684;1836.4428;2995.8201;1850.5198;3003.9493;1844.5216;2997.3941;1859.2522;3000.0676;1857.3992
2385760.0;2997.2407;1859.9598;2995.9693;1853.7891;3013.7289;1836.0882;2996.8226;1853.4654;2996.4501;1852.5663;2881.0389;1836.4702;2995.971;1850.8901;3003.9698;1844.5113;2997.3948;1859.2522;3000.0942;1857.3992
2385760.0;2997.2407;1859.9598;2995.9693;1853.7891;3013.7289;1836.0882;2996.8226;1853.4654;2996.4501;1852.5663;2881.0389;1836.4702;2995.971;1850.8901;3003.9698;1844.5113;2997.3948;1859.2522;3000.0942;1857.3992
2385780.0;2997.257;1860.0119;2995.7881;1854.005;3013.62;1836.0848;2996.8057;1853.4481;2996.4678;1852.5121;2881.0124;1836.5038;2996.0744;1851.1954;3003.9939;1844.4725;2997.3971;1859.2522;3000.1236;1857.3992
2385780.0;2997.257;1860.0119;2995.7881;1854.005;3013.62;1836.0848;2996.8057;1853.4481;2996.4678;1852.5121;2881.0124;1836.5038;2996.0744;1851.1954;3003.9939;1844.4725;2997.3971;1859.2522;3000.1236;1857.3992
2385800.0;2997.2685;1860.0594;2995.6011;1854.2722;3013.5153;1836.0763;2996.7786;1853.4152;2996.4748;1852.4537;2880.9908;1836.5434;2996.1081;1851.4291;3004.0167;1844.405;2997.4028;1859.2522;3000.1541;1857.3994
2385800.0;2997.2685;1860.0594;2995.6011;1854.2722;3013.5153;1836.0763;2996.7786;1853.4152;2996.4748;1852.4537;2880.9908;1836.5434;2996.1081;1851.4291;3004.0167;1844.405;2997.4028;1859.2522;3000.1541;1857.3994
2385820.0;2997.28;1860.1027;2995.4154;1854.5659;3013.4297;1836.0593;2996.7448;1853.3702;2996.4678;1852.3901;2880.9733;1836.5829;2996.0768;1851.5991;3004.0353;1844.3216;2997.4145;1859.252;3000.1851;1857.4004
2385820.0;2997.28;1860.1027;2995.4154;1854.5659;3013.4297;1836.0593;2996.7448;1853.3702;2996.4678;1852.3901;2880.9733;1836.5829;2996.0768;1851.5991;3004.0353;1844.3216;2997.4145;1859.252;3000.1851;1857.4004
2385840.0;2997.2963;1860.1386;2995.2385;1854.8503;3013.3695;1836.0328;2996.7022;1853.3184;2996.4499;1852.3258;2880.9559;1836.6165;2996.0135;1851.7228;3004.053;1844.2362;2997.4331;1859.251;3000.2167;1857.4037
2385840.0;2997.2963;1860.1386;2995.2385;1854.8503;3013.3695;1836.0328;2996.7022;1853.3184;2996.4499;1852.3258;2880.9559;1836.6165;2996.0135;1851.7228;3004.053;1844.2362;2997.4331;1859.251;3000.2167;1857.4037
2385860.0;2997.319;1860.1664;2995.0765;1855.0965;3013.3318;1836.0016;2996.6471;1853.2655;2996.4278;1852.2659;2880.935;1836.644;2995.9583;1851.823;3004.0757;1844.1575;2997.4567;1859.2477;3000.2483;1857.4122
2385860.0;2997.319;1860.1664;2995.0765;1855.0965;3013.3318;1836.0016;2996.6471;1853.2655;2996.4278;1852.2659;2880.935;1836.644;2995.9583;1851.823;3004.0757;1844.1575;2997.4567;1859.2477;3000.2483;1857.4122
2385880.0;2997.3452;1860.1909;2994.9351;1855.2958;3013.3109;1835.9777;2996.5784;1853.2177;2996.4076;1852.2116;2880.9105;1836.6706;2995.9336;1851.921;3004.1103;1844.0912;2997.4803;1859.2392;3000.2793;1857.4295
2385880.0;2997.3452;1860.1909;2994.9351;1855.2958;3013.3109;1835.9777;2996.5784;1853.2177;2996.4076;1852.2116;2880.9105;1836.6706;2995.9336;1851.921;3004.1103;1844.0912;2997.4803;1859.2392;3000.2793;1857.4295
2385900.0;2997.3707;1860.2215;2994.8206;1855.4554;3013.3015;1835.9764;2996.5006;1853.1806;2996.3904;1852.16;2880.8861;1836.7018;2995.938;1852.0309;3004.1629;1844.0409;2997.4989;1859.2219;3000.3097;1857.457
2385900.0;2997.3707;1860.2215;2994.8206;1855.4554;3013.3015;1835.9764;2996.5006;1853.1806;2996.3904;1852.16;2880.8861;1836.7018;2995.938;1852.0309;3004.1629;1844.0409;2997.4989;1859.2219;3000.3097;1857.457
2385920.0;2997.3937;1860.2659;2994.7378;1855.5853;3013.298;1836.0145;2996.4232;1853.1567;2996.3729;1852.109;2880.8652;1836.7379;2995.9535;1852.1565;3004.2409;1844.0023;2997.5106;1859.1944;3000.3391;1857.4918
2385920.0;2997.3937;1860.2659;2994.7378;1855.5853;3013.298;1836.0145;2996.4232;1853.1567;2996.3729;1852.109;2880.8652;1836.7379;2995.9535;1852.1565;3004.2409;1844.0023;2997.5106;1859.1944;3000.3391;1857.4918
2385940.0;2997.4159;1860.3258;2994.6879;1855.6855;3013.2907;1836.1081;2996.3575;1853.1443;2996.352;1852.0587;2880.8478;1836.7739;2995.9557;1852.3025;3004.3523;1843.9596;2997.5164;1859.1596;3000.365;1857.5267
2385940.0;2997.4159;1860.3258;2994.6879;1855.6855;3013.2907;1836.1081;2996.3575;1853.1443;2996.352;1852.0587;2880.8478;1836.7739;2995.9557;1852.3025;3004.3523;1843.9596;2997.5164;1859.1596;3000.365;1857.5267
2385960.0;2997.4378;1860.3951;2994.6679;1855.7434;3013.2664;1836.2746;2996.3112;1853.1389;2996.3276;1852.0101;2880.8304;1836.8044;2995.9173;1852.4754;3004.5002;1843.893;2997.5186;1859.1247;3000.385;1857.5542
2385960.0;2997.4378;1860.3951;2994.6679;1855.7434;3013.2664;1836.2746;2996.3112;1853.1389;2996.3276;1852.0101;2880.8304;1836.8044;2995.9173;1852.4754;3004.5002;1843.893;2997.5186;1859.1247;3000.385;1857.5542
2385980.0;2997.4547;1860.4621;2994.6733;1855.7422;3013.2135;1836.5277;2996.2853;1853.1352;2996.3032;1851.9634;2880.8095;1836.8293;2995.8096;1852.6811;3004.6772;1843.7907;2997.5193;1859.0972;3000.3991;1857.5714
2385980.0;2997.4547;1860.4621;2994.6733;1855.7422;3013.2135;1836.5277;2996.2853;1853.1352;2996.3032;1851.9634;2880.8095;1836.8293;2995.8096;1852.6811;3004.6772;1843.7907;2997.5193;1859.0972;3000.3991;1857.5714
2386000.0;2997.4587;1860.5118;2994.6985;1855.675;3013.1276;1836.866;2996.2761;1853.1279;2996.2825;1851.9192;2880.7852;1836.8533;2995.6172;1852.9103;3004.8677;1843.6565;2997.5194;1859.08;3000.4106;1857.58
2386000.0;2997.4587;1860.5118;2994.6985;1855.675;3013.1276;1836.866;2996.2761;1853.1279;2996.2825;1851.9192;2880.7852;1836.8533;2995.6172;1852.9103;3004.8677;1843.6565;2997.5194;1859.08;3000.4106;1857.58
2386020.0;2997.4448;1860.5316;2994.7362;1855.5539;3013.0147;1837.262;2996.2795;1853.11;2996.2657;1851.8808;2880.7615;1836.8814;2995.3539;1853.1391;3005.0549;1843.5064;2997.5193;1859.0712;3000.4247;1857.5835
2386020.0;2997.4448;1860.5316;2994.7362;1855.5539;3013.0147;1837.262;2996.2795;1853.11;2996.2657;1851.8808;2880.7615;1836.8814;2995.3539;1853.1391;3005.0549;1843.5064;2997.5193;1859.0712;3000.4247;1857.5835
2386040.0;2997.4161;1860.5178;2994.7771;1855.4061;3012.8893;1837.668;2996.2935;1853.0727;2996.2504;1851.8525;2880.7429;1836.914;2995.0676;1853.3394;3005.2262;1843.3604;2997.5186;1859.0668;3000.4447;1857.5854
2386040.0;2997.4161;1860.5178;2994.7771;1855.4061;3012.8893;1837.668;2996.2935;1853.0727;2996.2504;1851.8525;2880.7429;1836.914;2995.0676;1853.3394;3005.2262;1843.3604;2997.5186;1859.0668;3000.4447;1857.5854
2386060.0;2997.3834;1860.4793;2994.8103;1855.2577;3012.7663;1838.0401;2996.3165;1853.0104;2996.2346;1851.8372;2880.7312;1836.9466;2994.8146;1853.4957;3005.3727;1843.2356;2997.5164;1859.0619;3000.4707;1857.5886
2386060.0;2997.3834;1860.4793;2994.8103;1855.2577;3012.7663;1838.0401;2996.3165;1853.0104;2996.2346;1851.8372;2880.7312;1836.9466;2994.8146;1853.4957;3005.3727;1843.2356;2997.5164;1859.0619;3000.4707;1857.5886
2386080.0;2997.3594;1860.4321;2994.8287;1855.1231;3012.6542;1838.3585;2996.3449;1852.9255;2996.2196;1851.8359;2880.7254;1836.9747;2994.6267;1853.6126;3005.4848;1843.1395;2997.5106;1859.0513;3000.5;1857.5962
2386080.0;2997.3594;1860.4321;2994.8287;1855.1231;3012.6542;1838.3585;2996.3449;1852.9255;2996.2196;1851.8359;2880.7254;1836.9747;2994.6267;1853.6126;3005.4848;1843.1395;2997.5106;1859.0513;3000.5;1857.5962
2386100.0;2997.3519;1860.3907;2994.8333;1855.0056;3012.554;1838.6258;2996.3749;1852.8293;2996.2081;1851.8514;2880.7232;1836.9987;2994.499;1853.7101;3005.5527;1843.0646;2997.4988;1859.0291;3000.5303;1857.6117
2386100.0;2997.3519;1860.3907;2994.8333;1855.0056;3012.554;1838.6258;2996.3749;1852.8293;2996.2081;1851.8514;2880.7232;1836.9987;2994.499;1853.7101;3005.5527;1843.0646;2997.4988;1859.0291;3000.5303;1857.6117
2386120.0;2997.3594;1860.36;2994.8327;1854.9031;3012.4635;1838.8456;2996.4042;1852.7368;2996.1988;1851.8899;2880.7225;1837.0236;2994.4051;1853.8134;3005.572;1842.9921;2997.4795;1858.9903;3000.5606;1857.6365
2386120.0;2997.3594;1860.36;2994.8327;1854.9031;3012.4635;1838.8456;2996.4042;1852.7368;2996.1988;1851.8899;2880.7225;1837.0236;2994.4051;1853.8134;3005.572;1842.9921;2997.4795;1858.9903;3000.5606;1857.6365
2386140.0;2997.3757;1860.3358;2994.8364;1854.8114;3012.3822;1839.0105;2996.4307;1852.6586;2996.1852;1851.9564;2880.7224;1837.0541;2994.3194;1853.9411;3005.5507;1842.9025;2997.4535;1858.9345;3000.5901;1857.6679
2386140.0;2997.3757;1860.3358;2994.8364;1854.8114;3012.3822;1839.0105;2996.4307;1852.6586;2996.1852;1851.9564;2880.7224;1837.0541;2994.3194;1853.9411;3005.5507;1842.9025;2997.4535;1858.9345;3000.5901;1857.6679
2386160.0;2997.3954;1860.3098;2994.8471;1854.7223;3012.3104;1839.1098;2996.4502;1852.5969;2996.1593;1852.0483;2880.7224;1837.0898;2994.2284;1854.1007;3005.5087;1842.7882;2997.4235;1858.8678;3000.6166;1857.6992
2386160.0;2997.3954;1860.3098;2994.8471;1854.7223;3012.3104;1839.1098;2996.4502;1852.5969;2996.1593;1852.0483;2880.7224;1837.0898;2994.2284;1854.1007;3005.5087;1842.7882;2997.4235;1858.8678;3000.6166;1857.6992
2386180.0;2997.4176;1860.2771;2994.8602;1854.6267;3012.2457;1839.1424;2996.4562;1852.5467;2996.1177;1852.1534;2880.7224;1837.1248;2994.1305;1854.2905;3005.4654;1842.6569;2997.3909;1858.7994;3000.6382;1857.724
2386180.0;2997.4176;1860.2771;2994.8602;1854.6267;3012.2457;1839.1424;2996.4562;1852.5467;2996.1177;1852.1534;2880.7224;1837.1248;2994.1305;1854.2905;3005.4654;1842.6569;2997.3909;1858.7994;3000.6382;1857.724
2386200.0;2997.4428;1860.2384;2994.8689;1854.5179;3012.1813;1839.1187;2996.4462;1852.5015;2996.0631;1852.2571;2880.7224;1837.1524;2994.0309;1854.5007;3005.4295;1842.5218;2997.3548;1858.737;3000.6558;1857.7395
2386200.0;2997.4428;1860.2384;2994.8689;1854.5179;3012.1813;1839.1187;2996.4462;1852.5015;2996.0631;1852.2571;2880.7224;1837.1524;2994.0309;1854.5007;3005.4295;1842.5218;2997.3548;1858.737;3000.6558;1857.7395
2386220.0;2997.469;1860.197;2994.8689;1854.3932;3012.1082;1839.0548;2996.427;1852.4573;2996.0021;1852.3494;2880.7224;1837.1696;2993.9353;1854.7174;3005.3971;1842.3931;2997.3137;1858.6813;3000.6732;1857.7474
2386220.0;2997.469;1860.197;2994.8689;1854.3932;3012.1082;1839.0548;2996.427;1852.4573;2996.0021;1852.3494;2880.7224;1837.1696;2993.9353;1854.7174;3005.3971;1842.3931;2997.3137;1858.6813;3000.6732;1857.7474
2386240.0;2997.4913;1860.1539;2994.8605;1854.2541;3012.0223;1838.9665;2996.414;1852.4125;2995.9418;1852.4273;2880.7224;1837.1781;2993.8488;1854.9225;3005.3606;1842.2767;2997.2685;1858.6271;3000.6941;1857.7514
2386240.0;2997.4913;1860.1539;2994.8605;1854.2541;3012.0223;1838.9665;2996.414;1852.4125;2995.9418;1852.4273;2880.7224;1837.1781;2993.8488;1854.9225;3005.3606;1842.2767;2997.2685;1858.6271;3000.6941;1857.7514
2386260.0;2997.5065;1860.1087;2994.8487;1854.1068;3011.9303;1838.867;2996.4237;1852.3639;2995.888;1852.4923;2880.7224;1837.1815;2993.7762;1855.0983;3005.3153;1842.1751;2997.2232;1858.5689;3000.7186;1857.7556
2386260.0;2997.5065;1860.1087;2994.8487;1854.1068;3011.9303;1838.867;2996.4237;1852.3639;2995.888;1852.4923;2880.7224;1837.1815;2993.7762;1855.0983;3005.3153;1842.1751;2997.2232;1858.5689;3000.7186;1857.7556
2386280.0;2997.5147;1860.0621;2994.8425;1853.9648;3011.8489;1838.7637;2996.4642;1852.3072;2995.8451;1852.5462;2880.7225;1837.1825;2993.7231;1855.2305;3005.2623;1842.0858;2997.1814;1858.5064;3000.7434;1857.7643
2386280.0;2997.5147;1860.0621;2994.8425;1853.9648;3011.8489;1838.7637;2996.4642;1852.3072;2995.8451;1852.5462;2880.7225;1837.1825;2993.7231;1855.2305;3005.2623;1842.0858;2997.1814;1858.5064;3000.7434;1857.7643
2386300.0;2997.5181;1860.0166;2994.8507;1853.8463;3011.7928;1838.6533;2996.5298;1852.2406;2995.8175;1852.5892;2880.7232;1837.1827;2993.6908;1855.3126;3005.2047;1842.0008;2997.1429;1858.4458;3000.7655;1857.7815
2386300.0;2997.5181;1860.0166;2994.8507;1853.8463;3011.7928;1838.6533;2996.5298;1852.2406;2995.8175;1852.5892;2880.7232;1837.1827;2993.6908;1855.3126;3005.2047;1842.0008;2997.1429;1858.4458;3000.7655;1857.7815
2386320.0;2997.5192;1859.9741;2994.8754;1853.7667;3011.7646;1838.5257;2996.6039;1852.169;2995.8087;1852.6186;2880.7254;1837.1827;2993.6713;1855.3495;3005.1453;1841.91;2997.1039;1858.3953;3000.7853;1857.8091
2386320.0;2997.5192;1859.9741;2994.8754;1853.7667;3011.7646;1838.5257;2996.6039;1852.169;2995.8087;1852.6186;2880.7254;1837.1827;2993.6713;1855.3495;3005.1453;1841.91;2997.1039;1858.3953;3000.7853;1857.8091
