Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_D(m);Y_D(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_J(m);Y_J(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
5512100.0;2961.6254;1886.3519;2962.2324;1888.6894;2996.9598;1858.785;3003.2643;1850.312;3003.5484;1855.0001;2959.4534;1887.1137;2958.1519;1884.8194;2959.0003;1882.2321;2957.4187;1881.7923
5512120.0;2959.3621;1885.525;2959.9952;1887.8684;2997.0966;1858.708;3003.2444;1850.2695;3003.555;1854.9346;2957.1174;1886.502;2955.8413;1884.1027;2956.7827;1881.7367;2955.3116;1881.3072
5512140.0;2957.1494;1884.53;2957.8258;1886.8907;2997.2127;1858.6369;3003.2233;1850.2164;3003.5594;1854.8911;2954.8275;1885.7155;2953.5901;1883.2233;2954.6213;1881.1137;2953.2427;1880.6596
5512160.0;2955.005;1883.374;2955.7446;1885.7591;2997.3115;1858.5637;3003.2033;1850.158;3003.5502;1854.8789;2952.5926;1884.7577;2951.4105;1882.1924;2952.5353;1880.3403;2951.22;1879.864
5512180.0;2952.9489;1882.0601;2953.7726;1884.4723;2997.4039;1858.4791;3003.1865;1850.1007;3003.5114;1854.9043;2950.4252;1883.6395;2949.3165;1881.0207;2950.5444;1879.3975;2949.251;1878.9293
5512200.0;2951.0047;1880.5844;2951.9306;1883.0246;2997.5044;1858.3771;3003.1739;1850.0505;3003.4295;1854.9694;2948.3418;1882.3717;2947.3231;1879.7147;2948.6697;1878.2731;2947.35;1877.8567
5512220.0;2949.1996;1878.9413;2950.2369;1881.4108;2997.6273;1858.2563;3003.1638;1850.0123;3003.3021;1855.0709;2946.3628;1880.9626;2945.4454;1878.2757;2946.9328;1876.9611;2945.5421;1876.6377
5512240.0;2947.5599;1877.1321;2948.707;1879.6338;2997.7834;1858.118;3003.1512;1849.9881;3003.1407;1855.2002;2944.5091;1879.421;2943.7002;1876.6989;2945.3515;1875.4632;2943.8603;1875.2611
5512260.0;2946.1055;1875.1694;2947.3532;1877.708;2997.9768;1857.9637;3003.1292;1849.976;3002.967;1855.3429;2942.8025;1877.7545;2942.1069;1874.9751;2943.9377;1873.7904;2942.3368;1873.7192
5512280.0;2944.8456;1873.0759;2946.1883;1875.6532;2998.2049;1857.7906;3003.0906;1849.9726;3002.8034;1855.4819;2941.2636;1875.9675;2940.6852;1873.0973;2942.6988;1871.963;2940.9954;1872.0165
5512300.0;2943.7791;1870.8769;2945.2247;1873.4881;2998.4591;1857.5937;3003.0294;1849.976;3002.663;1855.6031;2939.9114;1874.0634;2939.4532;1871.0689;2941.641;1870.0062;2939.8497;1870.1693
5512320.0;2942.8981;1868.5984;2944.4729;1871.2273;2998.7273;1857.3724;3002.9424;1849.9881;3002.5458;1855.7005;2938.7612;1872.0489;2938.4269;1868.9058;2940.7706;1867.944;2938.9059;1868.2004
5512340.0;2942.193;1866.2652;2943.9365;1868.8842;2998.9979;1857.1336;3002.8314;1850.0123;3002.4434;1855.7759;2937.826;1869.9352;2937.6224;1866.63;2940.0936;1865.7956;2938.1696;1866.1291
5512360.0;2941.6608;1863.8973;2943.6109;1866.4743;2999.2644;1856.887;3002.7052;1850.0509;3002.3489;1855.8327;2937.1143;1867.738;2937.0519;1864.2648;2939.6121;1863.5762;2937.6468;1863.9686
5512380.0;2941.3067;1861.504;2943.4843;1864.0145;2999.5267;1856.6326;3002.5771;1850.1031;3002.2621;1855.8727;2936.6287;1865.4793;2936.7196;1861.8338;2939.3262;1861.2976;2937.3386;1861.7326
5512400.0;2941.137;1859.0864;2943.5419;1861.5199;2999.7891;1856.3561;3002.4593;1850.1675;3002.1874;1855.8973;2936.3624;1863.1896;2936.6214;1859.3602;2939.2349;1858.9712;2937.2356;1859.4419
5512420.0;2941.1479;1856.6482;2943.7704;1859.0033;3000.0558;1856.038;3002.3581;1850.2443;3002.1284;1855.9095;2936.305;1860.9;2936.7485;1856.8631;2939.3376;1856.6088;2937.3245;1857.1194
5512440.0;2941.3278;1854.2018;2944.1626;1856.4787;3000.3263;1855.6684;3002.2739;1850.3364;3002.0857;1855.9135;2936.4496;1858.6307;2937.0906;1854.355;2939.632;1854.2232;2937.6005;1854.7809
5512460.0;2941.6711;1851.7626;2944.717;1853.9648;3000.5899;1855.2576;3002.2037;1850.4448;3002.0568;1855.9118;2936.7995;1856.385;2937.6385;1851.8432;2940.112;1851.8276;2938.0704;1852.4342
5512480.0;2942.1882;1849.3395;2945.4355;1851.4838;3000.8261;1854.8306;3002.1461;1850.5665;3002.0366;1855.9037;2937.3652;1854.1562;2938.3875;1849.3363;2940.7681;1849.4339;2938.7417;1850.0889
5512500.0;2942.8966;1846.9335;2946.3181;1849.0577;3001.0024;1854.4197;3002.102;1850.6929;3002.0185;1855.8863;2938.1573;1851.9409;2939.3372;1846.847;2941.5921;1847.053;2939.6094;1847.7638
5512520.0;2943.804;1844.5474;2947.3618;1846.7027;3001.0808;1854.0577;3002.0737;1850.8148;3001.9974;1855.8577;2939.1776;1849.7467;2940.4843;1844.3912;2942.5777;1844.6953;2940.6545;1845.4844
5512540.0;2944.9005;1842.1933;2948.5603;1844.4277;3001.0359;1853.7731;3002.0632;1850.9267;3001.9724;1855.8187;2940.4194;1847.589;2941.813;1841.9831;2943.721;1842.3714;2941.8568;1843.2731
5512560.0;2946.1653;1839.8916;2949.9069;1842.2349;3000.8796;1853.5774;3002.0703;1851.0277;3001.9453;1855.7718;2941.8702;1845.4836;2943.295;1839.6332;2945.0173;1840.0922;2943.206;1841.1453
5512580.0;2947.5801;1837.663;2951.3945;1840.1245;3000.6679;1853.4556;3002.0921;1851.1187;3001.9161;1855.7156;2943.5163;1843.4441;2944.9004;1837.3508;2946.4628;1837.8697;2944.7021;1839.1089
5512600.0;2949.1337;1835.523;2953.0168;1838.0993;3000.4713;1853.3733;3002.1245;1851.2008;3001.8783;1855.6426;2945.3418;1841.4827;2946.607;1835.1471;2948.0552;1835.7159;2946.3467;1837.1669
5512620.0;2950.8219;1833.4808;2954.7681;1836.1657;3000.3309;1853.2951;3002.1627;1851.2745;3001.8222;1855.5445;2947.3273;1839.6122;2948.4033;1833.0333;2949.7932;1833.6415;2948.1369;1835.3194
5512640.0;2952.644;1831.5449;2956.6421;1834.3305;3000.2414;1853.1995;3002.2038;1851.3417;3001.743;1855.4222;2949.4487;1837.8432;2950.2865;1831.0143;2951.6717;1831.6539;2950.064;1833.5687
5512660.0;2954.5975;1829.7264;2958.6288;1832.5955;3000.1735;1853.0805;3002.2461;1851.4043;3001.6491;1855.2912;2951.6802;1836.1809;2952.2583;1829.0901;2953.6797;1829.7592;2952.1164;1831.9221
5512680.0;2956.6772;1828.0371;2960.713;1830.9567;3000.1037;1852.9454;3002.2893;1851.4631;3001.559;1855.1738;2953.9966;1834.6233;2954.3211;1827.2599;2955.801;1827.9631;2954.2807;1830.3888
5512700.0;2958.8731;1826.4857;2962.8748;1829.4039;3000.0257;1852.8101;3002.3333;1851.5171;3001.489;1855.0869;2956.3777;1833.1648;2956.475;1825.5271;2958.0191;1826.2735;2956.5423;1828.9726
5512720.0;2961.1714;1825.0756;2965.0954;1827.9225;2999.9443;1852.6879;3002.3777;1851.5645;3001.4449;1855.0335;2958.8098;1831.8015;2958.7151;1823.8968;2960.3195;1824.6988;2958.8872;1827.6671
5512740.0;2963.5582;1823.8069;2967.3605;1826.4968;2999.8646;1852.582;3002.4224;1851.6039;3001.4221;1855.0065;2961.2877;1830.5374;2961.0336;1822.3745;2962.6904;1823.2471;2961.3016;1826.4626
5512760.0;2966.0215;1822.6768;2969.6622;1825.1159;2999.7868;1852.4792;3002.4685;1851.6382;3001.4118;1854.9952;2963.8117;1829.3816;2963.4222;1820.9658;2965.1208;1821.9225;2963.7743;1825.3566
5512780.0;2968.5524;1821.68;2971.9967;1823.7784;2999.7075;1852.3588;3002.5166;1851.6735;3001.4062;1854.9912;2966.3818;1828.3426;2965.8737;1819.6755;2967.6016;1820.726;2966.2943;1824.3604
5512800.0;2971.1424;1820.8113;2974.3619;1822.4941;2999.6332;1852.2075;3002.566;1851.7156;3001.399;1854.9892;2968.9911;1827.4213;2968.381;1818.506;2970.1262;1819.6565;2968.85;1823.4946
5512820.0;2973.7815;1820.0674;2976.7552;1821.2802;2999.5901;1852.0331;3002.6152;1851.7666;3001.3849;1854.9857;2971.6257;1826.6157;2970.938;1817.457;2972.692;1818.7151;2971.4291;1822.7763
5512840.0;2976.4574;1819.4457;2979.1739;1820.1585;2999.6157;1851.866;3002.6635;1851.8238;3001.3605;1854.9772;2974.2681;1825.931;2973.5386;1816.5293;2975.2969;1817.905;2974.0219;1822.2101
5512860.0;2979.1584;1818.9428;2981.6158;1819.1517;2999.7276;1851.7402;3002.712;1851.8844;3001.3251;1854.96;2976.9033;1825.3853;2976.1774;1815.7272;2977.9368;1817.2286;2976.6241;1821.7839
5512880.0;2981.8748;1818.5529;2984.0809;1818.2822;2999.9036;1851.6699;3002.7616;1851.9466;3001.2822;1854.9324;2979.5228;1824.9981;2978.8498;1815.0578;2980.6034;1816.6848;2979.2372;1821.4779
5512900.0;2984.5991;1818.269;2986.5692;1817.5695;3000.0959;1851.6467;3002.8106;1852.0094;3001.2381;1854.8976;2982.1248;1824.7723;2981.5535;1814.5281;2983.2869;1816.2714;2981.8645;1821.2771
5512920.0;2987.3259;1818.0848;2989.0781;1817.0296;3000.2654;1851.6544;3002.8553;1852.071;3001.1992;1854.8628;2984.712;1824.6867;2984.2871;1814.1419;2985.9786;1815.9887;2984.5079;1821.1796
5512940.0;2990.0508;1817.9975;2991.6016;1816.6747;3000.3979;1851.6837;3002.8942;1852.1291;3001.1697;1854.835;2987.2879;1824.7114;2987.0478;1813.8993;2988.6716;1815.843;2987.1656;1821.1917
5512960.0;2992.7695;1818.0119;2994.1316;1816.5147;3000.4962;1851.7338;3002.9291;1852.1825;3001.1538;1854.8167;2989.853;1824.826;2989.828;1813.7999;2991.3601;1815.8448;2989.8309;1821.3184
5512980.0;2995.4747;1818.1382;2996.6594;1816.5565;3000.5665;1851.8055;3002.9638;1852.2327;3001.1563;1854.8045;2992.401;1825.0268;2992.6148;1813.848;2994.0357;1816.0091;2992.4929;1821.5608
5513000.0;2998.1546;1818.3899;2999.1731;1816.8054;3000.6119;1851.8966;3003.0007;1852.2835;3001.1799;1854.7918;2994.9179;1825.322;2995.393;1814.0528;2996.6864;1816.3514;2995.1374;1821.923
5513020.0;3000.7951;1818.7807;3001.6549;1817.2648;3000.6367;1852.0039;3003.0393;1852.337;3001.2174;1854.7719;2997.3809;1825.7283;2998.1506;1814.4253;2999.296;1816.8853;2997.7503;1822.4199
5513040.0;3003.3827;1819.326;3004.0817;1817.9393;3000.6457;1852.1239;3003.0776;1852.3926;3001.2519;1854.7413;2999.7615;1826.2688;3000.8823;1814.9722;3001.8465;1817.6198;3000.3218;1823.0715
5513060.0;3005.9041;1820.0438;3006.4306;1818.8311;3000.6407;1852.253;3003.1132;1852.4482;3001.2667;1854.7028;3002.0298;1826.9699;3003.5877;1815.6943;3004.3197;1818.5595;3002.8443;1823.8917
5513080.0;3008.346;1820.9474;3008.6842;1819.937;3000.6182;1852.3871;3003.1451;1852.5021;3001.2565;1854.6635;3004.1617;1827.8529;3006.2642;1816.5885;3006.6989;1819.7043;3005.3075;1824.8815
5513100.0;3010.6977;1822.0384;3010.8308;1821.245;3000.569;1852.5215;3003.1742;1852.5541;3001.2286;1854.6299;3006.1427;1828.9281;3008.8975;1817.6538;3008.9671;1821.0496;3007.6883;1826.0338
5513120.0;3012.952;1823.3072;3012.8623;1822.7391;3000.4836;1852.6523;3003.2034;1852.6053;3001.1942;1854.6024;3007.9716;1830.1931;3011.4581;1818.8963;3011.1071;1822.5841;3009.9471;1827.3454
5513140.0;3015.1021;1824.7433;3014.7726;1824.4028;3000.3621;1852.7766;3003.2337;1852.6573;3001.1601;1854.5756;3009.6563;1831.6367;3013.9069;1820.3264;3013.1014;1824.2921;3012.0316;1828.8228
5513160.0;3017.1335;1826.3471;3016.5567;1826.2208;3000.2205;1852.8897;3003.2638;1852.7114;3001.1273;1854.5434;3011.2094;1833.2415;3016.2068;1821.9527;3014.936;1826.1576;3013.8893;1830.4755
5513180.0;3019.0208;1828.1265;3018.2108;1828.1781;3000.0873;1852.9857;3003.2919;1852.7705;3001.0949;1854.5042;3012.6389;1834.9883;3018.3285;1823.7754;3016.6012;1828.1697;3015.486;1832.3017
5513200.0;3020.7349;1830.0825;3019.7287;1830.2609;2999.9884;1853.0609;3003.3184;1852.8377;3001.0624;1854.4606;3013.942;1836.858;3020.2465;1825.7892;3018.0905;1830.3215;3016.8157;1834.2823
5513220.0;3022.2503;1832.1986;3021.1009;1832.4563;2999.9342;1853.1189;3003.3446;1852.9144;3001.0292;1854.4158;3015.1013;1838.8347;3021.9351;1827.9893;3019.3967;1832.606;3017.8951;1836.3849
5513240.0;3023.5505;1834.4423;3022.3158;1834.7513;2999.9186;1853.1698;3003.3696;1852.9986;3000.993;1854.371;3016.0896;1840.9044;3023.3764;1830.3699;3020.5108;1835.0091;3018.7481;1838.5768
5513260.0;3024.6223;1836.7771;3023.3629;1837.1297;2999.9283;1853.2248;3003.3906;1853.0852;3000.9518;1854.3275;3016.8768;1843.053;3024.5757;1832.9148;3021.4223;1837.5103;3019.3932;1840.8321
5513280.0;3025.4472;1839.1755;3024.2339;1839.5747;2999.951;1853.289;3003.4055;1853.1689;3000.9067;1854.2885;3017.4381;1845.2629;3025.563;1835.5907;3022.1233;1840.0849;3019.8456;1843.1322
5513300.0;3026.0047;1841.6213;3024.9243;1842.0742;2999.9773;1853.3606;3003.4162;1853.2463;3000.8614;1854.2569;3017.7564;1847.5114;3026.376;1838.3558;3022.6086;1842.708;3020.1196;1845.464
5513320.0;3026.2873;1844.1019;3025.4351;1844.6259;2999.9998;1853.4338;3003.4274;1853.3179;3000.8195;1854.2318;3017.8283;1849.7723;3027.0413;1841.1731;3022.8775;1845.3557;3020.225;1847.8177
5513340.0;3026.3107;1846.6024;3025.7763;1847.2341;3000.0139;1853.5027;3003.4436;1853.3877;3000.7812;1854.2076;3017.6693;1852.0205;3027.5707;1844.0182;3022.9333;1848.0066;3020.1605;1850.1844
5513360.0;3026.1081;1849.1051;3025.9662;1849.9002;3000.0184;1853.5616;3003.4659;1853.4589;3000.7429;1854.1785;3017.3158;1854.2394;3027.9668;1846.8772;3022.785;1850.6418;3019.917;1852.5511
5513380.0;3025.7132;1851.591;3026.0284;1852.6157;3000.0133;1853.6041;3003.491;1853.5318;3000.7012;1854.1428;3016.8165;1856.4288;3028.2299;1849.7399;3022.4492;1853.2473;3019.4889;1854.8988
5513400.0;3025.1527;1854.0433;3025.9875;1855.3639;2999.9999;1853.6225;3003.5131;1853.6043;3000.6566;1854.1027;3016.2227;1858.6035;3028.3626;1852.596;3021.9513;1855.8137;3018.8865;1857.2062
5513420.0;3024.4541;1856.4506;3025.8682;1858.1254;2999.9829;1853.6081;3003.5283;1853.6745;3000.6134;1854.0607;3015.58;1860.784;3028.375;1855.4338;3021.3231;1858.3366;3018.1413;1859.4591
5513440.0;3023.6551;1858.8111;3025.6944;1860.8847;2999.9705;1853.5579;3003.5364;1853.7423;3000.5769;1854.0174;3014.9271;1862.9859;3028.286;1858.2415;3020.6014;1860.8159;3017.2974;1861.6568
5513460.0;3022.8005;1861.1326;3025.4889;1863.6335;2999.9683;1853.4821;3003.5398;1853.8089;3000.5491;1853.9738;3014.2927;1865.217;3028.1189;1861.0105;3019.8242;1863.2567;3016.3986;1863.8113
5513480.0;3021.9301;1863.4264;3025.2687;1866.3698;2999.9732;1853.4091;3003.5409;1853.8741;3000.5269;1853.9322;3013.6928;1867.4804;3027.8941;1863.7391;3019.0296;1865.6705;3015.479;1865.9404
5513500.0;3021.0668;1865.7026;3025.0389;1869.0929;2999.976;1853.3734;3003.5412;1853.9376;3000.5046;1853.8933;3013.1292;1869.7763;3027.6259;1866.4341;3018.2511;1868.0747;3014.5647;1868.06
5513520.0;3020.2166;1867.9717;3024.7867;1871.797;2999.9686;1853.3982;3003.5412;1853.999;3000.4779;1853.8536;3012.5948;1872.1012;3027.3272;1869.1062;3017.5149;1870.4877;3013.68;1870.1798
5513540.0;3019.3777;1870.2448;3024.4858;1874.4682;2999.9467;1853.4863;3003.5412;1854.0578;3000.4464;1853.8063;3012.0789;1874.4466;3027.0109;1871.7658;3016.8353;1872.9209;3012.8493;1872.3032
5513560.0;3018.5463;1872.5314;3024.1069;1877.09;2999.9054;1853.6253;3003.5412;1854.113;3000.4123;1853.7473;3011.5727;1876.8028;3026.6869;1874.4184;3016.214;1875.3738;3012.0931;1874.4295
5513580.0;3017.7199;1874.8367;3023.6287;1879.6541;2999.8396;1853.795;3003.5412;1854.1642;3000.3778;1853.6795;3011.0716;1879.1628;3026.3574;1877.0654;3015.6416;1877.836;3011.4191;1876.5558
5513600.0;3016.8969;1877.1613;3023.0388;1882.1632;2999.7483;1853.9727;3003.5412;1854.2122;3000.3437;1853.611;3010.5746;1881.523;3026.0102;1879.7003;3015.1031;1880.2943;3010.817;1878.6774
5513620.0;3016.077;1879.5029;3022.3293;1884.6237;2999.6352;1854.1389;3003.5412;1854.2619;3000.3103;1853.5485;3010.0816;1883.8815;3025.6195;1882.3047;3014.5809;1882.7394;3010.2595;1880.7888
5513640.0;3015.2616;1881.8569;3021.4917;1887.0314;2999.5073;1854.2844;3003.5412;1854.3196;3000.2765;1853.4926;3009.59;1886.2346;3025.1503;1884.8523;3014.0583;1885.1688;3009.7102;1882.8842
5513660.0;3014.4523;1884.2169;3020.5177;1889.3663;2999.371;1854.413;3003.5412;1854.3891;3000.2394;1853.4374;3009.0902;1888.5784;3024.5676;1887.3222;3013.5163;1887.5833;3009.1343;1884.9604
5513680.0;3013.6482;1886.5781;3019.4015;1891.5986;2999.2331;1854.535;3003.5412;1854.4695;3000.1956;1853.3754;3008.5662;1890.9106;3023.8479;1889.7124;3012.9327;1889.9814;3008.5062;1887.0178
5513700.0;3012.8401;1888.9358;3018.143;1893.7025;2999.1006;1854.6576;3003.5412;1854.5556;3000.1426;1853.3024;3007.9951;1893.2267;3022.9836;1892.0367;3012.2804;1892.3532;3007.8091;1889.058
5513720.0;3012.0087;1891.2783;3016.7483;1895.6668;2998.9805;1854.779;3003.5409;1854.6416;3000.0789;1853.2173;3007.3515;1895.5144;3021.9774;1894.3084;3011.5292;1894.6778;3007.0313;1891.0799
5513740.0;3011.1172;1893.5778;3015.229;1897.4984;2998.8781;1854.8904;3003.5398;1854.7232;3000.0012;1853.1205;3006.6016;1897.7432;3020.8338;1896.5289;3010.6514;1896.9266;3006.162;1893.0771
5513760.0;3010.1147;1895.7898;3013.5971;1899.2152;2998.7964;1854.9837;3003.5364;1854.7997;2999.9046;1853.0111;3005.6934;1899.8579;3019.5525;1898.6907;3009.6306;1899.0737;3005.1919;1895.0387
5513780.0;3008.9537;1897.8656;3011.8634;1900.836;2998.7347;1855.057;3003.528;1854.8737;2999.7881;1852.8895;3004.5584;1901.7843;3018.1287;1900.7823;3008.4685;1901.1048;3004.1178;1896.9543
5513800.0;3007.6186;1899.7717;3010.0357;1902.3668;2998.6872;1855.1166;3003.5119;1854.9473;2999.6614;1852.7603;3003.1384;1903.4531;3016.5552;1902.7903;3007.1822;1903.0167;3002.9434;1898.813
5513820.0;3006.1398;1901.5014;3008.1214;1903.7958;2998.6458;1855.1724;3003.4867;1855.0203;2999.5452;1852.6321;3001.426;1904.8325;3014.8289;1904.7021;3005.7906;1904.8076;3001.674;1900.6002
5513840.0;3004.5681;1903.0709;3006.1284;1905.098;2998.6001;1855.2383;3003.4543;1855.0898;2999.4616;1852.5125;2999.4787;1905.9432;3012.9564;1906.5105;3004.3026;1906.4704;3000.3106;1902.2932
5513860.0;3002.9297;1904.5025;3004.0655;1906.2504;2998.5383;1855.3328;3003.4185;1855.1546;2999.4208;1852.4045;2997.3876;1906.84;3010.957;1908.2173;3002.7163;1907.9964;2998.8473;1903.8661
5513880.0;3001.2118;1905.8121;3001.9414;1907.2415;2998.4513;1855.4743;3003.3835;1855.2142;2999.415;1852.3066;2995.2304;1907.5809;3008.86;1909.8291;3001.0273;1909.3828;2997.2774;1905.2983
5513900.0;2999.3891;1907.0028;2999.766;1908.0728;2998.3389;1855.669;3003.3528;1855.2692;2999.4262;1852.2172;2993.0483;1908.2039;3006.6963;1911.3498;2999.2365;1910.6311;2995.6007;1906.5786
5513920.0;2997.4543;1908.0653;2997.5535;1908.75;2998.2149;1855.9005;3003.3292;1855.32;2999.4395;1852.1366;2990.8536;1908.7236;3004.4903;1912.7795;2997.3508;1911.7404;2993.8254;1907.6994
5513940.0;2995.4217;1908.9771;2995.321;1909.2756;2998.0998;1856.1378;3003.3132;1855.369;2999.4516;1852.0656;2988.6455;1909.1352;3002.2564;1914.1133;2995.3801;1912.7033;2991.9654;1908.6494
5513960.0;2993.3128;1909.7068;2993.0836;1909.6458;2998.0076;1856.3567;3003.3019;1855.4189;2999.4659;1852.003;2986.4211;1909.4273;2999.9997;1915.3416;2993.335;1913.5094;2990.0373;1909.4121
5513980.0;2991.1443;1910.2206;2990.8498;1909.8526;2997.9416;1856.5543;3003.2899;1855.4696;2999.4837;1851.9463;2984.1769;1909.5914;2997.7191;1916.4487;2991.2284;1914.1492;2988.0591;1909.9705
5514000.0;2988.9357;1910.4954;2988.6248;1909.8837;2997.9011;1856.749;3003.2722;1855.5192;2999.5014;1851.8939;2981.9136;1909.6291;2995.4108;1917.4137;2989.0754;1914.6173;2986.0499;1910.3101
5514020.0;2986.7096;1910.5263;2986.415;1909.7248;2997.8885;1856.968;3003.2473;1855.5671;2999.5146;1851.8454;2979.6365;1909.5455;2993.0721;1918.2155;2986.8914;1914.9105;2984.0289;1910.4205
5514040.0;2984.4871;1910.3284;2984.2305;1909.362;2997.9103;1857.2366;3003.2187;1855.6146;2999.5223;1851.801;2977.3534;1909.3397;2990.7041;1918.8369;2984.6912;1915.0245;2982.0144;1910.2956
5514060.0;2982.2819;1909.9276;2982.0818;1908.7886;2997.9703;1857.5668;3003.191;1855.6621;2999.5267;1851.7628;2975.0731;1909.0024;2988.3116;1919.2655;2982.4887;1914.9504;2980.0216;1909.9372
5514080.0;2980.1013;1909.3467;2979.9772;1908.0079;2998.0635;1857.9558;3003.1658;1855.7086;2999.5312;1851.7409;2972.8055;1908.5215;2985.9035;1919.4898;2980.2973;1914.6786;2978.0618;1909.3574
5514100.0;2977.9518;1908.5963;2977.922;1907.0353;2998.1778;1858.3902;3003.1406;1855.7543;2999.5396;1851.7543;2970.5656;1907.8899;2983.4927;1919.4939;2978.1284;1914.2037;2976.1437;1908.5772
5514120.0;2975.8427;1907.6769;2975.9206;1905.8961;2998.2995;1858.8587;3003.1114;1855.8004;2999.5548;1851.8184;2968.3724;1907.1089;2981.0963;1919.2549;2975.9914;1913.5287;2974.2749;1907.6194
5514140.0;2973.7842;1906.5887;2973.9762;1904.6234;2998.4201;1859.3591;3003.0767;1855.8469;2999.5769;1851.9278;2966.2442;1906.186;2978.7319;1918.7499;2973.8961;1912.66;2972.4639;1906.5008
5514160.0;2971.7861;1905.3391;2972.0883;1903.2523;2998.5377;1859.8948;3003.038;1855.892;2999.6019;1852.0503;2964.1925;1905.1296;2976.4135;1917.9689;2971.8549;1911.6043;2970.7189;1905.231
5514180.0;2969.8573;1903.942;2970.2509;1901.8135;2998.6536;1860.4662;3002.9973;1855.9351;2999.624;1852.1442;2962.2216;1903.9442;2974.149;1916.9249;2969.8812;1910.3701;2969.0455;1903.8215
5514200.0;2968.0066;1902.414;2968.4547;1900.3258;2998.7659;1861.0633;3002.956;1855.9765;2999.6392;1852.1845;2960.3324;1902.6311;2971.943;1915.651;2967.985;1908.9733;2967.4459;1902.2906
5514220.0;2966.2407;1900.7705;2966.6927;1898.7949;2998.8664;1861.6671;3002.915;1856.0148;2999.6474;1852.1731;2958.528;1901.1907;2969.7997;1914.1853;2966.1709;1907.4364;2965.9218;1900.6586
5514240.0;2964.5639;1899.0252;2964.9662;1897.2172;2998.9414;1862.2572;3002.8755;1856.0458;2999.6505;1852.1264;2956.8167;1899.6247;2967.7255;1912.5571;2964.4396;1905.782;2964.4769;1898.9375
5514260.0;2962.9811;1897.187;2963.2865;1895.5876;2998.9758;1862.8207;3002.8387;1856.0664;2999.6505;1852.0615;2955.2143;1897.933;2965.728;1910.7847;2962.7927;1904.0248;2963.117;1897.1303
5514280.0;2961.5034;1895.2588;2961.6734;1893.9044;2998.9574;1863.3542;3002.805;1856.0776;2999.6474;1851.9893;2953.7414;1896.117;2963.8151;1908.8818;2961.2363;1902.1723;2961.848;1895.2408
5514300.0;2960.1524;1893.2339;2960.1496;1892.1682;2998.878;1863.8569;3002.7733;1856.0837;2999.6392;1851.9147;2952.4164;1894.1874;2961.994;1906.8655;2959.781;1900.2299;2960.673;1893.2824
5514320.0;2958.955;1891.1017;2958.7371;1890.3759;2998.735;1864.3212;3002.7417;1856.0902;2999.624;1851.8393;2951.2444;1892.1706;2960.2725;1904.7533;2958.4388;1898.2066;2959.5959;1891.273
5514340.0;2957.9308;1888.8595;2957.4523;1888.5178;2998.5316;1864.7336;3002.7096;1856.1026;2999.6019;1851.7624;2950.2177;1890.1017;2958.6628;1902.5579;2957.2196;1896.113;2958.6284;1889.2237
5514360.0;2957.0815;1886.5221;2956.3071;1886.5797;2998.2787;1865.0861;3002.6772;1856.125;2999.5769;1851.6845;2949.3277;1888.0106;2957.1816;1900.2856;2956.1307;1893.9567;2957.7928;1887.1318
5514380.0;2956.3944;1884.1185;2955.3111;1884.5507;2997.9915;1865.3841;3002.6435;1856.1577;2999.5548;1851.6085;2948.5851;1885.9098;2955.8464;1897.9394;2955.1817;1891.7389;2957.1156;1884.9862
5514400.0;2955.856;1881.6768;2954.4764;1882.4281;2997.6851;1865.644;3002.6057;1856.1951;2999.5396;1851.5375;2948.0221;1883.794;2954.6725;1895.5211;2954.3867;1889.4577;2956.6166;1882.7804
5514420.0;2955.4602;1879.2118;2953.8186;1880.2168;2997.37;1865.8836;3002.5623;1856.2296;2999.5315;1851.4726;2947.6775;1881.6485;2953.6728;1893.0314;2953.7648;1887.1136;2956.3036;1880.5215
5514440.0;2955.2031;1876.7268;2953.3554;1877.9243;2997.0517;1866.1145;3002.5152;1856.2575;2999.5281;1851.4141;2947.5784;1879.461;2952.8618;1890.4696;2953.3345;1884.7137;2956.1797;1878.2268
5514460.0;2955.0769;1874.2221;2953.1012;1875.5575;2996.7325;1866.3426;3002.4672;1856.2828;2999.5267;1851.3629;2947.739;1877.2287;2952.255;1887.8418;2953.1109;1882.271;2956.2543;1875.9149
5514480.0;2955.0751;1871.7019;2953.0652;1873.1246;2996.4132;1866.57;3002.4188;1856.3125;2999.5253;1851.3198;2948.165;1874.9592;2951.8684;1885.1671;2953.1046;1879.8007;2956.5436;1873.5998
5514500.0;2955.2028;1869.1719;2953.2482;1870.6394;2996.0938;1866.7974;3002.3681;1856.35;2999.5219;1851.2827;2948.8549;1872.6657;2951.7163;1882.4734;2953.323;1877.3188;2957.0616;1871.2919
5514520.0;2955.4776;1866.6384;2953.6427;1868.1224;2995.7745;1867.0248;3002.3133;1856.3915;2999.5138;1851.2456;2949.7982;1870.3612;2951.8089;1879.7851;2953.7701;1874.8417;2957.8119;1869.003
5514540.0;2955.9246;1864.1089;2954.2334;1865.5967;2995.4552;1867.2522;3002.2543;1856.4291;2999.4983;1851.2043;2950.9777;1868.0584;2952.1466;1877.1157;2954.4456;1872.3891;2958.7861;1866.7478
