Time(sentisec);X_B(m);Y_B(m);X_C(m);Y_C(m);X_G(m);Y_G(m);X_H(m);Y_H(m);X_I(m);Y_I(m);X_L(m);Y_L(m);X_M(m);Y_M(m)
1649360.0;3043.379;1826.8984;2944.9376;1814.9016;3034.8643;1829.3318;3038.5739;1828.6053;3044.594;1835.2594;2941.8032;1818.1388;3038.5489;1833.4245
1649380.0;3042.5404;1824.9343;2942.8064;1817.0879;3034.3326;1827.0759;3038.3948;1826.1434;3044.4205;1832.7982;2939.4625;1820.1498;3038.1169;1830.8529
1649400.0;3041.4816;1823.1186;2940.7413;1819.381;3033.6192;1824.9454;3037.927;1823.809;3043.7455;1830.5061;2937.1995;1822.2464;3037.3911;1828.4313
1649420.0;3040.2685;1821.4349;2938.7481;1821.7688;3032.7749;1822.943;3037.1961;1821.6396;3042.6288;1828.4039;2935.0321;1824.4377;3036.4302;1826.181
1649440.0;3038.9641;1819.8536;2936.8375;1824.2373;3031.8467;1821.0613;3036.2439;1819.6513;3041.1863;1826.503;2932.9834;1826.7316;3035.2924;1824.1043
1649460.0;3037.6172;1818.3448;2935.0231;1826.7709;3030.8694;1819.2913;3035.1263;1817.8354;3039.5429;1824.8083;2931.0776;1829.1328;3034.0296;1822.1969
1649480.0;3036.2558;1816.8893;2933.3222;1829.3534;3029.8622;1817.6287;3033.8998;1816.167;3037.7956;1823.3139;2929.3333;1831.6416;3032.6788;1820.4574
1649500.0;3034.8896;1815.4799;2931.7553;1831.9676;3028.8282;1816.0734;3032.6075;1814.6198;3036.0084;1821.9976;2927.7585;1834.2526;3031.2616;1818.8885
1649520.0;3033.5206;1814.117;2930.3472;1834.6014;3027.7605;1814.6251;3031.2709;1813.1751;3034.2198;1820.8209;2926.355;1836.957;3029.7871;1817.4898
1649540.0;3032.15;1812.8037;2929.1236;1837.2498;3026.647;1813.285;3029.8949;1811.8213;3032.4477;1819.7405;2925.1243;1839.7466;3028.26;1816.2537
1649560.0;3030.7778;1811.5462;2928.1098;1839.9144;3025.4764;1812.0592;3028.4755;1810.5516;3030.6938;1818.7184;2924.0767;1842.614;3026.6864;1815.1656
1649580.0;3029.4;1810.3531;2927.3276;1842.5989;3024.2391;1810.9618;3027.01;1809.3632;3028.9459;1817.7286;2923.2357;1845.5488;3025.0743;1814.2091
1649600.0;3028.0061;1809.2296;2926.7945;1845.3096;3022.929;1810.009;3025.4988;1808.2596;3027.1882;1816.7599;2922.6355;1848.5325;3023.4319;1813.3719
1649620.0;3026.5825;1808.173;2926.5181;1848.0578;3021.5449;1809.2108;3023.944;1807.2482;3025.4067;1815.8217;2922.3079;1851.5395;3021.7661;1812.6463
1649640.0;3025.1167;1807.1796;2926.4934;1850.8597;3020.0916;1808.5671;3022.345;1806.3362;3023.5924;1814.9438;2922.2634;1854.5514;3020.0814;1812.0267
1649660.0;3023.6021;1806.2565;2926.7009;1853.7304;3018.579;1808.0723;3020.6982;1805.5239;3021.7386;1814.1664;2922.4776;1857.5734;3018.3805;1811.506
1649680.0;3022.039;1805.4269;2927.1133;1856.679;3017.0203;1807.7202;3019.0007;1804.8062;3019.8407;1813.5206;2922.8952;1860.641;3016.6642;1811.0769
1649700.0;3020.4321;1804.7181;2927.7033;1859.7093;3015.4291;1807.5049;3017.2536;1804.1772;3017.8973;1813.0139;2923.4469;1863.8091;3014.9336;1810.7336
1649720.0;3018.7847;1804.1472;2928.4503;1862.8263;3013.818;1807.4181;3015.4623;1803.6384;3015.911;1812.6265;2924.0702;1867.1272;3013.1914;1810.4748
1649740.0;3017.0956;1803.7172;2929.3394;1866.0389;3012.1975;1807.4513;3013.6341;1803.1997;3013.8879;1812.325;2924.7215;1870.6159;3011.4417;1810.3054
1649760.0;3015.3607;1803.4242;2930.3566;1869.3525;3010.5762;1807.6013;3011.7769;1802.8767;3011.8375;1812.0827;2925.3772;1874.2597;3009.6884;1810.2354
1649780.0;3013.5781;1803.2714;2931.482;1872.7588;3008.9613;1807.8739;3009.901;1802.6852;3009.7769;1811.8953;2926.0242;1878.0162;3007.935;1810.2764
1649800.0;3011.754;1803.2728;2932.6852;1876.2357;3007.3583;1808.2799;3008.0204;1802.6385;3007.7288;1811.7815;2926.6474;1881.8351;3006.1845;1810.4348
1649820.0;3009.9043;1803.4486;2933.9223;1879.7601;3005.7713;1808.8277;3006.1517;1802.7457;3005.7132;1811.7703;2927.2191;1885.6768;3004.4403;1810.7095
1649840.0;3008.0515;1803.8148;2935.1365;1883.323;3004.2038;1809.5158;3004.3099;1803.012;3003.7392;1811.8853;2927.6987;1889.5181;3002.7047;1811.0923
1649860.0;3006.219;1804.3713;2936.2652;1886.9311;3002.6619;1810.3329;3002.5051;1803.4389;3001.8076;1812.1407;2928.0418;1893.3468;3000.979;1811.5727
1649880.0;3004.4251;1805.0933;2937.2538;1890.5931;3001.1546;1811.2597;3000.7443;1804.0274;2999.9206;1812.5461;2928.215;1897.1535;2999.2656;1812.1439
1649900.0;3002.6809;1805.9381;2938.0703;1894.3053;2999.6928;1812.2754;2999.0332;1804.7782;2998.0871;1813.1092;2928.2089;1900.9289;2997.5705;1812.8072
1649920.0;3000.9894;1806.867;2938.7139;1898.0519;2998.2854;1813.3643;2997.3785;1805.69;2996.3188;1813.8361;2928.0442;1904.6712;2995.9032;1813.571
1649940.0;2999.3481;1807.8683;2939.2122;1901.8151;2996.938;1814.522;2995.7869;1806.7575;2994.6238;1814.7269;2927.7687;1908.3907;2994.273;1814.4465
1649960.0;2997.752;1808.9607;2939.6119;1905.5852;2995.6535;1815.7555;2994.2647;1807.9722;2993.0055;1815.7748;2927.4514;1912.1056;2992.6865;1815.4416
1649980.0;2996.1955;1810.173;2939.968;1909.3588;2994.4348;1817.0756;2992.8177;1809.3234;2991.4661;1816.9665;2927.1732;1915.8308;2991.1494;1816.5586
1650000.0;2994.6749;1811.5196;2940.3354;1913.1304;2993.2858;1818.4868;2991.4511;1810.8009;2990.0085;1818.2848;2927.0179;1919.5689;2989.6708;1817.7961
1650020.0;2993.1908;1812.9954;2940.7649;1916.8866;2992.2113;1819.9848;2990.1706;1812.3943;2988.6377;1819.7126;2927.0615;1923.3126;2988.2614;1819.1524
1650040.0;2991.7498;1814.583;2941.2979;1920.6109;2991.2129;1821.5589;2988.9832;1814.0933;2987.3603;1821.2415;2927.3656;1927.0465;2986.9291;1820.6275
1650060.0;2990.364;1816.2657;2941.9665;1924.2893;2990.2857;1823.1988;2987.8954;1815.8878;2986.1825;1822.8716;2927.9766;1930.7476;2985.6745;1822.2193
1650080.0;2989.047;1818.0356;2942.7956;1927.9118;2989.4183;1824.8986;2986.9081;1817.7676;2985.1034;1824.6039;2928.934;1934.3752;2984.492;1823.9181
1650100.0;2987.8084;1819.894;2943.8104;1931.4629;2988.6001;1826.6576;2986.0117;1819.7234;2984.1113;1826.4324;2930.2759;1937.8673;2983.3726;1825.7049
1650120.0;2986.6498;1821.8455;2945.0405;1934.9149;2987.829;1828.4769;2985.1883;1821.7479;2983.1874;1828.3458;2932.0338;1941.1487;2982.3088;1827.5569
1650140.0;2985.5646;1823.8914;2946.518;1938.2249;2987.1158;1830.355;2984.4158;1823.8348;2982.3157;1830.3359;2934.2181;1944.1505;2981.2969;1829.4576
1650160.0;2984.545;1826.0212;2948.269;1941.3404;2986.4794;1832.2835;2983.6747;1825.9768;2981.4909;1832.4004;2936.8061;1946.8279;2980.3376;1831.4023
1650180.0;2983.5904;1828.213;2950.3076;1944.2028;2985.9406;1834.2491;2982.9525;1828.1641;2980.7156;1834.5332;2939.7431;1949.1635;2979.4343;1833.3934
1650200.0;2982.7117;1830.4401;2952.6309;1946.7548;2985.5161;1836.2396;2982.2468;1830.3873;2979.9928;1836.7189;2942.9578;1951.1532;2978.591;1835.4316
1650220.0;2981.9256;1832.6836;2955.2184;1948.9482;2985.2181;1838.2493;2981.564;1832.6398;2979.3212;1838.9347;2946.38;1952.7887;2977.8131;1837.5125
1650240.0;2981.2448;1834.9396;2958.0319;1950.7546;2985.0542;1840.2784;2980.9163;1834.9182;2978.7011;1841.1629;2949.9509;1954.0487;2977.1081;1839.6284
1650260.0;2980.6702;1837.2167;2961.0199;1952.1667;2985.0282;1842.3264;2980.3187;1837.2204;2978.1443;1843.3971;2953.6232;1954.9097;2976.49;1841.7742
1650280.0;2980.1927;1839.5252;2964.1247;1953.1897;2985.14;1844.3893;2979.7905;1839.5437;2977.6758;1845.641;2957.3557;1955.359;2975.9786;1843.9494
1650300.0;2979.803;1841.8739;2967.2889;1953.8225;2985.389;1846.4608;2979.357;1841.8839;2977.3241;1847.8994;2961.1057;1955.4017;2975.5982;1846.1565
1650320.0;2979.5026;1844.2689;2970.4595;1954.049;2985.777;1848.5353;2979.0487;1844.2339;2977.1093;1850.1718;2964.8262;1955.049;2975.3706;1848.3961
1650340.0;2979.3055;1846.709;2973.5877;1953.843;2986.3111;1850.6057;2978.8955;1846.5843;2977.0413;1852.4506;2968.4659;1954.3104;2975.3084;1850.6635
1650360.0;2979.228;1849.1773;2976.6292;1953.1891;2987.002;1852.6583;2978.9204;1848.9256;2977.1262;1854.7238;2971.9759;1953.1946;2975.4106;1852.9472
1650380.0;2979.281;1851.6417;2979.5475;1952.1008;2987.8603;1854.6721;2979.1371;1851.2497;2977.3719;1856.9823;2975.3184;1951.7201;2975.6659;1855.2321
1650400.0;2979.4735;1854.0675;2982.3168;1950.6286;2988.8918;1856.6235;2979.5512;1853.5499;2977.7843;1859.2218;2978.4763;1949.9218;2976.0594;1857.5043
1650420.0;2979.8228;1856.4316;2984.928;1948.8475;2990.095;1858.4908;2980.1622;1855.8185;2978.3634;1861.4401;2981.4579;1947.8536;2976.5809;1859.7543
1650440.0;2980.3593;1858.7221;2987.392;1946.8377;2991.4615;1860.2583;2980.9644;1858.0454;2979.1062;1863.6313;2984.2961;1945.5855;2977.2284;1861.976
1650460.0;2981.1194;1860.9294;2989.7417;1944.6636;2992.9782;1861.9178;2981.9472;1860.2172;2980.017;1865.7829;2987.0425;1943.1987;2978.0096;1864.1617
1650480.0;2982.1372;1863.0363;2992.0273;1942.3679;2994.632;1863.4686;2983.0982;1862.3155;2981.1153;1867.8756;2989.7568;1940.7717;2978.9385;1866.2994
1650500.0;2983.4385;1865.0131;2994.3072;1939.9784;2996.4123;1864.9147;2984.4082;1864.3175;2982.4285;1869.8861;2992.4928;1938.3675;2980.0335;1868.3714
1650520.0;2985.0359;1866.8254;2996.6347;1937.5233;2998.3098;1866.2608;2985.8754;1866.1988;2983.9737;1871.7903;2995.287;1936.0269;2981.3136;1870.3543
1650540.0;2986.9211;1868.4442;2999.0518;1935.0395;3000.3131;1867.5085;2987.5038;1867.9391;2985.743;1873.5678;2998.157;1933.7733;2982.7954;1872.217
1650560.0;2989.0623;1869.8564;3001.5887;1932.5749;3002.4064;1868.6548;2989.2998;1869.5251;2987.7093;1875.2039;3001.1071;1931.6189;2984.4874;1873.9238
1650580.0;2991.4122;1871.065;3004.2667;1930.1818;3004.5731;1869.6905;2991.2649;1870.9495;2989.8433;1876.6869;3004.1363;1929.5687;2986.3872;1875.4405
1650600.0;2993.9252;1872.0783;3007.0982;1927.9039;3006.7994;1870.6018;2993.3924;1872.2062;2992.127;1878.0029;3007.2381;1927.6172;2988.4812;1876.7407
1650620.0;2996.5682;1872.8994;3010.0804;1925.7602;3009.0764;1871.3694;2995.6667;1873.2877;2994.5509;1879.135;3010.3982;1925.7439;2990.7503;1877.8046
1650640.0;2999.3199;1873.5238;3013.1896;1923.7357;3011.3963;1871.9693;2998.0678;1874.1849;2997.1073;1880.066;3013.59;1923.9089;2993.1754;1878.6183
1650660.0;3002.1613;1873.9469;3016.3776;1921.7824;3013.7501;1872.3737;3000.5751;1874.8918;2999.7849;1880.785;3016.7746;1922.0551;2995.7393;1879.1741
1650680.0;3005.0698;1874.1792;3019.5762;1919.8328;3016.1248;1872.5557;3003.1716;1875.4071;3002.5679;1881.2867;3019.8996;1920.1151;2998.4222;1879.475
1650700.0;3008.02;1874.2511;3022.7058;1917.8151;3018.502;1872.4948;3005.843;1875.7333;3005.4363;1881.5696;3022.9019;1918.02;3001.1963;1879.5297
1650720.0;3010.9907;1874.1944;3025.6872;1915.667;3020.8573;1872.1822;3008.5744;1875.8691;3008.3656;1881.629;3025.7177;1915.7107;3004.0232;1879.3451
1650740.0;3013.9669;1874.0206;3028.4522;1913.3452;3023.1614;1871.6196;3011.3483;1875.8075;3011.3298;1881.4572;3028.2982;1913.1513;3006.8606;1878.9178
1650760.0;3016.934;1873.7135;3030.9506;1910.83;3025.3826;1870.8147;3014.1449;1875.5364;3014.3034;1881.0447;3030.619;1910.3404;3009.6696;1878.2371
1650780.0;3019.8702;1873.24;3033.1487;1908.1253;3027.4867;1869.7743;3016.9445;1875.0457;3017.2624;1880.3851;3032.6766;1907.3117;3012.4187;1877.2943
1650800.0;3022.7442;1872.5632;3035.0263;1905.2525;3029.4398;1868.5039;3019.727;1874.3301;3020.1842;1879.4758;3034.4724;1904.1201;3015.0853;1876.0953
1650820.0;3025.5223;1871.6505;3036.5705;1902.2437;3031.2119;1867.0114;3022.4705;1873.3909;3023.0473;1878.3196;3035.9991;1900.8222;3017.6533;1874.6631
1650840.0;3028.1819;1870.4871;3037.7741;1899.1333;3032.7812;1865.3126;3025.1511;1872.2335;3025.8317;1876.9255;3037.2375;1897.4652;3020.1111;1873.0302
1650860.0;3030.7161;1869.0912;3038.6311;1895.9549;3034.1359;1863.4294;3027.7447;1870.8665;3028.5181;1875.3104;3038.1667;1894.0873;3022.447;1871.2255
1650880.0;3033.1257;1867.5086;3039.1364;1892.7413;3035.2751;1861.3853;3030.2283;1869.2973;3031.0855;1873.4951;3038.7705;1890.7205;3024.6464;1869.2681
1650900.0;3035.4021;1865.7815;3039.2839;1889.5281;3036.2076;1859.2003;3032.5794;1867.5314;3033.5119;1871.4999;3039.0432;1887.393;3026.6924;1867.1696
1650920.0;3037.5199;1863.9204;3039.0719;1886.3527;3036.9485;1856.8947;3034.7746;1865.5733;3035.7749;1869.3388;3038.988;1884.1263;3028.5713;1864.9426
1650940.0;3039.4459;1861.9027;3038.5085;1883.2499;3037.5129;1854.4959;3036.7911;1863.4317;3037.8545;1867.0225;3038.6176;1880.9335;3030.2758;1862.6038
1650960.0;3041.1562;1859.7028;3037.6181;1880.2468;3037.9125;1852.0407;3038.61;1861.1241;3039.7322;1864.5613;3037.9507;1877.8212;3031.8049;1860.1735
1650980.0;3042.6442;1857.3251;3036.4399;1877.3632;3038.1564;1849.568;3040.2204;1858.6756;3041.3917;1861.9697;3037.0093;1874.7961;3033.1577;1857.6739
1651000.0;3043.9189;1854.8182;3035.0226;1874.6136;3038.2563;1847.1091;3041.6175;1856.112;3042.8176;1859.264;3035.8125;1871.8718;3034.33;1855.1273
1651020.0;3044.9948;1852.2564;3033.4131;1872.0057;3038.2279;1844.683;3042.8015;1853.4569;3043.998;1856.4615;3034.376;1869.0695;3035.3152;1852.5538
1651040.0;3045.8781;1849.7014;3031.6495;1869.5376;3038.0904;1842.2992;3043.7765;1850.7335;3044.9233;1853.5801;3032.7131;1866.4127;3036.1095;1849.9688
1651060.0;3046.5592;1847.1758;3029.7555;1867.2007;3037.8632;1839.9614;3044.5507;1847.9678;3045.5873;1850.6418;3030.8396;1863.9191;3036.7129;1847.3839
1651080.0;3047.0133;1844.6681;3027.7439;1864.9877;3037.5641;1837.6703;3045.1322;1845.1857;3045.9867;1847.6753;3028.7734;1861.5964;3037.1299;1844.8099
1651100.0;3047.2111;1842.1618;3025.6197;1862.9019;3037.2065;1835.4257;3045.5248;1842.4087;3046.1219;1844.7149;3026.5354;1859.4405;3037.3671;1842.2593
1651120.0;3047.1305;1839.6555;3023.3858;1860.9559;3036.8003;1833.2277;3045.7262;1839.6525;3045.9968;1841.7974;3024.1467;1857.4365;3037.433;1839.744
1651140.0;3046.7636;1837.1604;3021.0444;1859.1633;3036.3523;1831.0776;3045.7324;1836.9303;3045.6213;1838.9558;3021.6285;1855.5616;3037.3377;1837.2719
1651160.0;3046.127;1834.6938;3018.5996;1857.5283;3035.8678;1828.9785;3045.5413;1834.2563;3045.0144;1836.214;3019.0001;1853.7896;3037.0944;1834.8459
1651180.0;3045.264;1832.2764;3016.0595;1856.0427;3035.3491;1826.934;3045.1573;1831.6451;3044.2066;1833.5824;3016.2798;1852.0987;3036.7187;1832.4691
1651200.0;3044.2341;1829.9325;3013.4387;1854.6881;3034.7956;1824.9455;3044.5916;1829.1093;3043.2357;1831.0589;3013.4847;1850.4783;3036.2276;1830.1483
1651220.0;3043.0912;1827.6827;3010.7567;1853.4409;3034.2056;1823.0096;3043.8631;1826.6573;3042.1407;1828.6333;3010.6301;1848.931;3035.6343;1827.8932
1651240.0;3041.8703;1825.534;3008.034;1852.2778;3033.5802;1821.1181;3042.9963;1824.2923;3040.9535;1826.2941;3007.7268;1847.4689;3034.9452;1825.7107
1651260.0;3040.592;1823.4753;3005.2872;1851.184;3032.9232;1819.2625;3042.0186;1822.013;3039.6951;1824.0326;3004.7785;1846.1076;3034.1602;1823.6016
1651280.0;3039.2744;1821.482;3002.5254;1850.1565;3032.2377;1817.4368;3040.9542;1819.8148;3038.3744;1821.8434;3001.7841;1844.8638;3033.2777;1821.5608
1651300.0;3037.9381;1819.524;2999.7501;1849.2021;3031.5224;1815.6381;3039.8206;1817.6919;3036.9929;1819.7234;2998.742;1843.758;3032.299;1819.5807
1651320.0;3036.6005;1817.5756;2996.9575;1848.3298;3030.7706;1813.8644;3038.6254;1815.6403;3035.5494;1817.6724;2995.6558;1842.8187;3031.2304;1817.6545
1651340.0;3035.2721;1815.6206;2994.1411;1847.5478;3029.9729;1812.1146;3037.37;1813.6577;3034.0442;1815.6912;2992.537;1842.0782;3030.0789;1815.7796
1651360.0;3033.9537;1813.6517;2991.2944;1846.8626;3029.1212;1810.3886;3036.0543;1811.7418;3032.4777;1813.7812;2989.4025;1841.5583;3028.8485;1813.9577
1651380.0;3032.6388;1811.6684;2988.4124;1846.2816;3028.2102;1808.6865;3034.6811;1809.8881;3030.8511;1811.942;2986.2696;1841.2591;3027.5382;1812.1945
1651400.0;3031.3152;1809.6784;2985.4932;1845.8115;3027.2377;1807.0081;3033.2552;1808.0897;3029.1682;1810.1733;2983.1508;1841.1593;3026.1461;1810.4959
1651420.0;3029.9647;1807.701;2982.54;1845.4596;3026.2027;1805.353;3031.7823;1806.3386;3027.4394;1808.4766;2980.0525;1841.2329;3024.6738;1808.8649
1651440.0;3028.5644;1805.7636;2979.5611;1845.2345;3025.105;1803.7208;3030.2682;1804.6262;3025.6814;1806.8526;2976.9785;1841.4653;3023.1289;1807.3012
1651460.0;3027.0904;1803.8893;2976.5687;1845.1478;3023.9446;1802.1099;3028.7178;1802.9442;3023.914;1805.2952;2973.935;1841.8547;3021.5221;1805.8025
1651480.0;3025.5267;1802.0873;2973.5763;1845.2107;3022.7214;1800.5164;3027.1334;1801.2873;3022.1537;1803.788;2970.9319;1842.4018;3019.8641;1804.3654
1651500.0;3023.8717;1800.355;2970.5969;1845.4267;3021.4355;1798.9366;3025.5134;1799.6536;3020.4096;1802.3056;2967.978;1843.0978;3018.1647;1802.984
1651520.0;3022.1375;1798.685;2967.6409;1845.7881;3020.0869;1797.3707;3023.8533;1798.0449;3018.682;1800.8235;2965.073;1843.9181;3016.4322;1801.6486
1651540.0;3020.3432;1797.0669;2964.7123;1846.2782;3018.6757;1795.8258;3022.1485;1796.4658;3016.9648;1799.3273;2962.2048;1844.8261;3014.6729;1800.3481
1651560.0;3018.5086;1795.487;2961.8052;1846.8742;3017.2023;1794.3157;3020.3944;1794.9238;3015.2472;1797.817;2959.354;1845.7789;3012.8892;1799.0721
1651580.0;3016.6506;1793.9318;2958.9047;1847.5478;3015.6678;1792.8577;3018.5861;1793.4282;3013.5182;1796.3025;2956.5034;1846.7379;3011.0802;1797.8113
1651600.0;3014.7797;1792.3993;2955.9944;1848.2643;3014.0748;1791.4664;3016.7187;1791.9871;3011.7668;1794.7976;2953.6411;1847.673;3009.2439;1796.5579
1651620.0;3012.8949;1790.9011;2953.065;1848.9886;3012.4267;1790.148;3014.79;1790.6039;3009.9836;1793.3158;2950.7602;1848.5628;3007.3796;1795.3073
1651640.0;3010.9836;1789.4544;2950.1187;1849.6922;3010.7275;1788.8994;3012.8035;1789.2784;3008.1585;1791.8711;2947.858;1849.3895;3005.4891;1794.0577
1651660.0;3009.0284;1788.0713;2947.1641;1850.3572;3008.9799;1787.7153;3010.7668;1788.0097;3006.2798;1790.4788;2944.9368;1850.1363;3003.5767;1792.8078
1651680.0;3007.0152;1786.7545;2944.2089;1850.9731;3007.1854;1786.5958;3008.6871;1786.7986;3004.3362;1789.1544;2942.0033;1850.7888;3001.6481;1791.5542
1651700.0;3004.9407;1785.4991;2941.2564;1851.5325;3005.345;1785.5481;3006.5686;1785.6455;3002.3205;1787.9095;2939.0662;1851.3414;2999.7084;1790.295
1651720.0;3002.8123;1784.2955;2938.3063;1852.0284;3003.4617;1784.5822;3004.4136;1784.5471;3000.2346;1786.749;2936.1333;1851.8014;2997.7599;1789.0359
1651740.0;3000.6442;1783.1325;2935.3573;1852.4556;3001.5395;1783.7072;3002.2274;1783.496;2998.0887;1785.6703;2933.2098;1852.1853;2995.8011;1787.7913
1651760.0;2998.452;1782.0004;2932.4083;1852.811;2999.5823;1782.9298;3000.0189;1782.4849;2995.8971;1784.662;2930.2972;1852.5041;2993.8276;1786.5816
1651780.0;2996.2474;1780.8954;2929.4579;1853.0908;2997.594;1782.2544;2997.7982;1781.5105;2993.6742;1783.7035;2927.3927;1852.7515;2991.8332;1785.4273
1651800.0;2994.0362;1779.8206;2926.504;1853.2876;2995.5783;1781.6811;2995.5716;1780.5757;2991.4345;1782.7667;2924.4918;1852.9011;2989.8108;1784.3468
1651820.0;2991.8195;1778.7823;2923.5443;1853.3883;2993.5404;1781.2037;2993.3395;1779.6881;2989.1932;1781.822;2921.5932;1852.9148;2987.7546;1783.3552
1651840.0;2989.5976;1777.7877;2920.5782;1853.3761;2991.4863;1780.8096;2991.0993;1778.859;2986.9627;1780.8484;2918.7028;1852.7527;2985.6622;1782.4623
1651860.0;2987.3721;1776.8428;2917.6093;1853.2336;2989.4211;1780.4835;2988.8485;1778.1023;2984.7497;1779.8404;2915.8345;1852.3822;2983.5377;1781.6672
1651880.0;2985.1451;1775.9573;2914.6461;1852.9484;2987.3472;1780.2098;2986.5855;1777.4322;2982.5544;1778.8089;2913.0066;1851.783;2981.3908;1780.9569
1651900.0;2982.9166;1775.1491;2911.7014;1852.513;2985.2639;1779.9745;2984.3107;1776.8585;2980.3731;1777.775;2910.239;1850.9496;2979.2319;1780.3127
1651920.0;2980.6851;1774.4397;2908.7909;1851.9221;2983.1689;1779.7652;2982.0271;1776.3836;2978.1998;1776.7641;2907.5539;1849.8871;2977.0675;1779.7226
1651940.0;2978.4508;1773.8439;2905.9355;1851.1621;2981.0616;1779.5736;2979.7392;1776.003;2976.027;1775.8008;2904.9778;1848.6056;2974.8988;1779.1897
1651960.0;2976.2173;1773.3601;2903.1646;1850.2056;2978.9443;1779.3977;2977.452;1775.7113;2973.8482;1774.9113;2902.5462;1847.1118;2972.7251;1778.7308
1651980.0;2973.9895;1772.9767;2900.5214;1849.0125;2976.8227;1779.2447;2975.1698;1775.5086;2971.6592;1774.1256;2900.3058;1845.4058;2970.5481;1778.3674
1652000.0;2971.7706;1772.6902;2898.0656;1847.54;2974.7046;1779.1301;2972.8986;1775.4036;2969.4591;1773.477;2898.3188;1843.4777;2968.3733;1778.1189
1652020.0;2969.5646;1772.5165;2895.8739;1845.7548;2972.5986;1779.0774;2970.6471;1775.4091;2967.2499;1772.9985;2896.6634;1841.3083;2966.2073;1777.9999
1652040.0;2967.3777;1772.4858;2894.0358;1843.6441;2970.5111;1779.114;2968.425;1775.5383;2965.0379;1772.7166;2895.4348;1838.8672;2964.0559;1778.0193
1652060.0;2965.2196;1772.6288;2892.6477;1841.2209;2968.4449;1779.2667;2966.2386;1775.8;2962.8345;1772.646;2894.7294;1836.134;2961.9241;1778.1813
1652080.0;2963.1005;1772.9675;2891.795;1838.5265;2966.4002;1779.5546;2964.0914;1776.2003;2960.6555;1772.7908;2894.6052;1833.1407;2959.8192;1778.4873
1652100.0;2961.0295;1773.5122;2891.5332;1835.6298;2964.3806;1779.9869;2961.987;1776.7444;2958.5181;1773.149;2895.0451;1830.0056;2957.7529;1778.9437
1652120.0;2959.0133;1774.2563;2891.8695;1832.6195;2962.3986;1780.5654;2959.9332;1777.4396;2956.4382;1773.7193;2895.96;1826.9083;2955.7416;1779.5663
1652140.0;2957.0577;1775.177;2892.7683;1829.5907;2960.4755;1781.2933;2957.9413;1778.2942;2954.4273;1774.5035;2897.2478;1824.0067;2953.8037;1780.3754
1652160.0;2955.172;1776.2519;2894.1717;1826.6277;2958.6354;1782.18;2956.0234;1779.3151;2952.4923;1775.5054;2898.8533;1821.365;2951.9574;1781.3843
1652180.0;2953.3688;1777.4798;2896.0198;1823.7931;2956.9002;1783.2408;2954.1876;1780.5023;2950.6367;1776.725;2900.773;1818.9616;2950.2184;1782.589
1652200.0;2951.6625;1778.8796;2898.2546;1821.1273;2955.2876;1784.4898;2952.439;1781.8483;2948.8651;1778.1571;2903.013;1816.7506;2948.5985;1783.9702
1652220.0;2950.0685;1780.4688;2900.8187;1818.6548;2953.8121;1785.9338;2950.7824;1783.3397;2947.1855;1779.7898;2905.5539;1814.7126;2947.1064;1785.5056
1652240.0;2948.6071;1782.2413;2903.6536;1816.3918;2952.4846;1787.5686;2949.228;1784.9644;2945.6118;1781.608;2908.3538;1812.8576;2945.7506;1787.1799
1652260.0;2947.3049;1784.167;2906.7044;1814.3478;2951.313;1789.3803;2947.7932;1786.7152;2944.1614;1783.595;2911.367;1811.2074;2944.5429;1788.9875
1652280.0;2946.1873;1786.2066;2909.9256;1812.5212;2950.3026;1791.3467;2946.5001;1788.5901;2942.8552;1785.7369;2914.5586;1809.7747;2943.4972;1790.9252
1652300.0;2945.2719;1788.3298;2913.2855;1810.8983;2949.4613;1793.442;2945.3708;1790.585;2941.7167;1788.0229;2917.9023;1808.5605;2942.6243;1792.9847
1652320.0;2944.5732;1790.5248;2916.7643;1809.4584;2948.8005;1795.6415;2944.4244;1792.6898;2940.7728;1790.4431;2921.3749;1807.5532;2941.9303;1795.15
1652340.0;2944.1107;1792.7931;2920.3473;1808.1899;2948.3339;1797.9241;2943.6754;1794.8871;2940.0494;1792.9834;2924.9506;1806.7405;2941.4181;1797.4024
1652360.0;2943.9059;1795.1363;2924.0146;1807.1001;2948.0718;1800.2712;2943.1342;1797.1569;2939.5642;1795.6229;2928.5979;1806.1182;2941.0899;1799.7238
1652380.0;2943.9709;1797.5465;2927.7376;1806.2153;2948.0169;1802.662;2942.8061;1799.4806;2939.3216;1798.3353;2932.2799;1805.6962;2940.9455;1802.0984
1652400.0;2944.2985;1800.0078;2931.4822;1805.5689;2948.1619;1805.0709;2942.6922;1801.8439;2939.3143;1801.0931;2935.9557;1805.4969;2940.9795;1804.5106
1652420.0;2944.862;1802.4994;2935.2132;1805.1951;2948.4903;1807.4707;2942.7875;1804.2364;2939.5283;1803.8693;2939.5796;1805.5517;2941.1805;1806.9454
1652440.0;2945.6186;1804.9969;2938.8968;1805.1246;2948.9799;1809.8378;2943.0822;1806.65;2939.9478;1806.6374;2943.1025;1805.8926;2941.5339;1809.3936
1652460.0;2946.5152;1807.4721;2942.4972;1805.3847;2949.6107;1812.1566;2943.5606;1809.0753;2940.5564;1809.3739;2946.4746;1806.5442;2942.0259;1811.8538
